"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.228733103E1,3.937631249E-1,-1.987523288E-1,-1.809279084E0
1.229932949E1,4.890581071E-1,-2.183000147E-1,-1.787898660E0
1.231132789E1,5.696923137E-1,-2.714453042E-1,-1.742083907E0
1.232332599E1,5.770227313E-1,-3.203145266E-1,-1.682829976E0
1.233532539E1,5.257100463E-1,-3.691837490E-1,-1.648621440E0
1.234732392E1,4.536279440E-1,-3.258123100E-1,-1.674888730E0
1.235932182E1,3.974283040E-1,-3.306992054E-1,-1.678553820E0
1.237132028E1,3.772697747E-1,-3.190928102E-1,-1.718260169E0
1.238331912E1,3.613872826E-1,-3.423056602E-1,-1.737807751E0
1.239531761E1,2.856399715E-1,-3.319209516E-1,-1.678553820E0
1.240731731E1,1.940101981E-1,-2.934364676E-1,-1.620521665E0
1.241931604E1,1.695755720E-1,-2.671692371E-1,-1.627241254E0
1.243131477E1,2.282186449E-1,-2.201326191E-1,-1.638847709E0
1.244331307E1,3.167940974E-1,-2.079153210E-1,-1.644345284E0
1.245531126E1,3.772697747E-1,-2.329607904E-1,-1.643734455E0
1.246730856E1,3.632198572E-1,-2.903821170E-1,-1.616245627E0
1.247930746E1,3.198484182E-1,-3.453599811E-1,-1.579593658E0
1.249130592E1,2.996898890E-1,-3.740706444E-1,-1.530724525E0
1.250130636E1,3.045768142E-1,-3.520795405E-1,-1.486742139E0
1.251330525E1,3.106854558E-1,-2.787756920E-1,-1.451312065E0
1.252530385E1,2.911377549E-1,-2.121913731E-1,-1.476357460E0
1.253730232E1,2.422685325E-1,-1.798155159E-1,-1.544163465E0
1.254930078E1,2.068383694E-1,-2.274629921E-1,-1.611969471E0
1.256129735E1,1.988971084E-1,-3.264231980E-1,-1.621132612E0
1.257329491E1,2.013405710E-1,-4.895241857E-1,-1.575317621E0
1.258529331E1,1.964536607E-1,-6.770598292E-1,-1.503846407E0
1.259729184E1,1.652995348E-1,-8.096175790E-1,-1.426266432E0
1.260929024E1,1.005478054E-1,-8.200023174E-1,-1.407940507E0
1.262128921E1,4.556993395E-2,-7.699112892E-1,-1.468416214E0
1.263328870E1,2.418965288E-2,-7.143226266E-1,-1.597919703E0
1.264528717E1,5.961984023E-2,-7.057704926E-1,-1.723146915E0
1.265728557E1,1.127651110E-1,-7.680787444E-1,-1.762853265E0
1.266928403E1,1.359779984E-1,-8.609302640E-1,-1.646178007E0
1.268128256E1,1.194846332E-1,-8.841431141E-1,-1.475135684E0
1.269328093E1,8.405444026E-2,-7.955676913E-1,-1.285767436E0
1.270527939E1,6.206329912E-2,-6.086429358E-1,-1.182531238E0
1.271727886E1,5.534378067E-2,-3.587990403E-1,-1.164816141E0
1.272927732E1,5.045685917E-2,-1.223941818E-1,-1.180087805E0
1.274127596E1,6.206329912E-2,-3.320785612E-2,-1.181920409E0
1.275327409E1,7.428060472E-2,-2.709920332E-2,-1.183753014E0
1.276527248E1,1.042129993E-1,-7.047063112E-2,-1.171535611E0
1.277727035E1,1.536930799E-1,-1.358332187E-1,-1.120223045E0
1.278926882E1,2.318838388E-1,-1.437744647E-1,-1.004158616E0
1.280126745E1,2.929703593E-1,-1.193398610E-1,-9.045875669E-1
1.281326548E1,2.966355681E-1,-3.870564327E-2,-8.318945765E-1
1.282526414E1,2.263860404E-1,3.581991419E-2,-8.630487919E-1
1.283726240E1,1.084890589E-1,7.125009596E-2,-9.436829686E-1
1.284926113E1,-6.964474451E-3,1.146215349E-1,-9.864435196E-1
1.286125813E1,-5.094677210E-2,1.231736466E-1,-9.974390864E-1
1.287325653E1,-5.155763775E-2,6.269798428E-2,-9.937739372E-1
1.288525499E1,-2.101437561E-2,-6.008592620E-2,-9.467372894E-1
1.289725346E1,3.090916947E-2,-1.523265839E-1,-8.642704487E-1
1.290925149E1,1.029912755E-1,-1.718742698E-1,-7.793602347E-1
1.291925155E1,1.836254895E-1,-1.468288004E-1,-7.622559667E-1
1.293125012E1,2.660922706E-1,-1.016247645E-1,-7.598124743E-1
1.294324932E1,2.960246801E-1,-5.397727713E-2,-7.549256086E-1
1.295524778E1,2.593727708E-1,-1.366016828E-2,-7.488169670E-1
1.296724688E1,1.561365575E-1,-8.773246780E-3,-7.311018705E-1
1.297924568E1,3.946128488E-2,-2.587747388E-2,-6.981151104E-1
1.299124414E1,-3.139908239E-2,-5.519900471E-2,-6.755131483E-1
1.300324194E1,-3.567514196E-2,-5.580987036E-2,-6.504676342E-1
1.301524057E1,4.031099845E-3,-4.359256849E-2,-6.113722324E-1
1.302723874E1,6.572849303E-2,-7.657929510E-2,-5.643356442E-1
1.303923780E1,1.121542528E-1,-9.124004841E-2,-4.861449003E-1
1.305123706E1,1.048238650E-1,-4.664689302E-2,-4.006237388E-1
1.306123733E1,5.412205309E-2,-1.060584281E-2,-3.627501130E-1
1.307323599E1,-2.956648916E-2,2.971126325E-2,-3.364829123E-1
1.308523496E1,-9.920512140E-2,5.353500694E-2,-3.260982037E-1
1.309723426E1,-1.352461725E-1,3.948510811E-2,-3.059396446E-1
1.310923266E1,-1.218071431E-1,5.231327936E-2,-2.760072351E-1
1.312123169E1,-8.637695014E-2,7.430443168E-2,-2.387444675E-1
1.313323055E1,-5.949888751E-2,1.024042293E-1,-2.008708119E-1
1.314522902E1,-3.689687327E-2,9.446298331E-2,-1.794905365E-1
1.315722692E1,1.319407858E-2,4.803721979E-2,-1.636080295E-1
1.316922551E1,6.939368695E-2,2.238088101E-2,-1.226800680E-1
1.318122278E1,1.023804024E-1,4.376116395E-2,-9.152594209E-2
1.319322131E1,9.871520847E-2,7.125009596E-2,-7.197824866E-2
1.320521931E1,5.534378067E-2,1.280605644E-1,-4.571104795E-2
1.321721794E1,-9.407935664E-3,1.579929590E-1,-5.915008113E-2
1.322921627E1,-7.171619684E-2,1.659342200E-1,-8.541729301E-2
1.324121497E1,-1.028703153E-1,1.360018104E-1,-8.602815121E-2
1.325321344E1,-1.077572405E-1,6.941750646E-2,-5.487402529E-2
1.326521230E1,-8.637695014E-2,1.016357634E-2,1.325577614E-3
1.327721107E1,-6.072061509E-2,-9.994977154E-3,3.370143473E-2
1.328920973E1,-2.895562351E-2,-3.504044935E-2,6.119037420E-2
1.330120943E1,-1.368399244E-2,-9.384112433E-3,1.057835296E-1
1.331320816E1,-3.445341066E-2,7.613702118E-2,1.522092968E-1
1.332520663E1,-6.682927161E-2,1.146215349E-1,1.656483263E-1
1.333720462E1,-9.920512140E-2,1.286714375E-1,1.656483263E-1
1.334920296E1,-1.132550314E-1,9.812817723E-2,1.687026471E-1
1.336119969E1,-1.120332927E-1,3.826337680E-2,1.858068854E-1
1.337319822E1,-1.175310835E-1,-3.275459632E-3,2.255131155E-1
1.338519668E1,-1.437982917E-1,8.941845968E-3,2.487259954E-1
1.339719515E1,-1.535721272E-1,3.276558965E-2,2.450608015E-1
1.340919325E1,-1.444091499E-1,5.964365974E-2,2.554455400E-1
1.342115298E1,-1.181419492E-1,6.880664080E-2,2.749931812E-1
1.343315118E1,-7.843570411E-2,2.177001536E-2,3.024821579E-1
1.344514991E1,-4.056205973E-2,-2.954266593E-2,3.421883881E-1
1.345714857E1,-3.299283329E-3,-8.818572760E-2,3.880032599E-1
1.346914753E1,3.396349773E-2,-1.437744647E-1,4.600853920E-1
1.348114569E1,4.618079960E-2,-2.054718584E-1,5.333892107E-1
1.349314422E1,1.380494423E-2,-2.158565670E-1,6.372363567E-1
1.350514296E1,-8.210089803E-2,-1.254485101E-1,7.239791751E-1
1.351714139E1,-2.079391330E-1,2.787866816E-2,7.288661003E-1
1.352913985E1,-3.380534351E-1,1.812058389E-1,6.347928643E-1
1.354113802E1,-3.942530453E-1,2.441249639E-1,5.254479647E-1
1.355313635E1,-3.814248741E-1,2.300750613E-1,4.332073033E-1
1.356513455E1,-2.989580631E-1,1.164541319E-1,4.362616241E-1
1.357713295E1,-1.883914471E-1,-4.114910588E-2,5.248370767E-1
1.358913141E1,-7.232705504E-2,-2.677801251E-1,6.647252440E-1
1.360113078E1,1.624840498E-2,-3.948400915E-1,7.807896137E-1
1.361312944E1,9.016310424E-2,-3.911748827E-1,9.060170054E-1
1.362512784E1,9.016310424E-2,-2.604497373E-1,9.884838462E-1
1.363712634E1,9.528886527E-3,-9.124004841E-2,9.933707118E-1
1.364912480E1,-1.468526125E-1,1.158432588E-1,9.176234603E-1
1.366112270E1,-2.781886160E-1,2.416815013E-1,8.278262615E-1
1.367312110E1,-3.936421871E-1,3.015463054E-1,7.539115548E-1
1.368511956E1,-4.651134014E-1,2.679486871E-1,7.618528008E-1
1.369711810E1,-4.754981101E-1,1.378344148E-1,8.449304700E-1
1.370911656E1,-4.174659252E-1,-1.060584281E-2,9.738230705E-1
1.372111473E1,-3.056775928E-1,-1.315571666E-1,1.119819880E0
1.373311292E1,-1.657894403E-1,-2.347933799E-1,1.237105966E0
1.374511139E1,-5.522282794E-2,-2.891604006E-1,1.290251255E0
1.375710985E1,8.307156153E-3,-2.531193495E-1,1.290862083E0
1.376910839E1,2.541138232E-2,-1.394984126E-1,1.249323249E0
1.378110672E1,-7.575339638E-3,1.566136442E-2,1.212671399E0
1.379310502E1,-7.293792069E-2,1.586038321E-1,1.192512870E0
1.380510348E1,-1.694546342E-1,2.587857246E-1,1.185182333E0
1.381710218E1,-2.794103622E-1,3.064332306E-1,1.192512870E0
1.382910058E1,-3.600445986E-1,2.978810966E-1,1.191290975E0
1.384110014E1,-3.710401654E-1,2.545096874E-1,1.182128072E0
1.385309880E1,-3.215600848E-1,2.056404501E-1,1.213282228E0
1.386509753E1,-2.488671094E-1,1.763189286E-1,1.282920957E0
1.387709596E1,-1.725089550E-1,1.970883459E-1,1.322016239E0
1.388909456E1,-1.077572405E-1,2.154142857E-1,1.310409784E0
1.390109419E1,-7.477051765E-2,2.099165022E-1,1.263373137E0
1.391309309E1,-6.499667466E-2,1.830384433E-1,1.221834302E0
1.392509155E1,-5.766629055E-2,1.170649976E-1,1.210227847E0
1.393709112E1,-4.178379476E-2,1.993742026E-2,1.240160227E0
1.394908965E1,-3.139908239E-2,-1.732535847E-2,1.320794582E0
1.396108698E1,-4.361639172E-2,1.566136442E-2,1.424641609E0
1.397308545E1,-8.087916672E-2,9.629558027E-2,1.458239079E0
1.398508384E1,-1.273049265E-1,1.689885408E-1,1.411813498E0
1.399708124E1,-1.657894403E-1,2.361837178E-1,1.353170395E0
1.400907971E1,-1.798393428E-1,2.710030079E-1,1.318351030E0
1.402107824E1,-1.743415594E-1,2.856637836E-1,1.308577180E0
1.403307654E1,-1.358570457E-1,3.094875515E-1,1.329957485E0
1.404507500E1,-8.332262933E-2,3.180396855E-1,1.355613828E0
1.405707397E1,-5.094677210E-2,3.345330060E-1,1.367831230E0
1.406907283E1,-3.872947022E-2,3.174287975E-1,1.336676955E0
1.408107023E1,-4.483811930E-2,2.740573585E-1,1.303690314E0
1.409306956E1,-5.949888751E-2,2.154142857E-1,1.307966352E0
1.410506936E1,-7.415965199E-2,1.812058389E-1,1.343396425E0
1.411706875E1,-8.087916672E-2,2.050295919E-1,1.396541715E0
1.412906802E1,-7.721398026E-2,2.648943663E-1,1.417922139E0
1.413906845E1,-7.538138330E-2,3.125418723E-1,1.402650356E0
1.414906888E1,-7.843570411E-2,3.461394608E-1,1.378826618E0
1.416106818E1,-9.431820363E-2,3.809587657E-1,1.361722589E0
1.417306738E1,-1.102006957E-1,3.595784903E-1,1.353170395E0
1.418506688E1,-1.218071431E-1,3.149853349E-1,1.358668208E0
1.419706571E1,-1.108115688E-1,2.600074410E-1,1.368442059E0
1.420906437E1,-1.065355092E-1,2.007535398E-1,1.402650356E0
1.422106294E1,-1.340244412E-1,1.622690260E-1,1.477176070E0
1.423306140E1,-2.006087601E-1,1.512734592E-1,1.565140605E0
1.424505987E1,-2.561975121E-1,2.123599648E-1,1.626227140E0
1.425705853E1,-2.525323033E-1,3.369764686E-1,1.632946610E0
1.426905720E1,-1.963327080E-1,5.116839409E-1,1.562086344E0
1.428105510E1,-1.486852169E-1,6.020919681E-1,1.472289085E0
1.429305356E1,-1.150876209E-1,5.862094760E-1,1.406315684E0
1.430505202E1,-1.248614639E-1,4.585386515E-1,1.424641609E0
1.431705042E1,-1.425765604E-1,3.027680218E-1,1.526045322E0
1.432904869E1,-1.517395377E-1,1.714320034E-1,1.673263788E0
1.434104822E1,-1.547938734E-1,1.414996088E-1,1.788717270E0
1.435304668E1,-1.700654924E-1,1.860927790E-1,1.834532261E0
1.436504478E1,-1.902240515E-1,2.911615968E-1,1.791160822E0
1.437704238E1,-1.914457828E-1,3.950086534E-1,1.699530959E0
1.438904078E1,-1.554047167E-1,4.457105100E-1,1.626227140E0
1.440103911E1,-1.040920466E-1,4.133346379E-1,1.616453290E0
1.441303758E1,-7.599224895E-2,3.052114844E-1,1.672652841E0
1.442503647E1,-7.232705504E-2,1.158432588E-1,1.775889158E0
1.443703481E1,-4.789244384E-2,-5.580987036E-2,1.890120983E0
1.444903334E1,7.696291432E-3,-1.694308072E-1,1.982361555E0
1.446103234E1,5.595464632E-2,-1.718742698E-1,2.041004658E0
1.447303077E1,6.084156781E-2,-4.175997153E-2,2.050778627E0
1.448502916E1,1.563753933E-2,1.433321983E-1,1.997633219E0
1.449702873E1,-3.750773519E-2,3.479720354E-1,1.901727319E0
1.450902739E1,-6.072061509E-2,4.805298150E-1,1.799712896E0
1.452102466E1,-6.988359988E-2,5.135165453E-1,1.721522093E0
1.453302335E1,-1.034811884E-1,4.634256065E-1,1.705639601E0
1.454502202E1,-1.437982917E-1,3.375873268E-1,1.756341457E0
1.455702018E1,-1.554047167E-1,1.818167120E-1,1.855301619E0
1.456901865E1,-1.242506057E-1,1.871568896E-2,1.949374914E0
1.458101804E1,-7.538138330E-2,-8.513139933E-2,1.993357182E0
1.459301644E1,-3.262081370E-2,-1.309462935E-1,1.993357182E0
1.460501427E1,-2.773389220E-2,-1.004030332E-1,1.988470197E0
1.461701227E1,-6.805100292E-2,4.054923542E-3,1.992746234E0
1.462901117E1,-1.138658896E-1,1.402778774E-1,1.982361555E0
1.464100983E1,-1.156984866E-1,2.673378289E-1,1.968311667E0
1.465300830E1,-6.316407770E-2,4.115020335E-1,1.921275020E0
1.466500740E1,1.587638748E-3,5.214577913E-1,1.855301619E0
1.467700606E1,4.129388183E-2,5.807117224E-1,1.802767158E0
1.468900409E1,5.412205309E-2,5.972051024E-1,1.780165195E0
1.470100226E1,6.450676173E-2,5.538336039E-1,1.802767158E0
1.471300072E1,7.061541080E-2,4.841949940E-1,1.881568789E0
1.472499919E1,5.961984023E-2,4.218867421E-1,1.964646459E0
1.473699822E1,3.274176642E-2,3.772935867E-1,2.008628845E0
1.474899662E1,7.085425779E-3,3.528589904E-1,2.025732994E0
1.476099495E1,3.420234425E-3,3.571350276E-1,2.030619860E0
1.477299321E1,3.213090077E-2,3.534698486E-1,2.038561106E0
1.478499175E1,8.038925380E-2,3.253700435E-1,2.058719635E0
1.479698931E1,1.317019314E-1,2.655052543E-1,2.099647760E0
1.480898778E1,1.695755720E-1,2.178577632E-1,2.169286489E0
1.482098591E1,1.915667206E-1,2.135816962E-1,2.224264145E0
1.483298464E1,1.805711538E-1,2.141925693E-1,2.233427286E0
1.484498304E1,1.402540505E-1,2.319076508E-1,2.203494787E0
1.485698197E1,6.572849303E-2,2.685595751E-1,2.161956072E0
1.486898050E1,-1.612745225E-2,3.198722601E-1,2.139964819E0
1.488097920E1,-5.033590645E-2,3.803479075E-1,2.143018961E0
1.489297766E1,-5.033590645E-2,4.023390412E-1,2.172951460E0
1.490497626E1,-2.651216276E-2,3.980630040E-1,2.220599174E0
1.491697526E1,-1.857091486E-2,3.626328111E-1,2.238924980E0
1.492897392E1,-4.178379476E-2,2.905507088E-1,2.216322899E0
1.494097165E1,-7.538138330E-2,2.453466952E-1,2.189444780E0
1.495297025E1,-1.108115688E-1,2.154142857E-1,2.169897318E0
1.496496871E1,-1.181419492E-1,2.490118891E-1,2.151571274E0
1.497696641E1,-9.553993493E-2,3.180396855E-1,2.114919424E0
1.498896488E1,-6.438580900E-2,4.389909804E-1,2.062995911E0
1.500096361E1,-2.834475972E-2,5.177925825E-1,2.030619860E0
1.501296207E1,1.319407858E-2,5.703270435E-1,2.021456957E0
1.502496060E1,3.701782227E-2,5.984268188E-1,2.001298428E0
1.503696020E1,1.502667461E-2,5.984268188E-1,1.933492303E0
1.504895887E1,-6.072061509E-2,5.587205887E-1,1.829645276E0
1.506095773E1,-1.370787621E-1,5.104622245E-1,1.769780517E0
1.507295586E1,-2.061065584E-1,4.609821141E-1,1.755730629E0
1.508495433E1,-2.342063487E-1,4.157781005E-1,1.783219457E0
1.509695263E1,-2.091608793E-1,3.644654155E-1,1.822925806E0
1.510895082E1,-1.645677090E-1,2.972702384E-1,1.863853812E0
1.512095012E1,-1.554047167E-1,2.606183290E-1,1.861410260E0
1.513294892E1,-1.945001036E-1,2.691704333E-1,1.796047568E0
1.514494699E1,-2.653604746E-1,2.569531202E-1,1.687313557E0
1.515694472E1,-3.246144056E-1,2.349619865E-1,1.582244873E0
1.516894345E1,-3.191166222E-1,1.854819059E-1,1.507719278E0
1.518094261E1,-2.598626614E-1,8.224567771E-2,1.485117316E0
1.519294234E1,-1.694546342E-1,-1.854708977E-2,1.536429882E0
1.520294261E1,-9.431820363E-2,-4.175997153E-2,1.651272535E0
1.521294337E1,-3.445341066E-2,-1.610363089E-2,1.801545382E0
1.522494310E1,-1.001880039E-2,7.186096162E-2,1.868740559E0
1.523694270E1,-4.361639172E-2,1.604364365E-1,1.818649650E0
1.524894190E1,-1.144767627E-1,2.905507088E-1,1.699530959E0
1.526094016E1,-2.018304914E-1,4.341040552E-1,1.577357888E0
1.527293783E1,-2.665822208E-1,5.177925825E-1,1.469845533E0
1.528493703E1,-2.769669294E-1,5.477249622E-1,1.388600588E0
1.529693542E1,-2.476453930E-1,5.287881494E-1,1.374550700E0
1.530893372E1,-2.061065584E-1,4.915253818E-1,1.401428699E0
1.532093305E1,-1.572373211E-1,4.487648308E-1,1.416089535E0
1.533293245E1,-9.859426320E-2,3.736283779E-1,1.427695870E0
1.534493072E1,-5.216850340E-2,2.190794796E-1,1.468013048E0
1.535692918E1,-8.149003237E-2,8.468913287E-2,1.501610637E0
1.536892788E1,-2.061065584E-1,-5.336640775E-2,1.497334599E0
1.538092634E1,-3.881443739E-1,-1.462179273E-1,1.464347959E0
1.539292518E1,-5.292542577E-1,-1.828698367E-1,1.393487453E0
1.540492327E1,-5.567432046E-1,-1.981414855E-1,1.314074993E0
1.541692174E1,-4.663351476E-1,-1.621004194E-1,1.273146987E0
1.542892020E1,-3.203383386E-1,-7.535755634E-2,1.336676955E0
1.544091874E1,-1.847262532E-1,1.627222821E-2,1.450908780E0
1.545291713E1,-9.859426320E-2,4.192857072E-2,1.499167085E0
1.546491610E1,-7.415965199E-2,2.238088101E-2,1.453352332E0
1.547691456E1,-9.737252444E-2,-3.931650892E-2,1.336066127E0
1.548891303E1,-1.596807837E-1,-1.217833161E-1,1.194956303E0
1.550091143E1,-2.109934688E-1,-1.804263741E-1,1.136313200E0
1.551290989E1,-2.409258634E-1,-1.932545453E-1,1.165023923E0
1.552490836E1,-2.189347148E-1,-1.517157108E-1,1.252988577E0
1.553690689E1,-1.505178064E-1,-8.574226499E-2,1.343396425E0
1.554890535E1,-5.216850340E-2,-1.427103393E-2,1.391044021E0
1.556090375E1,1.587638748E-3,3.398732096E-2,1.348894238E0
1.557290142E1,3.274176642E-2,6.498384289E-3,1.220612526E0
1.558489988E1,2.052446082E-2,-5.764246732E-2,1.085611343E0
1.559689835E1,-1.796004921E-2,-8.024448156E-2,1.039796472E0
1.560889674E1,-7.293792069E-2,-9.979216754E-2,1.099661231E0
1.562089581E1,-9.981599450E-2,-1.095660105E-1,1.181517243E0
1.563289554E1,-1.004268602E-1,-8.879659325E-2,1.276201248E0
1.564489420E1,-8.332262933E-2,-7.230322808E-2,1.359279037E0
1.565689236E1,-7.354878634E-2,-4.847948998E-2,1.421587229E0
1.566889103E1,-6.438580900E-2,-3.992737457E-2,1.453963161E0
1.568088862E1,-5.583369359E-2,-8.773246780E-3,1.446632743E0
1.569288802E1,-5.277936906E-2,4.803721979E-2,1.378826618E0
1.570488649E1,-4.850330949E-2,6.269798428E-2,1.230386496E0
1.571688539E1,-6.805100292E-2,3.520904854E-2,1.089887500E0
1.572888385E1,-1.138658896E-1,-4.114910588E-2,1.004366279E0
1.574088285E1,-1.767850220E-1,-9.551611543E-2,1.016583562E0
1.575288018E1,-2.403150052E-1,-9.001832455E-2,1.097828746E0
1.576487858E1,-2.580300868E-1,-1.121670753E-2,1.184571505E0
1.577687704E1,-2.030522227E-1,6.025452539E-2,1.215725660E0
1.578887558E1,-1.053137854E-1,1.531060487E-1,1.182739019E0
1.580087371E1,-2.651216276E-2,1.891470999E-1,1.081335306E0
1.581287210E1,1.747013442E-2,2.141925693E-1,9.078496099E-1
1.582487057E1,1.380494423E-2,2.514553666E-1,7.557441592E-1
1.583686870E1,-3.910148516E-3,2.551205456E-1,6.744990945E-1
1.584886717E1,-6.353609730E-3,2.319076508E-1,6.622818112E-1
1.586086563E1,1.747013442E-2,1.781515181E-1,7.080966830E-1
1.587286316E1,6.206329912E-2,7.125009596E-2,7.997264266E-1
1.588486120E1,9.077396244E-2,-2.160141803E-2,9.102931023E-1
1.589685999E1,6.817194819E-2,-1.040682197E-1,9.799317122E-1
1.590885846E1,-1.246226206E-2,-1.443853229E-1,1.019637942E0
1.592085719E1,-8.637695014E-2,-1.230050474E-1,1.003144622E0
1.593285659E1,-1.260831952E-1,-8.696399629E-2,9.237321019E-1
1.594485555E1,-1.211962774E-1,1.566136442E-2,8.137763739E-1
1.595685409E1,-1.095898375E-1,1.353909522E-1,6.934359074E-1
1.596885248E1,-9.859426320E-2,2.435141057E-1,5.853127241E-1
1.598085095E1,-8.759868890E-2,3.290352523E-1,5.095654726E-1
1.599284941E1,-6.866186857E-2,3.296460807E-1,4.698592126E-1
1.600484801E1,-6.194235012E-2,2.673378289E-1,4.600853920E-1
1.601684641E1,-7.721398026E-2,1.732646078E-1,4.771896005E-1
1.602884424E1,-9.248561412E-2,3.643078357E-2,4.698592126E-1
1.604084207E1,-8.393349499E-2,-1.010138988E-1,4.539767206E-1
1.605283980E1,-3.934033215E-2,-1.877567619E-1,4.411485493E-1
1.606483833E1,3.762868792E-2,-2.500650287E-1,4.240443408E-1
1.607683689E1,1.090999246E-1,-2.616714537E-1,3.898358643E-1
1.608883619E1,1.555256844E-1,-1.987523288E-1,3.513513505E-1
1.610083556E1,1.591908783E-1,-8.818572760E-2,3.079799116E-1
1.611283502E1,1.164303049E-1,5.292414501E-2,2.578889728E-1
1.612483342E1,5.290031806E-2,1.561603695E-1,1.858068854E-1
1.613683195E1,-3.910148516E-3,1.848710328E-1,1.149465069E-1
1.614883041E1,-3.506427631E-2,1.524951756E-1,8.318151534E-2
1.616082935E1,-2.834475972E-2,4.864808545E-2,8.012719452E-2
1.617282681E1,8.918021806E-3,-8.940745890E-2,7.157508284E-2
1.618482528E1,7.977838814E-2,-2.268521488E-1,5.385999009E-2
1.619682377E1,1.463627070E-1,-3.197036386E-1,7.035334408E-2
1.620882231E1,1.762951016E-1,-3.594098985E-1,1.076161265E-1
1.622082030E1,1.445301026E-1,-3.276448846E-1,1.412137151E-1
1.623281870E1,4.923512787E-2,-2.531193495E-1,1.632048637E-1
1.624481730E1,-7.293792069E-2,-1.431636065E-1,1.424354613E-1
1.625681636E1,-1.822828054E-1,-4.359256849E-2,9.539882839E-2
1.626881523E1,-2.397041321E-1,5.109154806E-2,3.736662492E-2
1.628081443E1,-2.177129835E-1,9.812817723E-2,-2.494162694E-2
1.629281469E1,-1.309701204E-1,1.152324006E-1,-7.136738300E-2
1.630481382E1,-2.467956766E-2,1.121780723E-1,-7.503257692E-2
1.631681232E1,7.061541080E-2,1.011824980E-1,-4.815450683E-2
1.632881112E1,1.219280958E-1,7.735875249E-2,1.038470946E-4
1.634080958E1,1.152085736E-1,-1.427103393E-2,3.858835623E-2
1.635280772E1,5.839810520E-2,-1.376658231E-1,7.157508284E-2
1.636480585E1,-2.345783636E-2,-2.237978131E-1,1.082269996E-1
1.637680444E1,-8.820954710E-2,-2.036392689E-1,1.314398795E-1
1.638880291E1,-8.454436064E-2,-1.278919727E-1,1.088378578E-1
1.640080138E1,-1.185139641E-2,1.932655461E-2,5.263825879E-2
1.641279924E1,8.283271641E-2,1.598255634E-1,-1.577864960E-2
1.642479810E1,1.811820269E-1,2.929941714E-1,-9.885632247E-2
1.643679654E1,2.019514441E-1,3.608002365E-1,-1.587211192E-1
1.644879583E1,1.530822217E-1,3.626328111E-1,-1.941513121E-1
1.646079300E1,1.005478054E-1,3.003245592E-1,-1.941513121E-1
1.647279146E1,6.450676173E-2,1.842601746E-1,-1.642189026E-1
1.648479016E1,5.961984023E-2,2.177001536E-2,-1.159605458E-1
1.649678863E1,7.183714211E-2,-1.425527334E-1,-5.365229398E-2
1.650878532E1,7.183714211E-2,-2.250195444E-1,1.781893894E-2
1.652078516E1,7.428060472E-2,-2.195217609E-1,3.736662492E-2
1.653278445E1,8.161098510E-2,-9.429437667E-2,-1.028086152E-2
1.654478262E1,9.321742505E-2,7.247183472E-2,-1.501690000E-1
1.655678108E1,1.005478054E-1,1.928122938E-1,-3.505328000E-1
1.656878005E1,9.443915635E-2,2.765008211E-1,-5.863267779E-1
1.658077951E1,9.993693978E-2,2.636726499E-1,-7.408756614E-1
1.659277711E1,1.097107828E-1,1.873144954E-1,-8.221207857E-1
1.660477508E1,1.255932897E-1,7.735875249E-2,-8.111251593E-1
1.661677361E1,1.384214461E-1,-4.114910588E-2,-7.390431166E-1
1.662877257E1,1.390323192E-1,-1.737068594E-1,-6.480241418E-1
1.664076954E1,1.158194393E-1,-2.714453042E-1,-6.022092700E-1
1.665276880E1,6.389589608E-2,-3.093189299E-1,-5.887702703E-1
1.666476753E1,-2.077552723E-3,-2.775539458E-1,-6.205351949E-1
1.667676620E1,-6.621840596E-2,-2.152456939E-1,-7.060564160E-1
1.668876436E1,-1.065355092E-1,-1.321680248E-1,-8.648813367E-1
1.670076346E1,-9.248561412E-2,-4.542515799E-2,-9.949956536E-1
1.671276229E1,-6.353609730E-3,3.887424245E-2,-1.113503575E0
1.672476119E1,1.365888566E-1,6.880664080E-2,-1.191083431E0
1.673675988E1,2.673140168E-1,3.887424245E-2,-1.222237587E0
1.674875872E1,3.125180304E-1,-3.748391196E-2,-1.236898303E0
1.676075688E1,2.550967038E-1,-9.979216754E-2,-1.252780795E0
1.677275441E1,1.323128045E-1,-1.291136891E-1,-1.263165474E0
1.678475294E1,8.918021806E-3,-1.675982028E-1,-1.305315137E0
1.679675111E1,-8.454436064E-2,-2.024175227E-1,-1.352351785E0
1.680874957E1,-8.759868890E-2,-1.327788830E-1,-1.364569068E0
1.682074834E1,-2.077552723E-3,-7.902275026E-2,-1.351130128E0
1.683274774E1,1.567474008E-1,-2.893179841E-2,-1.354184389E0
1.684474614E1,3.235135972E-1,-5.718920380E-3,-1.379840732E0
1.685674460E1,4.536279440E-1,3.032212891E-2,-1.419546962E0
1.686874313E1,5.086057782E-1,4.803721979E-2,-1.483687878E0
1.688074156E1,4.713430107E-1,9.690643847E-2,-1.561878562E0
1.689274003E1,3.668850362E-1,1.292822957E-1,-1.665114880E0
1.690473843E1,2.257751822E-1,1.176758558E-1,-1.773237944E0
1.691673689E1,1.066564620E-1,1.871568896E-2,-1.864256859E0
1.692873536E1,5.351118371E-2,-1.121670753E-2,-1.868533015E0
1.694073456E1,9.566088766E-2,-3.015352972E-2,-1.795229077E0
