"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.357194532E1,4.070267081E-1,-1.072635174E0,9.833286285E0
1.358394378E1,3.878725171E-1,-1.043903828E0,9.816526413E0
1.359594218E1,3.735068738E-1,-1.055875182E0,9.747093201E0
1.360794065E1,3.495641351E-1,-1.079817891E0,9.751881599E0
1.361993918E1,3.351984620E-1,-1.082212210E0,9.778218269E0
1.363193755E1,4.022381604E-1,-1.096577883E0,9.823709488E0
1.364393594E1,4.309694767E-1,-1.101366401E0,9.845257759E0
1.365593441E1,4.261809289E-1,-1.087000728E0,9.845257759E0
1.366793287E1,4.046324492E-1,-1.106154919E0,9.797372818E0
1.367993134E1,4.094209969E-1,-1.127703428E0,9.761458397E0
1.369192950E1,4.309694767E-1,-1.120520592E0,9.761458397E0
1.370392827E1,4.070267081E-1,-1.139674783E0,9.799766541E0
1.371592680E1,3.902668059E-1,-1.149251938E0,9.842864037E0
1.372792527E1,3.998439014E-1,-1.163617611E0,9.857229233E0
1.373992373E1,4.357580245E-1,-1.182771802E0,9.826104164E0
1.375192170E1,4.453351200E-1,-1.180377483E0,9.821314812E0
1.376391986E1,4.668835998E-1,-1.144463301E0,9.773429871E0
1.377591839E1,4.453351200E-1,-1.139674783E0,9.730332375E0
1.378791712E1,4.166038036E-1,-1.149251938E0,9.766246796E0
1.379991572E1,3.854782581E-1,-1.146857619E0,9.799766541E0
1.381191388E1,3.950553536E-1,-1.161223292E0,9.840469360E0
1.382391364E1,3.471698463E-1,-1.151646137E0,9.811738014E0
1.383591224E1,3.016786277E-1,-1.127703428E0,9.806949615E0
1.384791064E1,2.729473412E-1,-1.134886265E0,9.799766541E0
1.385990910E1,2.681587934E-1,-1.168406129E0,9.785401344E0
1.387190810E1,2.585816681E-1,-1.166011810E0,9.806949615E0
1.388390553E1,2.921015322E-1,-1.163617611E0,9.816526413E0
1.389590400E1,3.064671755E-1,-1.156434774E0,9.847652435E0
1.390790240E1,2.849186957E-1,-1.158828974E0,9.821314812E0
1.391990086E1,3.160442710E-1,-1.177983165E0,9.809344292E0
1.393189976E1,3.567469418E-1,-1.180377483E0,9.780612946E0
1.394389823E1,4.094209969E-1,-1.139674783E0,9.751881599E0
1.395589662E1,4.022381604E-1,-1.115732074E0,9.771035194E0
1.396789512E1,3.184385598E-1,-1.142069101E0,9.783006668E0
1.397989359E1,2.394274771E-1,-1.168406129E0,9.814132690E0
1.399189115E1,2.202732861E-1,-1.161223292E0,9.830892563E0
1.400388988E1,2.106961906E-1,-1.173194647E0,9.840469360E0
1.401588851E1,2.322446555E-1,-1.173194647E0,9.818921089E0
1.402788751E1,2.274561077E-1,-1.144463301E0,9.823709488E0
1.403988691E1,2.968900800E-1,-1.132491946E0,9.790189743E0
1.404988750E1,3.112557232E-1,-1.163617611E0,9.785401344E0
1.406188704E1,3.136500120E-1,-1.134886265E0,9.783006668E0
1.407388686E1,2.825244367E-1,-1.125309110E0,9.785401344E0
1.408588660E1,2.346389294E-1,-1.163617611E0,9.792584419E0
1.409788619E1,2.011190802E-1,-1.166011810E0,9.830892563E0
1.410988479E1,1.915419847E-1,-1.194743156E0,9.847652435E0
1.412188349E1,2.537931204E-1,-1.163617611E0,9.828497887E0
1.413388252E1,2.968900800E-1,-1.166011810E0,9.804554939E0
1.414588115E1,3.064671755E-1,-1.158828974E0,9.794978142E0
1.415787955E1,2.705530524E-1,-1.194743156E0,9.775823593E0
1.416987785E1,2.418217510E-1,-1.187560320E0,9.797372818E0
1.418187675E1,2.370332032E-1,-1.216291547E0,9.823709488E0
1.419387521E1,2.322446555E-1,-1.225868702E0,9.840469360E0
1.420587378E1,2.322446555E-1,-1.199531674E0,9.847652435E0
1.421787231E1,2.537931204E-1,-1.228263021E0,9.835680962E0
1.422987161E1,2.394274771E-1,-1.221080184E0,9.830892563E0
1.424187007E1,2.298503816E-1,-1.209108829E0,9.811738014E0
1.425386847E1,2.561874092E-1,-1.199531674E0,9.790189743E0
1.426586690E1,3.160442710E-1,-1.170800328E0,9.785401344E0
1.427786537E1,3.615354896E-1,-1.166011810E0,9.756669998E0
1.428986267E1,3.375927508E-1,-1.149251938E0,9.759063721E0
1.430186116E1,3.591412306E-1,-1.180377483E0,9.778218269E0
1.431385963E1,3.232271075E-1,-1.201925993E0,9.749486923E0
1.432585813E1,2.801301479E-1,-1.197137356E0,9.756669998E0
1.433785659E1,2.681587934E-1,-1.221080184E0,9.804554939E0
1.434985536E1,2.585816681E-1,-1.240234375E0,9.785401344E0
1.436185372E1,2.178790122E-1,-1.259388566E0,9.804554939E0
1.437385219E1,2.035133541E-1,-1.247417212E0,9.826104164E0
1.438585072E1,2.609759569E-1,-1.256994247E0,9.828497887E0
1.439784918E1,2.968900800E-1,-1.240234375E0,9.809344292E0
1.440984761E1,2.729473412E-1,-1.261782765E0,9.783006668E0
1.442184701E1,2.849186957E-1,-1.249811411E0,9.787795067E0
1.443384548E1,2.873129845E-1,-1.235445857E0,9.773429871E0
1.444584421E1,3.351984620E-1,-1.249811411E0,9.780612946E0
1.445784267E1,3.256213665E-1,-1.259388566E0,9.794978142E0
1.446984161E1,2.921015322E-1,-1.271359921E0,9.794978142E0
1.448183900E1,2.609759569E-1,-1.321639657E0,9.833286285E0
1.449383754E1,2.083019018E-1,-1.355159521E0,9.852440834E0
1.450583593E1,1.939362586E-1,-1.359948039E0,9.862017632E0
1.451783453E1,2.418217510E-1,-1.352765322E0,9.854835510E0
1.452983269E1,2.609759569E-1,-1.340793848E0,9.823709488E0
1.454183156E1,2.681587934E-1,-1.309668303E0,9.823709488E0
1.455383022E1,3.136500120E-1,-1.300091267E0,9.785401344E0
1.456582862E1,3.591412306E-1,-1.261782765E0,9.744698524E0
1.457782708E1,3.926610649E-1,-1.233051538E0,9.725543976E0
1.458982648E1,4.070267081E-1,-1.237840056E0,9.708784103E0
1.460182494E1,3.639297783E-1,-1.278542757E0,9.742303848E0
1.461382334E1,2.777358890E-1,-1.326428294E0,9.771035194E0
1.462582294E1,2.394274771E-1,-1.376708031E0,9.821314812E0
1.463782147E1,1.891477108E-1,-1.407833576E0,9.838075638E0
1.464981984E1,2.274561077E-1,-1.393467903E0,9.857229233E0
1.466181844E1,2.609759569E-1,-1.369525194E0,9.842864037E0
1.467381683E1,2.633702159E-1,-1.376708031E0,9.811738014E0
1.468581373E1,2.035133541E-1,-1.424593568E0,9.806949615E0
1.469781220E1,2.083019018E-1,-1.379102230E0,9.811738014E0
1.470981003E1,2.585816681E-1,-1.326428294E0,9.821314812E0
1.472180829E1,2.992843390E-1,-1.273754239E0,9.778218269E0
1.473380676E1,3.208328187E-1,-1.266571403E0,9.766246796E0
1.474580566E1,2.633702159E-1,-1.331216812E0,9.732727051E0
1.475780412E1,1.987248063E-1,-1.338399649E0,9.778218269E0
1.476980319E1,2.274561077E-1,-1.343188167E0,9.787795067E0
1.478180165E1,3.040728867E-1,-1.326428294E0,9.785401344E0
1.479380018E1,2.753416002E-1,-1.309668303E0,9.778218269E0
1.480579872E1,2.178790122E-1,-1.314456820E0,9.766246796E0
1.481779718E1,2.274561077E-1,-1.364736676E0,9.775823593E0
1.482979578E1,2.825244367E-1,-1.369525194E0,9.763853073E0
1.484179424E1,2.921015322E-1,-1.319245458E0,9.783006668E0
1.485379271E1,2.777358890E-1,-1.319245458E0,9.773429871E0
1.486579117E1,2.657645047E-1,-1.371919513E0,9.792584419E0
1.487778957E1,2.154847383E-1,-1.455719113E0,9.811738014E0
1.488978764E1,2.394274771E-1,-1.453324795E0,9.838075638E0
1.490178620E1,2.250618339E-1,-1.446141958E0,9.852440834E0
1.491378486E1,2.490045726E-1,-1.419804931E0,9.845257759E0
1.492578346E1,2.921015322E-1,-1.419804931E0,9.816526413E0
1.493778212E1,2.705530524E-1,-1.422199249E0,9.797372818E0
1.494978102E1,2.466102988E-1,-1.446141958E0,9.790189743E0
1.496178018E1,2.657645047E-1,-1.455719113E0,9.771035194E0
1.497377865E1,2.633702159E-1,-1.398256540E0,9.792584419E0
1.498577705E1,2.705530524E-1,-1.355159521E0,9.797372818E0
1.499777551E1,2.681587934E-1,-1.362342358E0,9.804554939E0
1.500977421E1,2.178790122E-1,-1.417410731E0,9.780612946E0
1.502177171E1,1.963305324E-1,-1.395862222E0,9.794978142E0
1.503377011E1,2.083019018E-1,-1.331216812E0,9.790189743E0
1.504576921E1,2.250618339E-1,-1.307274103E0,9.773429871E0
1.505776774E1,1.843591630E-1,-1.355159521E0,9.780612946E0
1.506976520E1,1.675992310E-1,-1.393467903E0,9.792584419E0
1.508176403E1,2.011190802E-1,-1.388679385E0,9.816526413E0
1.509376250E1,2.226675600E-1,-1.355159521E0,9.826104164E0
1.510576050E1,2.322446555E-1,-1.328822494E0,9.787795067E0
1.511775919E1,1.891477108E-1,-1.321639657E0,9.818921089E0
1.512975866E1,-1.915419847E-2,-1.369525194E0,1.024510193E1
1.514175786E1,8.140534163E-2,-1.824437380E0,9.735121727E0
1.515375712E1,5.722316504E-1,-1.628106833E0,1.002961731E1
1.516575628E1,-6.464541703E-2,-1.527547359E0,9.888355255E0
1.517775531E1,-1.173194647E-1,-1.300091267E0,1.023791885E1
1.518975445E1,1.843591630E-1,-1.680780888E0,9.826104164E0
1.520175298E1,4.668835998E-1,-1.632895470E0,9.833286285E0
1.521375151E1,2.250618339E-1,-1.424593568E0,9.845257759E0
1.522575004E1,1.891477108E-1,-1.221080184E0,9.862017632E0
1.523774844E1,5.075862408E-1,-1.446141958E0,9.708784103E0
1.524974737E1,6.201171875E-1,-1.424593568E0,9.557945251E0
1.526174657E1,4.022381604E-1,-1.005595446E0,9.670475960E0
1.527374504E1,2.083019018E-1,-9.050358534E-1,9.543579102E0
1.528574450E1,5.411061049E-1,-8.954587579E-1,9.505270958E0
1.529774297E1,6.033572555E-1,-9.720755816E-1,9.414288521E0
1.530974050E1,3.950553536E-1,-8.308133483E-1,9.553156853E0
1.532173823E1,1.101366431E-1,-9.194015265E-1,9.648927689E0
1.533373669E1,1.915419847E-1,-1.252205729E0,9.711178780E0
1.534573402E1,2.202732861E-1,-1.429382086E0,9.821314812E0
1.535773249E1,1.268965602E-1,-1.331216812E0,9.991309166E0
1.536973149E1,1.652049571E-1,-1.403045058E0,1.004637718E1
1.538173002E1,3.064671755E-1,-1.728666425E0,9.972154617E0
1.539372842E1,3.256213665E-1,-1.822043180E0,9.991309166E0
1.540572665E1,1.340793967E-1,-1.661626697E0,9.979337692E0
1.541772512E1,2.968900800E-1,-1.448536277E0,9.921875000E0
1.542972265E1,3.902668059E-1,-1.482056141E0,9.859623909E0
1.544172105E1,4.213923812E-1,-1.453324795E0,9.787795067E0
1.545371951E1,3.184385598E-1,-1.316851139E0,9.785401344E0
1.546571828E1,3.375927508E-1,-1.173194647E0,9.749486923E0
1.547771681E1,3.759011328E-1,-1.075029373E0,9.586676598E0
1.548971617E1,3.639297783E-1,-1.036720991E0,9.584281921E0
1.550171437E1,2.873129845E-1,-9.720755816E-1,9.672870636E0
1.551371320E1,3.112557232E-1,-1.046298146E0,9.747093201E0
1.552571173E1,3.615354896E-1,-1.163617611E0,9.739910126E0
1.553771040E1,2.849186957E-1,-1.242628574E0,9.694418907E0
1.554970903E1,2.921015322E-1,-1.256994247E0,9.718361855E0
1.556170796E1,2.944957912E-1,-1.355159521E0,9.761458397E0
1.557370625E1,3.447755575E-1,-1.510787368E0,9.854835510E0
1.558570485E1,2.968900800E-1,-1.573038578E0,9.979337692E0
1.559770325E1,3.351984620E-1,-1.520364523E0,1.003680038E1
1.560970078E1,3.495641351E-1,-1.494027495E0,9.988914490E0
1.562169924E1,3.447755575E-1,-1.460507631E0,9.893143654E0
1.563369778E1,3.256213665E-1,-1.398256540E0,9.778218269E0
1.564569621E1,3.112557232E-1,-1.328822494E0,9.727938652E0
1.565769461E1,3.328042030E-1,-1.216291547E0,9.742303848E0
1.566969400E1,3.112557232E-1,-1.170800328E0,9.742303848E0
1.568169247E1,2.777358890E-1,-1.120520592E0,9.747093201E0
1.569369094E1,2.825244367E-1,-1.079817891E0,9.735121727E0
1.570568933E1,2.921015322E-1,-1.087000728E0,9.706390381E0
1.571768786E1,2.921015322E-1,-1.079817891E0,9.692024231E0
1.572968640E1,3.016786277E-1,-1.106154919E0,9.715967178E0
1.574168486E1,3.399870098E-1,-1.168406129E0,9.756669998E0
1.575368326E1,3.328042030E-1,-1.228263021E0,9.780612946E0
1.576568176E1,3.639297783E-1,-1.302485466E0,9.826104164E0
1.577768022E1,3.615354896E-1,-1.374313712E0,9.873989105E0
1.578967776E1,3.687183261E-1,-1.376708031E0,9.885960579E0
1.580167592E1,3.160442710E-1,-1.367130876E0,9.818921089E0
1.581367438E1,3.208328187E-1,-1.350371003E0,9.833286285E0
1.582567285E1,3.663240373E-1,-1.338399649E0,9.845257759E0
1.583767132E1,3.519583941E-1,-1.345582485E0,9.873989105E0
1.584967071E1,3.471698463E-1,-1.297696948E0,9.866806030E0
1.586166941E1,3.615354896E-1,-1.233051538E0,9.794978142E0
1.587366788E1,3.447755575E-1,-1.110943556E0,9.725543976E0
1.588566641E1,3.447755575E-1,-1.079817891E0,9.699207306E0
1.589766487E1,3.447755575E-1,-1.108549237E0,9.689630508E0
1.590966234E1,3.256213665E-1,-1.110943556E0,9.744698524E0
1.592166160E1,3.519583941E-1,-1.122914910E0,9.797372818E0
1.593366017E1,3.639297783E-1,-1.137280583E0,9.826104164E0
1.594565936E1,3.399870098E-1,-1.189954638E0,9.828497887E0
1.595765803E1,3.854782581E-1,-1.247417212E0,9.785401344E0
1.596965712E1,3.974496126E-1,-1.247417212E0,9.778218269E0
1.598165505E1,3.735068738E-1,-1.237840056E0,9.715967178E0
1.599365362E1,3.759011328E-1,-1.218685865E0,9.761458397E0
1.600565212E1,3.782954216E-1,-1.245022893E0,9.835680962E0
1.601765051E1,3.711125851E-1,-1.271359921E0,9.960183144E0
1.602964948E1,3.782954216E-1,-1.266571403E0,9.917086601E0
1.604164794E1,4.142095447E-1,-1.194743156E0,9.850046158E0
1.605364648E1,4.046324492E-1,-1.163617611E0,9.711178780E0
1.606564431E1,4.142095447E-1,-1.144463301E0,9.670475960E0
1.607764277E1,4.357580245E-1,-1.177983165E0,9.756669998E0
1.608964124E1,4.166038036E-1,-1.192348838E0,9.859623909E0
1.610163970E1,3.974496126E-1,-1.204320192E0,9.854835510E0
1.611363810E1,4.237866402E-1,-1.175588965E0,9.828497887E0
1.612563656E1,4.166038036E-1,-1.101366401E0,9.725543976E0
1.613763510E1,4.501236677E-1,-1.127703428E0,9.727938652E0
1.614963273E1,4.333637357E-1,-1.151646137E0,9.701601982E0
1.616163139E1,4.070267081E-1,-1.194743156E0,9.773429871E0
1.617363059E1,4.261809289E-1,-1.189954638E0,9.895537376E0
1.618563012E1,4.429408312E-1,-1.166011810E0,9.929058075E0
1.619762985E1,4.573064744E-1,-1.122914910E0,9.821314812E0
1.620962968E1,4.477293789E-1,-1.142069101E0,9.735121727E0
1.622163061E1,4.166038036E-1,-1.156434774E0,9.680052757E0
1.623363008E1,4.261809289E-1,-1.142069101E0,9.680052757E0
1.624562958E1,4.573064744E-1,-1.127703428E0,9.739910126E0
1.625762898E1,4.213923812E-1,-1.142069101E0,9.866806030E0
1.626762901E1,4.309694767E-1,-1.166011810E0,9.881172180E0
1.627962810E1,4.046324492E-1,-1.168406129E0,9.854835510E0
1.629162594E1,4.357580245E-1,-1.139674783E0,9.821314812E0
1.630362464E1,4.620950520E-1,-1.103760719E0,9.809344292E0
1.631562303E1,4.597007632E-1,-1.113337755E0,9.778218269E0
1.632762080E1,4.477293789E-1,-1.132491946E0,9.756669998E0
1.633961926E1,4.620950520E-1,-1.144463301E0,9.792584419E0
1.635161730E1,5.123748183E-1,-1.189954638E0,9.766246796E0
1.636361629E1,6.799740195E-1,-1.185166001E0,9.821314812E0
1.637561476E1,5.865973234E-1,-1.173194647E0,9.816526413E0
1.638561496E1,5.435003638E-1,-1.213897347E0,9.816526413E0
1.639761349E1,6.775797606E-1,-1.316851139E0,9.840469360E0
1.640961272E1,6.584255695E-1,-1.295302629E0,9.792584419E0
1.642161015E1,5.650488734E-1,-1.204320192E0,9.766246796E0
1.643360862E1,5.770202279E-1,-1.177983165E0,9.754275322E0
1.644560688E1,5.818088055E-1,-1.189954638E0,9.761458397E0
1.645760528E1,3.471698463E-1,-1.156434774E0,9.797372818E0
1.646960291E1,3.256213665E-1,-1.113337755E0,9.857229233E0
1.648160188E1,3.974496126E-1,-1.098972082E0,9.914691925E0
1.649360034E1,3.806896806E-1,-1.043903828E0,9.885960579E0
1.650559761E1,3.878725171E-1,-1.010383964E0,9.785401344E0
1.651759587E1,3.711125851E-1,-1.046298146E0,9.701601982E0
1.652959477E1,3.615354896E-1,-1.079817891E0,9.703995705E0
1.654159324E1,3.950553536E-1,-1.082212210E0,9.761458397E0
1.655359177E1,4.836435020E-1,-1.077423692E0,9.787795067E0
1.656559110E1,5.267404318E-1,-1.075029373E0,9.775823593E0
1.657758970E1,5.889915824E-1,-1.134886265E0,9.775823593E0
1.658958826E1,5.913859010E-1,-1.146857619E0,9.790189743E0
1.660158676E1,5.626545548E-1,-1.185166001E0,9.850046158E0
1.661358535E1,5.913859010E-1,-1.175588965E0,9.876383781E0
1.662558402E1,6.129343510E-1,-1.130097747E0,9.905115128E0
1.663758275E1,5.554717779E-1,-1.087000728E0,9.816526413E0
1.664958138E1,5.267404318E-1,-1.087000728E0,9.687235832E0
1.666158001E1,5.075862408E-1,-1.084606528E0,9.646533012E0
1.667357841E1,4.453351200E-1,-1.053480864E0,9.699207306E0
1.668557604E1,4.309694767E-1,-1.075029373E0,9.787795067E0
1.669757450E1,4.309694767E-1,-1.075029373E0,9.873989105E0
1.670957297E1,3.926610649E-1,-1.098972082E0,9.902720451E0
1.672157137E1,4.046324492E-1,-1.115732074E0,9.921875000E0
1.673356990E1,4.501236677E-1,-1.094183564E0,9.854835510E0
1.674556920E1,4.836435020E-1,-1.053480864E0,9.775823593E0
1.675756766E1,5.650488734E-1,-1.041509509E0,9.715967178E0
1.676956606E1,5.698373914E-1,-1.065452337E0,9.687235832E0
1.678156456E1,5.554717779E-1,-1.075029373E0,9.713572502E0
1.679356302E1,5.865973234E-1,-1.103760719E0,9.811738014E0
1.680556089E1,5.985686779E-1,-1.084606528E0,9.859623909E0
1.681755935E1,5.722316504E-1,-1.075029373E0,9.852440834E0
1.682955705E1,5.578660369E-1,-1.077423692E0,9.797372818E0
1.684155548E1,5.267404318E-1,-1.027143836E0,9.759063721E0
1.685355395E1,-3.304099143E-1,-9.936240315E-1,9.620196342E0
1.686555218E1,5.363175869E-1,-1.175588965E0,9.783006668E0
1.687755058E1,6.464542150E-1,-9.481328130E-1,9.960183144E0
1.688954981E1,-2.513988614E-1,-7.206767201E-1,1.013257122E1
1.690154891E1,2.178790122E-1,-9.601042271E-1,1.009665680E1
1.691354737E1,7.278595567E-1,-1.503604531E0,9.555550575E0
1.692554680E1,6.009629965E-1,-1.125309110E0,9.624984741E0
1.693754527E1,7.757450342E-1,-7.350423932E-1,9.768641472E0
1.694954374E1,8.379961848E-1,-8.858816624E-1,9.622590065E0
1.696154163E1,7.972934842E-1,-1.072635174E0,9.895537376E0
1.697354010E1,9.265843630E-1,-9.768640995E-1,1.048692322E1
1.698553843E1,1.235445857E0,-9.050358534E-1,1.063776302E1
1.699753703E1,8.763045669E-1,-7.805336118E-1,1.006313705E1
1.700953569E1,5.267404318E-1,-1.149251938E0,9.507665634E0
1.702153435E1,7.134938836E-1,-1.132491946E0,9.739910126E0
1.703353295E1,5.794144869E-1,-1.240234375E0,9.830892563E0
1.704553235E1,5.004034638E-1,-1.264177084E0,9.919480324E0
1.705753094E1,4.237866402E-1,-1.151646137E0,9.976943016E0
1.706952941E1,2.059076279E-1,-9.768640995E-1,1.005356026E1
1.708152781E1,2.322446555E-1,-1.024749637E0,9.993702888E0
1.709352627E1,2.968900800E-1,-1.209108829E0,9.802161217E0
1.710552430E1,2.537931204E-1,-1.075029373E0,9.835680962E0
1.711752277E1,2.394274771E-1,-8.260248303E-1,9.814132690E0
1.712952080E1,3.782954216E-1,-8.260248303E-1,9.715967178E0
1.714151900E1,5.985686779E-1,-8.451790214E-1,9.713572502E0
1.715351753E1,5.626545548E-1,-8.715160489E-1,9.751881599E0
1.716551570E1,5.506832004E-1,-9.505270720E-1,9.730332375E0
1.717751416E1,6.632141471E-1,-8.763045669E-1,9.677659035E0
1.718951293E1,6.512427330E-1,-8.188419938E-1,9.663292885E0
1.720151166E1,7.326480746E-1,-7.613793612E-1,9.744698524E0
1.721351012E1,6.536370516E-1,-9.505270720E-1,9.763853073E0
1.722550946E1,4.788549542E-1,-1.075029373E0,9.787795067E0
1.723750785E1,3.351984620E-1,-1.051086664E0,9.871595383E0
1.724750812E1,3.782954216E-1,-9.768640995E-1,9.905115128E0
1.725950698E1,4.812492430E-1,-9.265843630E-1,9.890748978E0
1.727150624E1,4.070267081E-1,-1.007989645E0,9.785401344E0
1.728350504E1,3.136500120E-1,-1.036720991E0,9.847652435E0
1.729550484E1,2.801301479E-1,-1.055875182E0,9.873989105E0
1.730750337E1,4.692778587E-1,-9.864411950E-1,9.866806030E0
1.731950310E1,6.057515144E-1,-9.265843630E-1,9.862017632E0
1.733150216E1,6.440598965E-1,-9.170072675E-1,9.859623909E0
1.734350143E1,5.506832004E-1,-9.984126091E-1,9.804554939E0
1.735550056E1,6.249057055E-1,-1.015172482E0,9.763853073E0
1.736749979E1,7.278595567E-1,-9.074301720E-1,9.687235832E0
1.737949859E1,7.326480746E-1,-7.877163887E-1,9.699207306E0
1.739149759E1,6.919454336E-1,-8.116591573E-1,9.718361855E0
1.740349605E1,5.722316504E-1,-9.337671995E-1,9.754275322E0
1.741549452E1,5.027977228E-1,-9.505270720E-1,9.850046158E0
1.742749275E1,4.501236677E-1,-9.241901040E-1,9.850046158E0
1.743949115E1,4.549122155E-1,-8.786988258E-1,9.814132690E0
1.745148961E1,4.357580245E-1,-9.098244309E-1,9.778218269E0
1.746348814E1,4.142095447E-1,-9.529213905E-1,9.756669998E0
1.747548668E1,4.022381604E-1,-9.984126091E-1,9.852440834E0
1.748748507E1,4.692778587E-1,-1.000806928E0,9.897932053E0
1.749948354E1,5.865973234E-1,-9.624984860E-1,9.900326729E0
1.751148230E1,6.249057055E-1,-9.816526771E-1,9.883566856E0
1.752348030E1,6.009629965E-1,-9.792584181E-1,9.771035194E0
1.753547870E1,6.536370516E-1,-9.936240315E-1,9.763853073E0
1.754747696E1,6.177229285E-1,-9.601042271E-1,9.749486923E0
1.755947550E1,5.698373914E-1,-8.691217303E-1,9.766246796E0
1.757147373E1,5.506832004E-1,-8.643332124E-1,9.761458397E0
1.758347173E1,5.506832004E-1,-8.643332124E-1,9.792584419E0
1.759547012E1,5.051919818E-1,-8.882759809E-1,9.799766541E0
1.760746879E1,4.405465722E-1,-8.858816624E-1,9.823709488E0
1.761946725E1,4.597007632E-1,-8.356019258E-1,9.811738014E0
1.763146572E1,4.788549542E-1,-8.427847624E-1,9.775823593E0
1.764346492E1,4.477293789E-1,-8.667274714E-1,9.780612946E0
1.765546345E1,4.692778587E-1,-9.122186899E-1,9.759063721E0
1.766746191E1,4.788549542E-1,-9.122186899E-1,9.797372818E0
1.767946038E1,5.243461728E-1,-9.002473354E-1,9.833286285E0
1.769145834E1,5.770202279E-1,-9.194015265E-1,9.852440834E0
1.770345601E1,6.033572555E-1,-9.194015265E-1,9.835680962E0
1.771545457E1,5.865973234E-1,-9.361614585E-1,9.792584419E0
1.772745330E1,5.411061049E-1,-9.050358534E-1,9.794978142E0
1.773945197E1,5.578660369E-1,-8.834874034E-1,9.806949615E0
1.775145100E1,5.219519138E-1,-8.906702399E-1,9.780612946E0
1.776344969E1,4.812492430E-1,-8.858816624E-1,9.794978142E0
1.777544826E1,4.357580245E-1,-8.786988258E-1,9.804554939E0
1.778744672E1,4.381522834E-1,-8.906702399E-1,9.821314812E0
1.779944512E1,4.405465722E-1,-8.810931444E-1,9.806949615E0
1.781144365E1,4.573064744E-1,-8.978530765E-1,9.811738014E0
1.782344308E1,5.291347504E-1,-9.002473354E-1,9.790189743E0
1.783544155E1,5.578660369E-1,-9.098244309E-1,9.814132690E0
1.784743995E1,5.650488734E-1,-9.098244309E-1,9.833286285E0
1.785943841E1,5.650488734E-1,-9.265843630E-1,9.840469360E0
1.787143688E1,5.650488734E-1,-9.433442950E-1,9.821314812E0
1.788343534E1,5.363175869E-1,-9.241901040E-1,9.811738014E0
1.789543381E1,5.075862408E-1,-9.146129489E-1,9.773429871E0
1.790743234E1,5.099805593E-1,-8.834874034E-1,9.797372818E0
1.791943077E1,4.740664065E-1,-9.074301720E-1,9.794978142E0
1.793142924E1,4.860377908E-1,-8.978530765E-1,9.818921089E0
1.794342677E1,5.123748183E-1,-9.146129489E-1,9.823709488E0
1.795542517E1,4.812492430E-1,-9.241901040E-1,9.840469360E0
1.796742320E1,4.668835998E-1,-9.098244309E-1,9.828497887E0
1.797942173E1,5.195576549E-1,-8.834874034E-1,9.785401344E0
1.799142026E1,5.506832004E-1,-8.882759809E-1,9.771035194E0
1.800341866E1,5.722316504E-1,-8.954587579E-1,9.759063721E0
1.801541713E1,5.889915824E-1,-9.194015265E-1,9.780612946E0
1.802541746E1,5.650488734E-1,-9.529213905E-1,9.775823593E0
1.803741592E1,5.554717779E-1,-9.146129489E-1,9.840469360E0
1.804941462E1,5.506832004E-1,-9.265843630E-1,9.821314812E0
1.806141409E1,5.578660369E-1,-9.194015265E-1,9.826104164E0
1.807341262E1,5.123748183E-1,-9.122186899E-1,9.790189743E0
1.808541008E1,4.836435020E-1,-9.002473354E-1,9.773429871E0
1.809740848E1,5.027977228E-1,-8.954587579E-1,9.792584419E0
1.810940614E1,5.171633363E-1,-9.098244309E-1,9.811738014E0
1.812140378E1,5.267404318E-1,-9.505270720E-1,9.818921089E0
1.813340244E1,5.506832004E-1,-9.696813226E-1,9.821314812E0
1.814540084E1,5.004034638E-1,-9.217957854E-1,9.826104164E0
1.815739950E1,5.075862408E-1,-9.241901040E-1,9.773429871E0
1.816939863E1,5.099805593E-1,-9.074301720E-1,9.768641472E0
1.818139813E1,4.668835998E-1,-9.481328130E-1,9.778218269E0
1.819339659E1,4.381522834E-1,-9.601042271E-1,9.840469360E0
1.820539472E1,4.740664065E-1,-9.481328130E-1,9.869200706E0
1.821739319E1,4.644893110E-1,-9.481328130E-1,9.828497887E0
1.822939172E1,4.812492430E-1,-9.385557175E-1,9.794978142E0
1.824139075E1,4.956148863E-1,-9.289786220E-1,9.756669998E0
1.825338915E1,4.573064744E-1,-9.553156495E-1,9.732727051E0
1.826538791E1,4.549122155E-1,-9.601042271E-1,9.775823593E0
1.827738638E1,4.836435020E-1,-9.481328130E-1,9.830892563E0
1.828938484E1,4.525179267E-1,-9.433442950E-1,9.842864037E0
1.830138181E1,4.333637357E-1,-9.337671995E-1,9.859623909E0
1.831338027E1,4.189980924E-1,-9.385557175E-1,9.823709488E0
1.832537881E1,3.974496126E-1,-9.385557175E-1,9.783006668E0
1.833737734E1,4.429408312E-1,-9.409499764E-1,9.787795067E0
1.834937600E1,4.836435020E-1,-9.529213905E-1,9.775823593E0
1.836137573E1,5.147690773E-1,-9.696813226E-1,9.790189743E0
1.837337486E1,4.956148863E-1,-9.529213905E-1,9.828497887E0
1.838537413E1,5.099805593E-1,-9.553156495E-1,9.840469360E0
1.839737339E1,4.453351200E-1,-9.624984860E-1,9.833286285E0
1.840937199E1,4.142095447E-1,-9.672870040E-1,9.818921089E0
1.842137085E1,3.998439014E-1,-9.696813226E-1,9.787795067E0
