"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.899730001E-1,3.685800426E-1,6.173947830E-1,-1.766961510E-1,7.404384483E-1
5.999510000E-1,7.094787634E-2,7.849017240E-1,-5.465441441E-1,9.590697675E-1
6.099720000E-1,-8.690630743E-2,5.539138651E-1,-1.083041109E-1,5.710543377E-1
6.199700000E-1,-8.556203255E-2,6.206653500E-1,6.617354482E-3,6.265701298E-1
6.299630000E-1,1.134994899E-1,7.068797674E-1,-5.772481498E-3,7.159570248E-1
6.399690000E-1,5.702589798E-2,3.737125093E-1,-1.302890410E-2,3.782627988E-1
6.499670000E-1,3.216183997E-2,2.528440933E-1,-5.424118437E-1,5.993122121E-1
6.599620000E-1,-1.141676622E-1,9.326148167E-1,-2.623244352E-2,9.399429730E-1
6.699470000E-1,4.644058756E-2,-1.493025852E-1,-3.437870443E-2,1.600933648E-1
6.799450000E-1,4.800767790E-2,-2.835345020E-1,2.781163075E-1,4.000565353E-1
6.899610001E-1,7.642724731E-2,1.006841748E-1,-3.519356875E-2,1.312136215E-1
6.999640000E-1,5.142836872E-3,8.812712383E-2,-7.867605904E-2,1.182487251E-1
7.099620000E-1,-4.333807503E-1,-3.711700668E-1,2.915266408E-1,6.407603885E-1
7.199480000E-1,-7.495450728E-1,-2.540443074E-1,-1.657603046E-1,8.085992857E-1
7.299610000E-1,-7.492837753E-1,-5.602017780E-1,-1.206193703E-1,9.432927650E-1
7.399590000E-1,-6.803387439E-1,-2.377647819E-1,-2.988034641E-1,7.801771646E-1
7.499370000E-1,9.804949248E-2,-6.319683240E-3,1.513162224E-2,9.941130400E-2
7.599590000E-1,4.095563798E-1,5.216185601E-1,1.147360846E-1,6.730428809E-1
7.699570000E-1,4.202050366E-1,5.236910326E-1,1.146488150E-1,6.811526416E-1
7.799550000E-1,2.726356757E-1,6.336150324E-1,5.411549481E-1,8.767250988E-1
7.899570000E-1,2.983715741E-1,9.583046318E-1,2.162325016E-1,1.026708263E0
7.999550001E-1,4.682079704E-3,6.964258960E-1,-1.711634425E-1,7.171665598E-1
8.099540001E-1,2.532111157E-2,5.421093234E-1,-5.331825620E-1,7.607938759E-1
8.199540000E-1,-9.335972403E-2,2.671279275E-1,-5.163744482E-1,5.888258983E-1
8.299520000E-1,-7.401782444E-2,2.668506598E-1,-5.165131368E-1,5.860663218E-1
8.399510000E-1,-1.168340382E-1,2.732160164E-2,-2.048733031E-2,1.217226072E-1
8.499400000E-1,5.252094814E-1,9.497465190E-2,-1.982244113E-1,5.693488396E-1
8.599380000E-1,6.142837720E-1,1.709421071E-1,-3.171845885E-1,7.121599677E-1
8.699490000E-1,6.358654064E-1,-7.889652648E-2,-4.721994831E-2,6.424789494E-1
8.799490000E-1,4.538366130E-1,9.746489882E-2,-3.463634006E-1,5.791672324E-1
8.899470000E-1,4.312444335E-1,9.029075808E-2,-3.464043311E-1,5.604642210E-1
8.999470000E-1,1.583820138E-1,1.629519600E-1,-3.426038237E-1,4.111150490E-1
9.099460000E-1,8.113926259E-2,1.369360165E-1,2.308887121E-1,2.804365346E-1
9.199440000E-1,2.599897928E-1,3.128722304E-1,6.195260201E-1,7.411452047E-1
9.299430000E-1,5.738136210E-1,4.175702812E-1,8.600774753E-1,1.115060660E0
9.399420000E-1,2.641669888E-1,5.091355587E-1,-3.570867921E-1,6.756583398E-1
9.499400000E-1,2.761881516E-1,5.104553849E-1,-3.571251645E-1,6.814565123E-1
9.599410000E-1,-3.224393350E-1,-8.679075183E-2,-1.931442042E-1,3.857517893E-1
9.699320000E-1,-1.494896047E-1,-5.180239112E-1,-4.787042364E-1,7.210087798E-1
9.799300000E-1,-1.396308428E-1,-3.615807154E-2,-4.873853052E-1,5.082800548E-1
9.899390001E-1,-1.930240622E-1,-2.748586409E-1,-1.444145505E-1,3.655969412E-1
9.999340000E-1,-3.909998754E-1,-1.322555579E-1,-1.015884855E-2,4.128869547E-1
1.009932000E0,-4.117467833E-1,-1.457678520E-1,-1.015527398E-2,4.369059508E-1
1.019937000E0,-5.773432196E-1,-4.441805211E-1,8.835674217E-1,1.145125721E0
1.029935000E0,-2.168187033E-1,1.495810497E-1,-3.364339879E-1,4.272852311E-1
1.039933000E0,-2.299404034E-1,1.477274275E-1,-3.363242064E-1,4.333704579E-1
1.049933000E0,-3.186911967E-1,-8.409404156E-1,8.743506932E-2,9.035428893E-1
1.059931000E0,-2.852437162E-1,-5.244880081E-1,-3.245778080E-1,6.795604474E-1
1.069929000E0,-2.890845694E-1,-5.251627768E-1,-3.245456117E-1,6.816859134E-1
1.079931000E0,-2.488669633E-1,-2.670653805E-1,-1.894099164E-1,4.112600143E-1
1.089927000E0,4.753408997E-2,2.854636080E-1,-8.152381752E-2,3.006577690E-1
1.099925000E0,5.020111010E-2,2.834214862E-1,-8.157290672E-2,2.991688978E-1
1.109929000E0,2.956590508E-1,2.753989419E-1,2.950131801E-2,4.051285960E-1
1.119898000E0,-1.543874336E-1,-4.131190152E-1,-4.503026655E-2,4.433176347E-1
1.129896000E0,-1.605387044E-1,-4.162119364E-1,-4.499260226E-2,4.483630068E-1
1.139925000E0,-3.771276852E-1,-6.501828256E-1,-1.192646527E-1,7.610433989E-1
1.149897000E0,-2.433063709E-1,8.545493715E-2,-5.790866309E-2,2.642989778E-1
1.159895000E0,-2.385024264E-1,8.583866067E-2,-5.794360021E-2,2.600175838E-1
1.169923000E0,1.461717667E-1,2.409812987E-1,1.944274487E-1,3.424035696E-1
1.179896000E0,2.818994926E-1,-5.075533021E-1,-1.205247916E-1,5.929619750E-1
1.189894000E0,2.892619045E-1,-5.037571801E-1,-1.205152168E-1,5.932686266E-1
1.199920000E0,4.924675954E-1,-3.508718231E-1,-8.125511055E-2,6.101129090E-1
1.209895000E0,4.368425943E-1,-2.733738684E-1,-1.422214700E-1,5.345948659E-1
1.219893000E0,4.396068655E-1,-2.759064620E-1,-1.422895992E-1,5.381680983E-1
1.229903000E0,3.866942417E-1,-2.996669151E-1,-4.816400069E-3,4.892401192E-1
1.239896000E0,1.262858156E-1,-3.106398000E-1,2.359818197E-1,4.100397686E-1
1.249894000E0,1.330985162E-1,-3.096238828E-1,2.359549956E-1,4.114084634E-1
1.259915000E0,1.422882356E-2,6.075603785E-2,-1.340996052E-1,1.479069291E-1
1.269890000E0,7.271830360E-2,1.491687114E-1,2.378613158E-1,2.900297600E-1
1.279888000E0,2.288177928E-1,4.318930725E-1,-1.570547849E-2,4.890152047E-1
1.289912000E0,-1.006672361E-1,2.548902898E-1,-6.139702972E-2,2.808425672E-1
1.299891000E0,-3.984904876E-1,-1.749961461E-1,-5.862761594E-3,4.352616361E-1
1.309889000E0,-5.445413996E-1,-7.006622037E-1,2.418907234E-1,9.197630030E-1
1.319911000E0,-3.449836770E-1,-3.210007738E-1,-3.903751370E-1,6.119215487E-1
1.329910000E0,-5.270768263E-1,-1.135662121E-1,9.301611332E-3,5.392529882E-1
1.339908000E0,-4.496811065E-1,3.237908093E-1,7.576238235E-2,5.592794688E-1
1.349908000E0,-1.583590634E-1,7.763166958E-1,-4.175721678E-3,7.923147366E-1
1.359908000E0,1.399366065E-1,6.368698119E-1,1.001487160E-1,6.597084026E-1
1.369906000E0,3.927901101E-1,3.087844419E-1,-1.568857661E-1,5.236841088E-1
1.379906000E0,8.058265334E-2,-1.375739066E-2,2.185308411E-1,2.333207199E-1
1.389905000E0,1.810262335E-2,-7.472208045E-2,-1.452388982E-1,1.643332950E-1
1.399903000E0,-1.805688287E-3,-1.512448658E-1,1.592109297E-1,2.196050775E-1
1.409903000E0,8.024237280E-2,1.148760615E-1,-9.855665621E-2,1.713148049E-1
1.419902000E0,1.488057820E-1,-2.709740797E-1,-1.428758465E-1,3.405636801E-1
1.429900000E0,2.710550089E-1,-2.323581905E-1,-9.814790843E-2,3.702622833E-1
1.439900000E0,3.934653905E-1,-2.701409977E-1,2.777030190E-1,5.521866884E-1
1.449900000E0,3.655448992E-1,-1.689343171E-2,-4.216778040E-2,3.683565977E-1
1.459898000E0,1.275395792E-3,-2.268719673E-1,5.000920265E-3,2.269306621E-1
1.469897000E0,-6.374606182E-2,-9.840206131E-2,-2.837218869E-1,3.069928911E-1
1.479898000E0,-4.818132376E-1,-5.829705982E-2,-1.934571216E-1,5.224635882E-1
1.489896000E0,-3.215437974E-1,3.039257895E-1,-1.746213396E-1,4.756615513E-1
1.499880000E0,-1.114550109E-1,3.556464767E-1,1.485497836E-1,4.012152466E-1
1.509895000E0,1.551573657E-1,2.414570428E-1,2.773859263E-2,2.883482983E-1
1.519893000E0,2.213182088E-1,-4.212605047E-2,-9.215523415E-2,2.434110533E-1
1.529889000E0,1.447656209E-1,-2.062614092E-1,-2.612715481E-2,2.533445917E-1
1.539893000E0,4.819185605E-1,-7.915120927E-2,-1.521750756E-1,5.115346191E-1
1.549891000E0,5.209585556E-1,-4.709293582E-2,-1.464882381E-1,5.432074790E-1
1.559877000E0,3.336233775E-1,-8.932160036E-2,-5.740635301E-3,3.454212807E-1
1.569890000E0,3.752575629E-1,2.358286409E-1,-1.362705028E-2,4.434175040E-1
1.579888000E0,1.017384277E-1,4.021571669E-1,1.129983333E-2,4.149804583E-1
1.589862000E0,1.712622787E-1,4.218747821E-1,-1.171219314E-1,4.701347112E-1
1.599888000E0,2.261323128E-1,1.833169259E-2,9.936202794E-2,2.476785951E-1
1.609886000E0,5.124384681E-2,2.658408457E-1,7.596598080E-4,2.707357829E-1
1.619862000E0,-1.170789178E-1,6.080673046E-1,-1.949750862E-2,6.195429548E-1
1.629885000E0,-2.984666828E-1,3.296601713E-1,1.780501720E-2,4.450564098E-1
1.639883000E0,-3.619659647E-1,-8.836082974E-2,-4.683507361E-2,3.755269896E-1
1.649860000E0,-1.871356785E-1,2.271456901E-1,-1.739125103E-3,2.943092782E-1
1.659882000E0,1.340007667E-3,3.053556347E-1,3.250857985E-2,3.070841367E-1
1.669880000E0,2.240148716E-1,3.403948141E-2,-4.979492961E-2,2.319932844E-1
1.679868000E0,1.838483715E-2,-4.855881269E-1,-2.296597873E-2,4.864784347E-1
1.689879000E0,2.793919872E-1,-4.421038093E-1,-1.162035622E-1,5.357414755E-1
1.699877000E0,2.366893876E-1,-2.198770529E-1,1.556305311E-2,3.234346815E-1
1.709878000E0,4.249329855E-1,-8.989876622E-2,-1.149352098E-1,4.492882513E-1
1.719877000E0,2.529867105E-1,1.873520072E-2,1.148652716E-1,2.784731837E-1
1.729875000E0,-8.026719606E-2,1.159592948E-1,-1.535125805E-1,2.084598119E-1
1.739863000E0,-2.580364756E-1,1.064987922E-1,-3.457592462E-2,2.812833270E-1
1.749874000E0,-1.340220931E-1,3.427437914E-1,-1.085131032E-1,3.836799728E-1
1.759872000E0,-8.444012089E-3,3.782574769E-1,1.944540170E-1,4.253967383E-1
1.769861000E0,6.787896064E-2,2.613251507E-1,-1.818738970E-2,2.706088853E-1
1.779871000E0,1.634928640E-1,4.231240762E-1,-8.016385566E-2,4.606410145E-1
1.789869000E0,5.174190624E-2,5.834273206E-1,9.531792914E-2,5.934224220E-1
1.799841000E0,1.630047311E-1,1.104441242E0,-1.881657409E-3,1.116406978E0
1.809870000E0,2.509437847E-1,7.947090396E-1,-2.293452299E-1,8.643694089E-1
1.819868000E0,2.480478050E-1,7.961887506E-1,-2.292949438E-1,8.648817326E-1
1.829860000E0,3.160286305E-1,-1.502468557E-1,-6.937529053E-2,3.567367992E-1
1.839867000E0,2.148938181E-1,-6.304299809E-2,-1.994090572E-1,2.998628766E-1
1.849865000E0,2.113736116E-1,-6.061899830E-2,-1.993347793E-1,2.967959246E-1
1.859842000E0,1.876268149E-2,6.603593197E-1,1.607984419E-2,6.608214817E-1
1.869865000E0,9.310004713E-3,4.671931884E-1,6.720786245E-3,4.673342706E-1
1.879863000E0,7.889144443E-3,4.703799210E-1,6.786261927E-3,4.704950180E-1
1.889833000E0,1.239447093E-1,1.896334148E-2,-2.046485827E-1,2.400061284E-1
1.899863000E0,1.218997187E-1,-1.049119652E-2,1.264486971E-1,1.759513559E-1
1.909861000E0,1.248900579E-1,-8.136952754E-3,1.264566914E-1,1.779186088E-1
1.919849000E0,8.716674607E-2,3.017067894E-1,-4.897073715E-2,3.178414093E-1
1.929846000E0,-1.855847228E-1,2.641550568E-1,-7.882889978E-2,3.323154809E-1
1.939844000E0,-1.800909896E-1,2.734118205E-1,-7.871364567E-2,3.367233674E-1
1.949857000E0,-2.196255860E-1,7.271562668E-2,8.113615626E-2,2.451653243E-1
1.959857000E0,6.515726134E-4,-4.712493563E-2,-6.943884246E-2,8.392220771E-2
1.969855000E0,5.392027044E-3,-4.117943650E-2,-6.935305284E-2,8.083728029E-2
1.979855000E0,4.823844648E-2,-1.258938055E-1,-5.112186841E-2,1.441861415E-1
1.989854000E0,-5.916142448E-2,1.073496443E-1,-2.291118529E-1,2.598389144E-1
1.999852000E0,-5.987093385E-2,1.115726131E-1,-2.290108423E-1,2.616848153E-1
2.009852000E0,-1.729244228E-1,1.957367682E-1,-1.169789121E-1,2.861814185E-1
2.019852000E0,-2.983938666E-1,1.223541204E-1,-1.739842306E-1,3.664422778E-1
2.029850000E0,-2.977450632E-1,1.287758342E-1,-1.738424539E-1,3.680442051E-1
2.039836000E0,-1.411823558E-1,-1.581143026E-1,1.697847055E-1,2.715868858E-1
2.049849000E0,1.239658415E-1,-1.144735355E-1,-5.222064702E-2,1.766315831E-1
2.059847000E0,1.243190864E-1,-1.015592563E-1,-5.188712732E-2,1.687062292E-1
2.069848000E0,4.632360122E-1,-2.280257143E-1,-2.227317361E-3,5.163218863E-1
2.079829000E0,3.739403314E-1,-5.094814580E-1,2.837239152E-1,6.927495851E-1
2.089827000E0,3.670635307E-1,-4.991844382E-1,2.841247967E-1,6.816506722E-1
2.099845000E0,5.393535672E-1,1.103776957E-2,-7.953961605E-1,9.610822831E-1
2.109828000E0,2.279988171E-1,-3.794582757E-1,4.315312760E-1,6.182162128E-1
2.119826000E0,2.237078562E-1,-3.781384861E-1,4.316139410E-1,6.158932648E-1
2.129842000E0,2.568714727E-1,-1.179363845E-1,-3.572613817E-2,2.849005111E-1
2.139826000E0,-7.278094190E-2,-5.036722858E-1,-7.235063251E-2,5.140208663E-1
2.149824000E0,-6.791353687E-2,-5.083238921E-1,-7.256169416E-2,5.179484793E-1
2.159839000E0,5.721369684E-1,-4.819924913E-1,-2.128076047E-1,7.777818132E-1
