"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.247701599E1,-2.234386355E-1,4.964929447E-2,-2.528310195E-2,2.302805061E-1
1.247901572E1,-2.203842998E-1,4.964929447E-2,-2.711569704E-2,2.275292356E-1
1.248101545E1,-2.069452703E-1,4.903842881E-2,-2.528310195E-2,2.141736390E-1
1.248301642E1,-2.069452703E-1,4.903842881E-2,-2.528310195E-2,2.141736390E-1
1.248501615E1,-1.916736364E-1,4.354064167E-2,-2.406137064E-2,1.980240388E-1
1.248701588E1,-1.770128608E-1,3.926458210E-2,-2.345050685E-2,1.828255632E-1
1.248901562E1,-1.690716296E-1,3.621025756E-2,-2.345050685E-2,1.744887531E-1
1.249101535E1,-1.470804811E-1,3.437766433E-2,-2.711569704E-2,1.534592869E-1
1.249301515E1,-1.287545115E-1,3.193420172E-2,-3.017002344E-2,1.360431835E-1
1.249501488E1,-1.177589372E-1,2.826900966E-2,-3.444607928E-2,1.259080481E-1
1.249701462E1,-9.760037810E-2,2.399295382E-2,-3.994386643E-2,1.081527073E-1
1.249901435E1,-7.560923696E-2,2.154949307E-2,-4.788511619E-2,9.205499290E-2
1.250101408E1,-4.628770426E-2,1.544084027E-2,-5.826982483E-2,7.600226049E-2
1.250301425E1,-4.628770426E-2,1.544084027E-2,-5.826982483E-2,7.600226049E-2
1.250501398E1,-2.612915076E-2,7.499592844E-3,-6.254588068E-2,6.819797359E-2
1.250701378E1,-1.879876666E-2,5.056131631E-3,-6.560020149E-2,6.842765910E-2
1.250901358E1,-4.728097119E-4,-4.416555748E-4,-7.170886546E-2,7.171178421E-2
1.251101331E1,1.724228263E-2,-8.382904343E-3,-7.293058932E-2,7.540848927E-2
1.251301305E1,2.274006978E-2,-7.772038691E-3,-7.659577578E-2,8.027719618E-2
1.251501278E1,3.190304711E-2,-1.326982584E-2,-7.781751454E-2,8.514375057E-2
1.251701251E1,4.106602818E-2,-1.449155621E-2,-8.331529796E-2,9.400990770E-2
1.251901224E1,4.778554663E-2,-1.693501696E-2,-8.087184280E-2,9.544898231E-2
1.252101198E1,5.328333378E-2,-1.876761205E-2,-8.209356666E-2,9.965285047E-2
1.252301228E1,5.511592701E-2,-1.998934336E-2,-8.331529796E-2,1.018762884E-1
1.252501208E1,5.633765832E-2,-1.937847957E-2,-8.270443976E-2,1.019288064E-1
1.252701181E1,6.061371788E-2,-2.365453541E-2,-8.392616361E-2,1.061939771E-1
1.252901154E1,6.122457981E-2,-2.365453541E-2,-8.209356666E-2,1.051063267E-1
1.253101128E1,6.366804242E-2,-2.243280411E-2,-8.331529796E-2,1.072300760E-1
1.253301101E1,6.672236323E-2,-2.182194032E-2,-8.087184280E-2,1.070902694E-1
1.253501074E1,6.794410199E-2,-2.182194032E-2,-7.781751454E-2,1.055848647E-1
1.253701048E1,7.038755715E-2,-2.121107467E-2,-7.903924584E-2,1.079422080E-1
1.253901028E1,7.405275106E-2,-2.548713051E-2,-7.659577578E-2,1.095459567E-1
1.254101004E1,8.138313144E-2,-2.548713051E-2,-7.170886546E-2,1.114224811E-1
1.254300898E1,8.138313144E-2,-2.548713051E-2,-7.170886546E-2,1.114224811E-1
1.254500874E1,8.443745971E-2,-2.915232256E-2,-6.865452975E-2,1.126631571E-1
1.254700851E1,8.749178052E-2,-3.709357232E-2,-6.498934329E-2,1.151275793E-1
1.254900827E1,9.115697443E-2,-4.136962444E-2,-6.498934329E-2,1.193509722E-1
1.255100804E1,9.604389966E-2,-4.625654966E-2,-5.826982483E-2,1.214885654E-1
1.255300780E1,9.848735482E-2,-5.419779569E-2,-5.460463464E-2,1.249753025E-1
1.255500764E1,9.787649661E-2,-5.725212395E-2,-5.032857507E-2,1.240587754E-1
1.255700740E1,1.015416905E-1,-6.641510129E-2,-4.483078793E-2,1.293502228E-1
1.255900717E1,1.033742800E-1,-7.008029521E-2,-4.238732904E-2,1.318869789E-1
1.256100694E1,1.094829366E-1,-7.435635477E-2,-4.055473208E-2,1.384198945E-1
1.256300667E1,1.082612053E-1,-7.924327254E-2,-3.750040755E-2,1.393063723E-1
1.256500644E1,1.094829366E-1,-7.618895173E-2,-3.444607928E-2,1.377599439E-1
1.256700620E1,1.100938022E-1,-7.679980993E-2,-3.261348233E-2,1.381394054E-1
1.256900597E1,1.100938022E-1,-7.496721298E-2,-3.200262040E-2,1.369850212E-1
1.257100580E1,1.107046679E-1,-7.130202651E-2,-3.017002344E-2,1.350915719E-1
1.257300557E1,1.131481230E-1,-6.763683259E-2,-2.955915779E-2,1.350961979E-1
1.257500533E1,1.119263917E-1,-6.519337744E-2,-2.650483139E-2,1.322127063E-1
1.257700510E1,1.125372648E-1,-6.397163868E-2,-2.039617859E-2,1.310458341E-1
1.257900486E1,1.082612053E-1,-6.152817979E-2,-1.489839237E-2,1.254119913E-1
1.258100463E1,1.064286083E-1,-5.541953072E-2,-5.735413637E-3,1.201302128E-1
1.258300383E1,1.070394740E-1,-5.236519873E-2,-3.902818076E-3,1.192258152E-1
1.258500360E1,1.045960188E-1,-5.358693376E-2,2.205834491E-3,1.175446822E-1
1.258700343E1,1.021525487E-1,-4.870000854E-2,9.536217898E-3,1.135683649E-1
1.258900320E1,1.033742800E-1,-4.198049009E-2,1.442313939E-2,1.125016901E-1
1.259100296E1,1.021525487E-1,-4.014789686E-2,1.747746393E-2,1.111416150E-1
1.259300273E1,1.058177426E-1,-3.526097536E-2,2.297525294E-2,1.138797317E-1
1.259500249E1,1.119263917E-1,-2.854145691E-2,2.725131065E-2,1.186792562E-1
1.259700226E1,1.137589887E-1,-2.915232256E-2,3.030563518E-2,1.212823027E-1
1.259900202E1,1.229219660E-1,-2.609799616E-2,3.519255668E-2,1.304968627E-1
1.260100182E1,1.406370550E-1,-1.998934336E-2,4.130120948E-2,1.479329071E-1
1.260300126E1,1.406370550E-1,-1.998934336E-2,4.130120948E-2,1.479329071E-1
1.260500099E1,1.528543681E-1,-2.060020901E-2,4.374467209E-2,1.603197517E-1
1.260700072E1,1.699585915E-1,-1.815674827E-2,4.679899663E-2,1.772166369E-1
1.260900046E1,1.791215688E-1,-2.121107467E-2,4.802072793E-2,1.866559305E-1
1.261100019E1,1.950040758E-1,-1.998934336E-2,4.863159359E-2,2.019683027E-1
1.261299992E1,2.108865678E-1,-2.243280411E-2,4.924245924E-2,2.177181549E-1
1.261499966E1,2.194386721E-1,-2.060020901E-2,5.046418682E-2,2.261069074E-1
1.261699946E1,2.347103059E-1,-2.609799616E-2,4.924245924E-2,2.412360937E-1
1.261899919E1,2.487602085E-1,-2.915232256E-2,4.802072793E-2,2.550244881E-1
1.262099892E1,2.609775066E-1,-3.587184101E-2,4.863159359E-2,2.678825859E-1
1.262299869E1,2.664753199E-1,-4.259135947E-2,4.618813470E-2,2.737817813E-1
1.262499842E1,2.774708867E-1,-4.442395270E-2,4.496639967E-2,2.845796156E-1
1.262699815E1,2.823577821E-1,-5.175433680E-2,4.557726532E-2,2.906573853E-1
1.262899789E1,2.878555954E-1,-5.725212395E-2,4.313380271E-2,2.966465479E-1
1.263099762E1,2.982403040E-1,-6.519337744E-2,4.313380271E-2,3.083147423E-1
1.263299742E1,3.006837368E-1,-6.824769825E-2,4.252294078E-2,3.112501540E-1
1.263499715E1,3.037380576E-1,-7.069116086E-2,4.007947817E-2,3.144207570E-1
1.263699689E1,3.110684454E-1,-7.435635477E-2,4.007947817E-2,3.223333830E-1
1.263899662E1,3.129010499E-1,-7.496721298E-2,3.763601556E-2,3.239500265E-1
1.264099635E1,3.232857585E-1,-7.985413820E-2,3.641428798E-2,3.349871123E-1
1.264299605E1,3.245075047E-1,-8.168672770E-2,3.763601556E-2,3.367407189E-1
1.264499578E1,3.287835717E-1,-8.107586950E-2,3.824688494E-2,3.407855012E-1
1.264699552E1,3.355030715E-1,-8.168672770E-2,3.641428798E-2,3.472189984E-1
1.264899532E1,3.452769220E-1,-8.168672770E-2,3.335996345E-2,3.563730651E-1
1.265099505E1,3.434443474E-1,-8.413019776E-2,3.335996345E-2,3.551686882E-1
1.265299478E1,3.526073098E-1,-8.474105597E-2,2.786217444E-2,3.637159087E-1
1.265499452E1,3.636028767E-1,-8.657365292E-2,2.541871369E-2,3.746306986E-1
1.265699425E1,3.660463393E-1,-8.901711553E-2,2.236438729E-2,3.773779739E-1
1.265899398E1,3.727658689E-1,-9.207144380E-2,1.808833145E-2,3.843939796E-1
1.266099372E1,3.800962567E-1,-1.000126898E-1,1.381227374E-2,3.932765966E-1
1.266299338E1,3.855940104E-1,-1.024561524E-1,1.014708262E-2,3.991027027E-1
1.266499318E1,3.959787190E-1,-1.103973985E-1,4.038430285E-3,4.110997937E-1
1.266699292E1,4.039199948E-1,-1.158951893E-1,-1.459356979E-3,4.202204027E-1
1.266899265E1,4.075851738E-1,-1.171169207E-1,-2.070222283E-3,4.240829316E-1
1.267099238E1,4.204133153E-1,-1.244473010E-1,-1.123320125E-2,4.385894108E-1
1.267299211E1,4.314089119E-1,-1.256690323E-1,-1.428752672E-2,4.495670010E-1
1.267499185E1,4.387392998E-1,-1.262799054E-1,-1.612012275E-2,4.568354693E-1
1.267699158E1,4.491240382E-1,-1.238364354E-1,-2.345050685E-2,4.664737835E-1
1.267899138E1,4.650065005E-1,-1.226147115E-1,-2.955915779E-2,4.818082158E-1
1.268099118E1,4.790563881E-1,-1.183386445E-1,-3.566781059E-2,4.947436210E-1
1.268299065E1,4.851650596E-1,-1.128408611E-1,-3.933300450E-2,4.996651681E-1
1.268499038E1,5.010475516E-1,-1.067322046E-1,-4.483078793E-2,5.142472285E-1
1.268699011E1,5.095996857E-1,-1.097865403E-1,-4.788511619E-2,5.234863020E-1
1.268898984E1,5.175408721E-1,-1.055104733E-1,-5.399376526E-2,5.309391123E-1
1.269098958E1,5.267038941E-1,-1.055104733E-1,-5.826982483E-2,5.403191877E-1
1.269298931E1,5.303691030E-1,-1.036778763E-1,-6.010242179E-2,5.437396330E-1
1.269498911E1,5.352559686E-1,-1.055104733E-1,-6.315674633E-2,5.491995871E-1
1.269698884E1,5.352559686E-1,-1.024561524E-1,-6.254588068E-2,5.485510024E-1
1.269898858E1,5.376994610E-1,-9.940182418E-2,-6.682194024E-2,5.508780307E-1
1.270098831E1,5.419754982E-1,-8.901711553E-2,-6.865452975E-2,5.535114560E-1
1.270298768E1,5.419754982E-1,-8.657365292E-2,-6.926539540E-2,5.531999033E-1
1.270498741E1,5.450298190E-1,-8.229760081E-2,-6.987626851E-2,5.556195565E-1
1.270698714E1,5.499167442E-1,-7.679980993E-2,-6.865452975E-2,5.594819754E-1
1.270898688E1,5.566362739E-1,-6.702596694E-2,-6.926539540E-2,5.649195665E-1
1.271098668E1,5.621340871E-1,-6.641510129E-2,-6.804367155E-2,5.701189690E-1
1.271298641E1,5.676319003E-1,-5.664125830E-2,-6.682194024E-2,5.743512672E-1
1.271498614E1,5.786274672E-1,-4.931087419E-2,-6.682194024E-2,5.845566523E-1
1.271698587E1,5.859578252E-1,-4.259135947E-2,-6.682194024E-2,5.912916104E-1
1.271898561E1,5.981751084E-1,-3.037405200E-2,-6.498934329E-2,6.024613333E-1
1.272098534E1,6.116141081E-1,-1.815674827E-2,-6.437847763E-2,6.152609797E-1
1.272298541E1,6.195554137E-1,-8.382904343E-3,-6.498934329E-2,6.230110741E-1
1.272498514E1,6.354379058E-1,9.332188405E-3,-6.132414937E-2,6.384583566E-1
1.272698494E1,6.543747783E-1,2.582555078E-2,-5.949155241E-2,6.575808348E-1
1.272898467E1,6.653702855E-1,3.559939563E-2,-5.949155241E-2,6.689724797E-1
1.273098441E1,6.873614788E-1,5.331448838E-2,-5.704809725E-2,6.917822798E-1
1.273298414E1,7.124069333E-1,7.286217809E-2,-5.460463464E-2,7.182020619E-1
1.273498387E1,7.264568210E-1,8.202515543E-2,-5.338290334E-2,7.330193539E-1
1.273698360E1,7.563892007E-1,9.790764749E-2,-4.788511619E-2,7.642012266E-1
1.273898334E1,7.844890356E-1,1.131792814E-1,-4.360905662E-2,7.938100192E-1
1.274098307E1,8.138105273E-1,1.272291839E-1,-3.688954189E-2,8.245214842E-1
1.274298294E1,8.278604746E-1,1.321161091E-1,-3.505694494E-2,8.390689013E-1
1.274498267E1,8.529059291E-1,1.425008029E-1,-2.894829400E-2,8.652126943E-1
1.274698240E1,8.651232123E-1,1.449442804E-1,-2.528310195E-2,8.775455841E-1
1.274898214E1,8.810057640E-1,1.455551386E-1,-1.917444915E-2,8.931545858E-1
1.275098187E1,8.889469504E-1,1.406682134E-1,-1.428752672E-2,9.001213031E-1
1.275298160E1,8.901687264E-1,1.394464821E-1,-1.306579728E-2,9.011195248E-1
1.275498133E1,8.877252936E-1,1.156227440E-1,-4.513683263E-3,8.952347118E-1
1.275698113E1,8.779514432E-1,9.363159537E-2,-2.681087470E-3,8.829341994E-1
1.275898093E1,8.724536300E-1,8.263601363E-2,9.841038845E-4,8.763589537E-1
1.276098067E1,8.480190635E-1,4.292977601E-2,2.816699678E-3,8.491096699E-1
1.276298000E1,8.480190635E-1,4.292977601E-2,2.816699678E-3,8.491096699E-1
1.276497973E1,8.278604746E-1,2.277122252E-2,-2.376265766E-4,8.281736234E-1
1.276697957E1,8.052583933E-1,-4.416555748E-4,9.841038845E-4,8.052591157E-1
1.276897930E1,7.832672596E-1,-1.937847957E-2,-2.070222283E-3,7.835096753E-1
1.277097903E1,7.747151852E-1,-2.670885995E-2,-3.902818076E-3,7.751852768E-1
1.277297883E1,7.539457679E-1,-4.136962444E-2,-7.568009198E-3,7.551178329E-1
1.277497863E1,7.356197834E-1,-5.358693376E-2,-1.184406690E-2,7.376640883E-1
1.277697840E1,7.258459330E-1,-6.397163868E-2,-1.306579728E-2,7.287766489E-1
1.277897816E1,7.093526125E-1,-7.435635477E-2,-1.795271784E-2,7.134649931E-1
1.278097793E1,6.953027248E-1,-8.657365292E-2,-2.222877555E-2,7.010242471E-1
1.278297763E1,6.916375160E-1,-9.451489896E-2,-2.467223629E-2,6.985014237E-1
1.278497740E1,6.806419492E-1,-1.085648015E-1,-3.017002344E-2,6.899057975E-1
1.278697716E1,6.727007031E-1,-1.177277863E-1,-3.688954189E-2,6.839202483E-1
1.278897700E1,6.684246063E-1,-1.256690323E-1,-3.750040755E-2,6.811684378E-1
1.279097686E1,6.647594571E-1,-1.323885471E-1,-4.238732904E-2,6.791380926E-1
1.279297673E1,6.592616439E-1,-1.397189349E-1,-4.849597812E-2,6.756472125E-1
1.279497659E1,6.604834199E-1,-1.427732557E-1,-5.155030638E-2,6.777019880E-1
1.279697646E1,6.562073231E-1,-1.501036435E-1,-5.826982483E-2,6.756733879E-1
1.279897632E1,6.555964351E-1,-1.562123001E-1,-6.560020149E-2,6.771354036E-1
1.280097619E1,6.562073231E-1,-1.617100835E-1,-7.293058932E-2,6.797625121E-1
1.280297626E1,6.531530023E-1,-1.592666209E-1,-7.720664889E-2,6.767093671E-1
1.280497619E1,6.525421143E-1,-1.562123001E-1,-7.598491758E-2,6.752682439E-1
1.280697612E1,6.525421143E-1,-1.482710391E-1,-7.965011150E-2,6.738988442E-1
1.280897606E1,6.543747783E-1,-1.433841288E-1,-7.965011150E-2,6.746180394E-1
1.281097599E1,6.562073231E-1,-1.391080618E-1,-7.903924584E-2,6.754304599E-1
1.281297592E1,6.580399275E-1,-1.317776740E-1,-7.659577578E-2,6.754619267E-1
1.281497586E1,6.629267931E-1,-1.268907636E-1,-7.293058932E-2,6.788903223E-1
1.281697579E1,6.653702855E-1,-1.262799054E-1,-7.231972367E-2,6.810979179E-1
1.281897572E1,6.733115911E-1,-1.189495176E-1,-6.682194024E-2,6.869953844E-1
1.282097572E1,6.946918368E-1,-1.097865403E-1,-5.888069049E-2,7.057738790E-1
1.282297659E1,7.044656873E-1,-1.048996150E-1,-5.521550030E-2,7.143700618E-1
1.282497655E1,7.130178213E-1,-9.756922722E-2,-5.216117203E-2,7.215503832E-1
1.282697642E1,7.337872386E-1,-9.207144380E-2,-4.605251923E-2,7.409734792E-1
1.282897638E1,7.453936934E-1,-8.779538423E-2,-4.116560146E-2,7.516743939E-1
1.283097635E1,7.728825808E-1,-7.679980993E-2,-3.444607928E-2,7.774523952E-1
1.283297632E1,8.058693409E-1,-6.336077303E-2,-2.467223629E-2,8.087327750E-1
1.283497628E1,8.217518330E-1,-5.358693376E-2,-1.978531480E-2,8.237348439E-1
1.283697628E1,8.596253991E-1,-3.526097536E-2,-9.400605224E-3,8.603996365E-1
1.283897625E1,8.987208009E-1,-1.876761205E-2,9.841038845E-4,8.989172763E-1
1.284097622E1,9.427031279E-1,-4.106846638E-3,1.808833145E-2,9.428855928E-1
1.284297642E1,9.671377540E-1,1.390940160E-3,2.236438729E-2,9.673972998E-1
1.284497638E1,1.015396118E0,1.299738046E-2,3.824688494E-2,1.016199308E0
1.284697635E1,1.039830685E0,1.849516667E-2,4.191207513E-2,1.040839347E0
1.284897631E1,1.090532422E0,2.887987718E-2,5.840543658E-2,1.092477096E0
1.285097625E1,1.141234398E0,3.682112321E-2,6.940101087E-2,1.143935421E0
1.285297618E1,1.165058136E0,3.926458210E-2,7.367707044E-2,1.168045581E0
1.285497611E1,1.208429575E0,4.659496620E-2,7.856398821E-2,1.211876821E0
1.285697605E1,1.248135686E0,4.476236925E-2,7.550966740E-2,1.251218634E0
1.285897598E1,1.260352969E0,5.026016012E-2,7.123360783E-2,1.263364523E0
1.286097591E1,1.294561505E0,4.598410428E-2,4.985332489E-2,1.296336909E0
1.286297584E1,1.300670147E0,4.476236925E-2,4.130120948E-2,1.302095346E0
1.286497578E1,1.308611393E0,4.231891409E-2,3.335996345E-2,1.309720411E0
1.286697571E1,1.315941811E0,4.109717906E-2,1.197967771E-2,1.316637892E0
1.286897558E1,1.320217848E0,3.437766433E-2,-1.184406690E-2,1.320718468E0
1.287097644E1,1.319606900E0,2.949074097E-2,-2.283964120E-2,1.320133980E0
1.287297631E1,1.320828676E0,1.666257158E-2,-4.360905662E-2,1.321653428E0
1.287497617E1,1.314720035E0,-8.382904343E-3,-6.071328744E-2,1.316147843E0
1.287697604E1,1.311054945E0,-1.754588261E-2,-7.293058932E-2,1.313199070E0
1.287897591E1,1.300059319E0,-3.648270294E-2,-9.003482014E-2,1.303683814E0
1.288097574E1,1.278068066E0,-6.763683259E-2,-1.169128865E-1,1.285185335E0
1.288297554E1,1.278068066E0,-6.763683259E-2,-1.169128865E-1,1.285185335E0
1.288497537E1,1.261574864E0,-8.901711553E-2,-1.340171248E-1,1.271792347E0
1.288697520E1,1.245081425E0,-1.030670181E-1,-1.480670124E-1,1.258083624E0
1.288897504E1,1.235918403E0,-1.073430702E-1,-1.529539376E-1,1.249964695E0
1.289097487E1,1.215149045E0,-1.220038384E-1,-1.621169150E-1,1.231971604E0
1.289297470E1,1.202320814E0,-1.329994202E-1,-1.706690341E-1,1.221635013E0
1.289497454E1,1.194990516E0,-1.366646141E-1,-1.767776757E-1,1.215701401E0
1.289697437E1,1.179718852E0,-1.409406513E-1,-1.792211384E-1,1.201549439E0
1.289897424E1,1.174221039E0,-1.439950019E-1,-1.804428697E-1,1.196699310E0
1.290097404E1,1.169334054E0,-1.421623975E-1,-1.773885489E-1,1.191225828E0
1.290297377E1,1.165668964E0,-1.378863305E-1,-1.755559593E-1,1.186851579E0
1.290497357E1,1.168112397E0,-1.232255697E-1,-1.633386463E-1,1.185896550E0
1.290697337E1,1.174831867E0,-1.103973985E-1,-1.572299898E-1,1.190436379E0
1.290897317E1,1.183384061E0,-8.596279472E-2,-1.401257664E-1,1.194747952E0
1.291097297E1,1.190714478E0,-6.274991482E-2,-1.340171248E-1,1.199874623E0
1.291297277E1,1.187049150E0,-4.808914661E-2,-1.303519309E-1,1.195152659E0
1.291497257E1,1.182773232E0,-1.754588261E-2,-1.279084682E-1,1.189798703E0
1.291697230E1,1.169945002E0,7.800749154E-4,-1.303519309E-1,1.177184582E0
1.291897204E1,1.163225412E0,1.299738046E-2,-1.334062517E-1,1.170922508E0
1.292097177E1,1.138180017E0,4.415150732E-2,-1.444018185E-1,1.148152861E0
1.292297150E1,1.124740958E0,5.209275335E-2,-1.480670124E-1,1.135640664E0
1.292497123E1,1.115578055E0,6.369919330E-2,-1.511213332E-1,1.127568021E0
1.292697097E1,1.087478161E0,8.630120754E-2,-1.584517211E-1,1.102344591E0
1.292897077E1,1.062432766E0,1.113466844E-1,-1.670038402E-1,1.081226965E0
1.293096957E1,1.047161102E0,1.162336022E-1,-1.657821089E-1,1.066555358E0
1.293296930E1,1.017839551E0,1.455551386E-1,-1.657821089E-1,1.041473647E0
1.293496903E1,9.872962832E-1,1.632702351E-1,-1.621169150E-1,1.013751949E0
1.293696877E1,9.720246792E-1,1.675462872E-1,-1.572299898E-1,9.988117966E-1
1.293896850E1,9.427031279E-1,1.877048314E-1,-1.468452960E-1,9.723609576E-1
1.294096826E1,8.987208009E-1,2.029764652E-1,-1.279084682E-1,9.301930443E-1
1.294296870E1,8.987208009E-1,2.029764652E-1,-1.279084682E-1,9.301930443E-1
1.294496850E1,8.742861748E-1,2.084742635E-1,-1.126368344E-1,9.058282897E-1
1.294696830E1,8.504624367E-1,2.188589573E-1,-9.308914095E-2,8.830918342E-1
1.294896803E1,8.394669294E-1,2.176372409E-1,-8.270443976E-2,8.711548190E-1
1.295096776E1,8.186975121E-1,2.261893451E-1,-6.315674633E-2,8.517135732E-1
1.295296750E1,8.003715277E-1,2.322980016E-1,-4.299819097E-2,8.345093099E-1
1.295496723E1,7.936520576E-1,2.365740687E-1,-3.383521736E-2,8.288520378E-1
1.295696696E1,7.850999236E-1,2.353523225E-1,-1.550925709E-2,8.197640775E-1
1.295896670E1,7.796021104E-1,2.365740687E-1,1.594969188E-3,8.147080977E-1
1.296096650E1,7.759369016E-1,2.432935834E-1,1.869919524E-2,8.133999649E-1
1.296296623E1,7.759369016E-1,2.432935834E-1,2.725131065E-2,8.136414916E-1
1.296496596E1,7.844890356E-1,2.500130832E-1,4.557726532E-2,8.246252942E-1
1.296696570E1,7.887650728E-1,2.506239712E-1,5.535111204E-2,8.294736046E-1
1.296896543E1,8.077018857E-1,2.628412843E-1,7.123360783E-2,8.523743918E-1
1.297096516E1,8.321365118E-1,2.707825005E-1,8.772696555E-2,8.794716353E-1
1.297296489E1,8.467972875E-1,2.750585675E-1,9.688994288E-2,8.956062319E-1
1.297496463E1,8.834491968E-1,2.866650224E-1,1.139941737E-1,9.357638538E-1
1.297696443E1,9.237663150E-1,2.970497012E-1,1.317092627E-1,9.792497432E-1
1.297896416E1,9.475900531E-1,3.031583726E-1,1.408722401E-1,1.004826799E0
1.298096389E1,1.023337364E0,3.196517229E-1,1.671394557E-1,1.085049392E0
1.298296416E1,1.048382759E0,3.263712525E-1,1.744698286E-1,1.111784298E0
1.298496389E1,1.076482654E0,3.361450732E-1,1.799676269E-1,1.142014343E0
1.298696363E1,1.133903980E0,3.471406698E-1,1.909631938E-1,1.201129395E0
1.298896336E1,1.181551337E0,3.642449081E-1,1.952392608E-1,1.251741301E0
1.299096309E1,1.205375195E0,3.697426617E-1,1.964609772E-1,1.276023476E0
1.299296289E1,1.240194440E0,3.850143254E-1,1.915740669E-1,1.312638146E0
1.299496262E1,1.265850782E0,4.002859592E-1,1.854654104E-1,1.340523954E0
1.299696236E1,1.278679013E0,4.057837129E-1,1.769133061E-1,1.353136637E0
1.299896209E1,1.291507244E0,4.161684215E-1,1.653068513E-1,1.366935796E0
1.300096182E1,1.295783162E0,4.204444885E-1,1.433157027E-1,1.369805447E0
1.300296086E1,1.295783162E0,4.204444885E-1,1.433157027E-1,1.369805447E0
1.300496059E1,1.297005057E0,4.186119139E-1,1.292658150E-1,1.369002449E0
1.300696032E1,1.293339729E0,4.076163471E-1,1.146050394E-1,1.360886864E0
1.300896012E1,1.293339729E0,4.027293921E-1,1.078855246E-1,1.358881122E0
1.301095986E1,1.290285349E0,3.844034374E-1,9.994427860E-2,1.350033756E0
1.301295959E1,1.289063692E0,3.599688411E-1,8.589436859E-2,1.341134077E0
1.301495932E1,1.290896416E0,3.465298116E-1,8.222918212E-2,1.339125873E0
1.301695905E1,1.292728901E0,3.129322231E-1,7.245533913E-2,1.332037674E0
1.301895879E1,1.298226714E0,2.842215598E-1,5.962716788E-2,1.330311954E0
1.302095852E1,1.301891804E0,2.481804937E-1,4.985332489E-2,1.326273418E0
1.302295915E1,1.305557132E0,2.341306061E-1,4.374467209E-2,1.327105934E0
1.302495895E1,1.313498259E0,2.066416591E-1,3.397082910E-2,1.330087391E0
1.302695869E1,1.317163587E0,1.919808984E-1,2.969477139E-2,1.331412167E0
1.302895842E1,1.327548265E0,1.632702351E-1,2.053179219E-2,1.337708160E0
1.303095815E1,1.333656907E0,1.418899596E-1,8.925352246E-3,1.341213319E0
1.303295788E1,1.336100340E0,1.315052360E-1,9.841038845E-4,1.342556782E0
1.303495762E1,1.340987325E0,1.125684157E-1,-8.789739572E-3,1.345732482E0
1.303695735E1,1.342819810E0,1.015728414E-1,-2.467223629E-2,1.346881882E0
1.303895715E1,1.342208982E0,9.302072972E-2,-3.261348233E-2,1.345823705E0
1.304095688E1,1.340376377E0,8.202515543E-2,-4.971771315E-2,1.343803858E0
1.304295565E1,1.333656907E0,7.225131243E-2,-5.521550030E-2,1.336753436E0
1.304495538E1,1.328770041E0,7.102958113E-2,-6.010242179E-2,1.332023771E0
1.304695512E1,1.320828676E0,5.942313746E-2,-6.987626851E-2,1.324009892E0
1.304895485E1,1.308611393E0,5.148189142E-2,-7.415232062E-2,1.311721285E0
1.305095458E1,1.301891804E0,5.026016012E-2,-7.415232062E-2,1.304970084E0
1.305295432E1,1.283565879E0,3.926458210E-2,-7.598491758E-2,1.286412368E0
1.305495412E1,1.262796521E0,3.376679868E-2,-7.109799236E-2,1.265247081E0
1.305695385E1,1.256077051E0,2.826900966E-2,-6.743279845E-2,1.258203433E0
1.305895358E1,1.232253313E0,2.949074097E-2,-6.010242179E-2,1.234070595E0
1.306095331E1,1.196212173E0,3.682112321E-2,-3.994386643E-2,1.197445142E0
1.306295258E1,1.196212173E0,3.682112321E-2,-3.994386643E-2,1.197445142E0
1.306495231E1,1.175442696E0,4.109717906E-2,-2.833742648E-2,1.176502239E0
1.306695205E1,1.152840853E0,4.598410428E-2,-1.123320125E-2,1.153812270E0
1.306895178E1,1.142456055E0,5.026016012E-2,-3.902818076E-3,1.143567730E0
1.307095158E1,1.123519301E0,6.186660007E-2,9.536217898E-3,1.125261763E0
1.307295131E1,1.102138877E0,6.369919330E-2,2.297525294E-2,1.104217168E0
1.307495104E1,1.094808578E0,6.919698417E-2,3.152736649E-2,1.097446136E0
1.307695078E1,1.078925967E0,8.019255847E-2,4.252294078E-2,1.082737406E0
1.307895038E1,1.070374012E0,8.080342412E-2,4.679899663E-2,1.074439326E0
1.308095011E1,1.052658796E0,1.046271697E-1,5.840543658E-2,1.059456739E0
1.308294828E1,1.045939326E0,1.156227440E-1,5.718370900E-2,1.053863212E0
1.308494801E1,1.031889439E0,1.345595717E-1,6.207063049E-2,1.042475350E0
1.308694781E1,1.025169969E0,1.467768699E-1,6.268148869E-2,1.037519100E0
1.308894754E1,1.012952685E0,1.718223393E-1,6.451409310E-2,1.029445544E0
1.309094728E1,1.005011439E0,1.932026148E-1,6.451409310E-2,1.025444934E0
1.309294701E1,9.964593053E-1,1.993112862E-1,6.451409310E-2,1.018242704E0
1.309494674E1,9.836310744E-1,2.188589573E-1,6.573581696E-2,1.009826981E0
1.309694648E1,9.665268660E-1,2.347414643E-1,6.390322745E-2,9.966751528E-1
1.309894621E1,9.555312991E-1,2.396283895E-1,6.329236180E-2,9.871513317E-1
