"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
8.796367500E-2,7.814347148E-1,4.430465102E-1,4.493591785E-1,1.004417291E0
8.996340800E-2,7.423393726E-1,4.473225772E-1,4.414179325E-1,9.726330364E-1
9.196314100E-2,6.586508155E-1,4.644267857E-1,4.175941944E-1,9.076882985E-1
9.396287400E-2,5.731296539E-1,4.796984196E-1,3.846074939E-1,8.405421455E-1
9.596260700E-2,5.273147821E-1,4.803093076E-1,3.668923974E-1,8.021022015E-1
9.796234000E-2,4.362958372E-1,4.888614118E-1,3.222992122E-1,7.302166252E-1
9.996207300E-2,3.440551758E-1,4.986352623E-1,2.722082734E-1,6.641599452E-1
1.019619060E-1,2.047779113E-1,5.041330457E-1,1.940175146E-1,5.776910218E-1
1.039617720E-1,2.047779113E-1,5.041330457E-1,1.940175146E-1,5.776910218E-1
1.059616380E-1,1.143698543E-1,5.120742917E-1,1.384287924E-1,5.426445193E-1
1.079613710E-1,6.977669895E-2,5.175721049E-1,1.091072559E-1,5.335298162E-1
1.099611040E-1,-1.757703535E-2,5.371197462E-1,5.474024639E-2,5.401879937E-1
1.119608370E-1,-9.943297505E-2,5.585000515E-1,2.205834491E-3,5.672866028E-1
1.139610030E-1,-1.434152871E-1,5.725499392E-1,-2.100704610E-2,5.906121176E-1
1.159608030E-1,-2.246603519E-1,5.982062817E-1,-6.804367155E-2,6.426141691E-1
1.179606030E-1,-3.089597523E-1,6.263061166E-1,-1.108042374E-1,7.071018733E-1
1.199603360E-1,-3.480551541E-1,6.397451162E-1,-1.297410578E-1,7.397627634E-1
1.219600690E-1,-4.690064490E-1,6.733427048E-1,-1.779994220E-1,8.396673398E-1
1.239598020E-1,-5.074909925E-1,6.745644808E-1,-1.896058470E-1,8.651790124E-1
1.259595350E-1,-5.447537303E-1,6.806731224E-1,-2.036557496E-1,8.952922375E-1
1.279592680E-1,-6.217227578E-1,6.825056672E-1,-2.225925773E-1,9.496844891E-1
1.299590010E-1,-6.962483525E-1,6.690666676E-1,-2.390859425E-1,9.947733721E-1
1.319588010E-1,-7.322893739E-1,6.586819291E-1,-2.464163154E-1,1.015298287E0
1.339585340E-1,-7.964302301E-1,6.324147582E-1,-2.598553598E-1,1.049654394E0
1.359582670E-1,-8.550733328E-1,5.975953937E-1,-2.751269937E-1,1.078872338E0
1.379580000E-1,-8.825622201E-1,5.804911852E-1,-2.824573815E-1,1.093466168E0
1.399577330E-1,-9.381509423E-1,5.481153727E-1,-2.977290154E-1,1.126587866E0
1.419574660E-1,-9.888527989E-1,5.194046497E-1,-3.166658282E-1,1.160985915E0
1.439571990E-1,-1.012676477E0,5.047438741E-1,-3.252179325E-1,1.177304859E0
1.459569320E-1,-1.059102297E0,4.876396656E-1,-3.386569917E-1,1.214157600E0
1.479567320E-1,-1.100641131E0,4.784766734E-1,-3.459873796E-1,1.249022856E0
1.499564650E-1,-1.123854041E0,4.528203309E-1,-3.612589836E-1,1.264358419E0
1.519561980E-1,-1.157451510E0,4.228879809E-1,-3.753089011E-1,1.288171190E0
1.539559310E-1,-1.191049218E0,3.862360418E-1,-3.863044679E-1,1.310346390E0
1.559556640E-1,-1.208153486E0,3.648557663E-1,-3.905805051E-1,1.321100945E0
1.579553970E-1,-1.239307523E0,3.330907524E-1,-4.015760720E-1,1.344654575E0
1.599551300E-1,-1.253357410E0,3.153756857E-1,-4.040195644E-1,1.354104291E0
1.619548630E-1,-1.291231036E0,2.622303963E-1,-4.131825268E-1,1.380855593E0
1.639543960E-1,-1.302226663E0,2.487913668E-1,-4.162368476E-1,1.389584304E0
1.659537620E-1,-1.314443946E0,2.274110913E-1,-4.137933850E-1,1.396675931E0
1.679534950E-1,-1.336435080E0,1.901482940E-1,-4.199020267E-1,1.413694736E0
1.699532280E-1,-1.352928519E0,1.553289741E-1,-4.223455191E-1,1.425804477E0
1.719529610E-1,-1.359037161E0,1.370030195E-1,-4.253998399E-1,1.430635123E0
1.739526940E-1,-1.370032668E0,9.485332668E-2,-4.321193397E-1,1.439692255E0
1.759524270E-1,-1.373697877E0,5.148189142E-2,-4.394497275E-1,1.443195172E0
1.779521600E-1,-1.376141310E0,3.132333606E-2,-4.473910034E-1,1.447378584E0
1.799519600E-1,-1.371865273E0,-5.939442664E-3,-4.614408910E-1,1.447403641E0
1.819516930E-1,-1.363924026E0,-5.053260550E-2,-4.889298081E-1,1.449791244E0
1.839514260E-1,-1.363924026E0,-5.053260550E-2,-4.889298081E-1,1.449791244E0
1.859511590E-1,-1.357204437E0,-6.885856390E-2,-5.103101134E-1,1.451606627E0
1.879508920E-1,-1.346819878E0,-8.474105597E-2,-5.323012471E-1,1.450672067E0
1.899506250E-1,-1.341322064E0,-8.901711553E-2,-5.469620228E-1,1.451287836E0
1.919503580E-1,-1.327882886E0,-9.634749591E-2,-5.738400817E-1,1.449775237E0
1.939501580E-1,-1.311389685E0,-8.840624988E-2,-6.025508046E-1,1.445899735E0
1.959499580E-1,-1.304670215E0,-8.351932466E-2,-6.147680879E-1,1.444672852E0
1.979496910E-1,-1.290620208E0,-6.091731787E-2,-6.343157291E-1,1.439363708E0
1.999494240E-1,-1.278402925E0,-3.220665082E-2,-6.550851464E-1,1.436832577E0
2.019491570E-1,-1.263742208E0,2.338209003E-2,-6.685242057E-1,1.429865625E0
2.039488900E-1,-1.263742208E0,2.338209003E-2,-6.685242057E-1,1.429865625E0
2.059486230E-1,-1.252135754E0,7.102958113E-2,-6.801306009E-1,1.426697859E0
2.079483560E-1,-1.246637940E0,9.668592364E-2,-6.813523769E-1,1.423971693E0
2.099481560E-1,-1.240529299E0,1.504420638E-1,-6.874610186E-1,1.426235748E0
2.119479560E-1,-1.230755329E0,2.158046365E-1,-6.892936230E-1,1.427044505E0
2.139476890E-1,-1.223425031E0,2.402392626E-1,-6.923479438E-1,1.426123902E0
2.159474220E-1,-1.215483785E0,3.031583726E-1,-6.935697198E-1,1.431902506E0
2.179471550E-1,-1.206931591E0,3.599688411E-1,-6.935697198E-1,1.437810971E0
2.199468880E-1,-1.202655673E0,3.868469298E-1,-6.917370558E-1,1.440323356E0
2.219466210E-1,-1.187994838E0,4.662593901E-1,-6.819632649E-1,1.446998082E0
2.239464870E-1,-1.184329748E0,4.900831282E-1,-6.782980561E-1,1.450140227E0
2.259466530E-1,-1.177610159E0,5.126851797E-1,-6.740219593E-1,1.450488670E0
2.279463860E-1,-1.175777555E0,5.572783351E-1,-6.660807729E-1,1.461737184E0
2.299461190E-1,-1.162949324E0,5.896541476E-1,-6.508091688E-1,1.457290540E0
2.319458520E-1,-1.160505891E0,6.067584157E-1,-6.471439004E-1,1.460727533E0
2.339455850E-1,-1.153786421E0,6.293604374E-1,-6.367592216E-1,1.460404044E0
2.359453180E-1,-1.148288608E0,6.421886086E-1,-6.294288039E-1,1.458476450E0
2.379450510E-1,-1.146456003E0,6.452429295E-1,-6.245419383E-1,1.456280343E0
2.399447840E-1,-1.134849668E0,6.391342878E-1,-6.208767295E-1,1.442866702E0
2.419445840E-1,-1.123854041E0,6.263061166E-1,-6.166006327E-1,1.426710762E0
2.439443170E-1,-1.117745399E0,6.159213781E-1,-6.153789163E-1,1.416829253E0
2.459440500E-1,-1.105528116E0,5.902650356E-1,-6.135463119E-1,1.395365294E0
2.479437830E-1,-1.081093431E0,5.609434843E-1,-6.178224087E-1,1.365695840E0
2.499435160E-1,-1.067043543E0,5.407849550E-1,-6.190441251E-1,1.346939464E0
2.519432490E-1,-1.034056783E0,4.876396656E-1,-6.263744831E-1,1.303614539E0
2.539429820E-1,-9.949614406E-1,4.351052642E-1,-6.343157291E-1,1.257625263E0
2.559427150E-1,-9.699159265E-1,4.057837129E-1,-6.398135424E-1,1.230755335E0
2.579420810E-1,-9.204358459E-1,3.501950204E-1,-6.434787512E-1,1.176394322E0
2.599418140E-1,-8.648471236E-1,2.994931936E-1,-6.428678632E-1,1.118452417E0
2.619415470E-1,-8.074257970E-1,2.573434711E-1,-6.416461468E-1,1.062954306E0
2.639412800E-1,-7.732173204E-1,2.347414643E-1,-6.337049007E-1,1.026913083E0
2.659410130E-1,-7.102982402E-1,1.956460923E-1,-6.178224087E-1,9.615120967E-1
2.679407460E-1,-6.754788756E-1,1.773201227E-1,-6.092702746E-1,9.267817461E-1
2.699404790E-1,-6.052294374E-1,1.431116760E-1,-5.860573649E-1,8.545448254E-1
2.719402120E-1,-5.355907679E-1,1.089032218E-1,-5.567358136E-1,7.801744347E-1
2.739400120E-1,-5.026040077E-1,9.240985662E-2,-5.414642096E-1,7.445360034E-1
2.759397450E-1,-4.323545396E-1,6.614265591E-2,-5.090883970E-1,6.711753086E-1
2.779394780E-1,-3.627158999E-1,3.926458210E-2,-4.730473459E-1,5.973929385E-1
2.799392110E-1,-3.260639906E-1,2.216035873E-2,-4.547213614E-1,5.599824318E-1
2.819389440E-1,-2.277146727E-1,-1.632415131E-2,-3.979108930E-1,4.587521431E-1
2.839386770E-1,-1.959496886E-1,-2.670885995E-2,-3.771414757E-1,4.258466113E-1
2.859384100E-1,-1.654064357E-1,-3.892616555E-2,-3.575937748E-1,3.959139340E-1
2.879382100E-1,-1.030981690E-1,-6.458250433E-2,-3.148332238E-1,3.375205048E-1
2.899380100E-1,-4.567683861E-2,-9.146057814E-2,-2.751269937E-1,2.935068544E-1
2.919377430E-1,-1.757703535E-2,-1.024561524E-1,-2.543575764E-1,2.747798974E-1
2.939374760E-1,3.617910296E-2,-1.287233531E-1,-2.115969956E-1,2.503036510E-1
2.959372090E-1,8.321572840E-2,-1.531579792E-1,-1.676146984E-1,2.418199975E-1
2.979369420E-1,1.088720709E-1,-1.659861356E-1,-1.480670124E-1,2.476456444E-1
2.999366750E-1,1.540760994E-1,-1.855338216E-1,-1.034738570E-1,2.624291951E-1
3.019364080E-1,2.139408886E-1,-2.093575746E-1,-4.116560146E-2,3.021521216E-1
3.039362080E-1,2.139408886E-1,-2.093575746E-1,-4.116560146E-2,3.021521216E-1
3.059359410E-1,2.426515520E-1,-2.142444849E-1,-3.291952889E-3,3.237148621E-1
3.079356740E-1,2.713622153E-1,-2.172988057E-1,2.847304009E-2,3.488078796E-1
3.099354070E-1,2.829686701E-1,-2.172988057E-1,4.191207513E-2,3.592306519E-1
3.119351400E-1,3.074032664E-1,-2.166879624E-1,6.940101087E-2,3.824486130E-1
3.139348730E-1,3.226749003E-1,-2.099684328E-1,9.505735338E-2,3.965371792E-1
3.159346060E-1,3.287835717E-1,-2.020271868E-1,1.078855246E-1,4.006905385E-1
3.179347720E-1,3.342813551E-1,-1.904207468E-1,1.298766583E-1,4.060443714E-1
3.199345720E-1,3.318378925E-1,-1.690404713E-1,1.482026279E-1,4.008180220E-1
3.219343050E-1,3.330596089E-1,-1.543796957E-1,1.634742618E-1,4.018527439E-1
3.239340380E-1,3.318378925E-1,-1.372754723E-1,1.659177244E-1,3.955877064E-1
3.259337710E-1,3.257292211E-1,-1.128408611E-1,1.708046347E-1,3.847165302E-1
3.279335040E-1,3.232857585E-1,-1.000126898E-1,1.708046347E-1,3.790652226E-1
3.299332370E-1,3.147336543E-1,-7.252375782E-2,1.701937765E-1,3.650792929E-1
3.319329700E-1,3.098467290E-1,-4.503481835E-2,1.665285826E-1,3.546334716E-1
3.339327030E-1,3.110684454E-1,-2.793059126E-2,1.634742618E-1,3.525159995E-1
3.359325030E-1,3.080141246E-1,-1.082636416E-2,1.591981947E-1,3.468918799E-1
3.379322360E-1,3.037380576E-1,3.223536070E-3,1.543112844E-1,3.407039350E-1
3.399319690E-1,3.080141246E-1,6.277862005E-3,1.518678069E-1,3.434762631E-1
3.419317020E-1,3.049598038E-1,-1.052520820E-3,1.482026279E-1,3.390657881E-1
3.439314350E-1,3.049598038E-1,-1.021549944E-2,1.457591653E-1,3.381576151E-1
3.459310680E-1,3.055706918E-1,-1.265896019E-2,1.463700235E-1,3.390543920E-1
3.479308010E-1,3.031272292E-1,-2.915232256E-2,1.445374340E-1,3.370861089E-1
3.499305340E-1,3.043489456E-1,-3.709357232E-2,1.414831132E-1,3.376709717E-1
3.519303340E-1,3.067924082E-1,-4.198049009E-2,1.414831132E-1,3.404429682E-1
3.539301000E-1,3.049598038E-1,-4.625654966E-2,1.396505088E-1,3.385888582E-1
3.559298660E-1,3.031272292E-1,-4.503481835E-2,1.365961879E-1,3.355186590E-1
3.579296320E-1,3.025163710E-1,-4.442395270E-2,1.329309940E-1,3.334070957E-1
3.599293980E-1,3.019054830E-1,-2.976318821E-2,1.329309940E-1,3.312150619E-1
3.619291640E-1,3.031272292E-1,-1.326982584E-2,1.280440688E-1,3.293288462E-1
3.639289300E-1,3.025163710E-1,-4.106846638E-3,1.280440688E-1,3.285244351E-1
3.659287630E-1,3.037380576E-1,2.582555078E-2,1.219354272E-1,3.283169431E-1
3.679285960E-1,3.043489456E-1,6.064487249E-2,1.164376363E-1,3.314570929E-1
3.699288620E-1,3.031272292E-1,8.324687928E-2,1.133833081E-1,3.341735096E-1
3.719286280E-1,3.092358708E-1,1.290617883E-1,1.109398529E-1,3.529750982E-1
3.739283940E-1,3.116793334E-1,1.791527271E-1,1.017768681E-1,3.736284751E-1
3.759281600E-1,3.116793334E-1,2.072525322E-1,9.811168164E-2,3.869412373E-1
3.779279260E-1,3.159553707E-1,2.652847171E-1,9.017043561E-2,4.222966787E-1
3.799276920E-1,3.208423257E-1,3.184300065E-1,8.222918212E-2,4.594552267E-1
3.819275250E-1,3.251183629E-1,3.709644079E-1,7.245533913E-2,4.985642567E-1
3.839273580E-1,3.220640123E-1,3.947881460E-1,7.062274218E-2,5.143641511E-1
3.859271240E-1,3.226749003E-1,4.375487268E-1,6.145976111E-2,5.471245579E-1
3.879268900E-1,3.214531839E-1,4.570963979E-1,5.962716788E-2,5.619827983E-1
3.899266560E-1,3.190096915E-1,4.937483072E-1,5.168592185E-2,5.901067773E-1
3.919264220E-1,3.098467290E-1,5.230698586E-1,4.618813470E-2,6.097051879E-1
3.939261880E-1,3.074032664E-1,5.371197462E-1,4.191207513E-2,6.202830096E-1
3.959259540E-1,3.019054830E-1,5.609434843E-1,3.702515364E-2,6.381029504E-1
3.979257870E-1,2.945750952E-1,5.817129612E-1,3.274909407E-2,6.528682555E-1
3.999255530E-1,2.878555954E-1,5.927084684E-1,3.335996345E-2,6.597553027E-1
4.019253190E-1,2.774708867E-1,6.128670573E-1,2.725131065E-2,6.733043568E-1
4.039260520E-1,2.731948197E-1,6.232517958E-1,2.725131065E-2,6.810439372E-1
4.059259180E-1,2.713622153E-1,6.275278330E-1,2.847304009E-2,6.842801671E-1
4.079256840E-1,2.603666484E-1,6.366907954E-1,2.664044313E-2,6.883862824E-1
4.099254500E-1,2.536471188E-1,6.421886086E-1,3.580342233E-2,6.913934878E-1
4.119252160E-1,2.450950146E-1,6.427994370E-1,3.824688494E-2,6.890032704E-1
4.139250160E-1,2.267690599E-1,6.244735122E-1,8.039658517E-2,6.692196835E-1
4.159247490E-1,1.901171356E-1,6.018714309E-1,1.304875314E-1,6.445314115E-1
4.179244820E-1,1.772889644E-1,5.951519608E-1,1.549221426E-1,6.400297678E-1
4.199242150E-1,1.461348385E-1,5.804911852E-1,1.989044547E-1,6.307839481E-1
4.219239480E-1,1.131481230E-1,5.694956183E-1,2.361672223E-1,6.268195226E-1
4.239236810E-1,9.970909357E-2,5.615543723E-1,2.544931769E-1,6.245414266E-1
4.259234140E-1,6.977669895E-2,5.554457307E-1,2.795386612E-1,6.257240690E-1
4.279231470E-1,3.923343122E-2,5.597218275E-1,3.045841455E-1,6.384350304E-1
4.299224470E-1,2.274006978E-2,5.615543723E-1,3.155797124E-1,6.445548687E-1
4.319221800E-1,-5.359731615E-3,5.652195215E-1,3.351273835E-1,6.571241872E-1
4.339219130E-1,-3.590299189E-2,5.603326559E-1,3.479555547E-1,6.605564156E-1
4.359216460E-1,-4.812030122E-2,5.560565591E-1,3.540641963E-1,6.609658958E-1
4.379213790E-1,-7.438750565E-2,5.438392758E-1,3.620054722E-1,6.575276578E-1
4.399211120E-1,-9.698951989E-2,5.304002762E-1,3.644489050E-1,6.508105902E-1
4.419208450E-1,-1.244784519E-1,5.383414626E-1,3.668923974E-1,6.632619744E-1
4.439205450E-1,-1.397500932E-1,5.536131263E-1,3.656706512E-1,6.780358451E-1
4.459203450E-1,-1.702933460E-1,5.786585808E-1,3.681141138E-1,7.066495437E-1
4.479200780E-1,-1.843432486E-1,5.872107148E-1,3.638380766E-1,7.149664348E-1
4.499198110E-1,-2.099995911E-1,5.811020732E-1,3.601728678E-1,7.151950380E-1
4.519195440E-1,-2.332124561E-1,5.676630139E-1,3.522316217E-1,7.075990831E-1
4.539192770E-1,-2.448189110E-1,5.560565591E-1,3.467338383E-1,6.995423866E-1
4.559190100E-1,-2.619231343E-1,5.444501638E-1,3.351273835E-1,6.908980188E-1
4.579187430E-1,-2.814708352E-1,5.187938213E-1,3.229101002E-1,6.727880743E-1
4.599185430E-1,-2.820816934E-1,4.968026280E-1,3.149688542E-1,6.523712993E-1
4.619183430E-1,-2.930772603E-1,4.283857346E-1,2.911450863E-1,5.951252636E-1
4.639171090E-1,-2.942989767E-1,4.051728845E-1,2.856473029E-1,5.765165528E-1
4.659169750E-1,-2.961315811E-1,3.795165420E-1,2.764843404E-1,5.551308940E-1
4.679165410E-1,-2.985750437E-1,3.337016404E-1,2.624344230E-1,5.190141307E-1
4.699162740E-1,-2.985750437E-1,3.086561561E-1,2.575475276E-1,5.007458520E-1
4.719160070E-1,-2.949098647E-1,2.634521127E-1,2.477736622E-1,4.666590100E-1
4.739157400E-1,-2.961315811E-1,2.127503157E-1,2.379998118E-1,4.354314189E-1
4.759155400E-1,-2.973533273E-1,1.913700253E-1,2.343346179E-1,4.242100906E-1
4.779152730E-1,-2.949098647E-1,1.431116760E-1,2.257825136E-1,3.980333196E-1
4.799150060E-1,-2.918555439E-1,9.668592364E-2,2.227281928E-1,3.796520436E-1
4.819147390E-1,-2.875794768E-1,5.331448838E-2,2.172304094E-1,3.643260091E-1
4.839144720E-1,-2.857468724E-1,3.132333606E-2,2.166195363E-1,3.599395088E-1
4.859142050E-1,-2.771947682E-1,-1.632415131E-2,2.123434693E-1,3.495613914E-1
4.879139380E-1,-2.778056264E-1,-3.831529990E-2,2.117326260E-1,3.513897169E-1
4.899136710E-1,-2.704752386E-1,-8.413019776E-2,2.086782902E-1,3.518257718E-1
4.919134710E-1,-2.661992013E-1,-1.256690323E-1,2.056239694E-1,3.590765062E-1
4.939132040E-1,-2.655883133E-1,-1.421623975E-1,2.019587755E-1,3.626770553E-1
4.959129370E-1,-2.643665969E-1,-1.769817024E-1,1.976827085E-1,3.745539665E-1
4.979126700E-1,-2.643665969E-1,-1.971402615E-1,1.921849251E-1,3.816923181E-1
4.999124030E-1,-2.655883133E-1,-2.075249851E-1,1.903523207E-1,3.870888497E-1
5.019121360E-1,-2.668100595E-1,-2.172988057E-1,1.836328059E-1,3.900351090E-1
5.039119020E-1,-2.668100595E-1,-2.191314101E-1,1.805784851E-1,3.896341516E-1
5.059116350E-1,-2.686426342E-1,-2.172988057E-1,1.781350225E-1,3.887412020E-1
5.079114350E-1,-2.735295594E-1,-2.093575746E-1,1.750807017E-1,3.863965140E-1
5.099111680E-1,-2.735295594E-1,-1.989728510E-1,1.701937765E-1,3.786483023E-1
5.119109010E-1,-2.765838802E-1,-1.910316199E-1,1.683611721E-1,3.759484098E-1
5.139106340E-1,-2.796382010E-1,-1.714839190E-1,1.677503139E-1,3.684351038E-1
5.159103670E-1,-2.747513056E-1,-1.458275914E-1,1.671394557E-1,3.531140948E-1
5.179101000E-1,-2.778056264E-1,-1.354428679E-1,1.689720452E-1,3.522389651E-1
5.199098330E-1,-2.790273726E-1,-1.073430702E-1,1.701937765E-1,3.440126901E-1
5.219095660E-1,-2.759730220E-1,-6.763683259E-2,1.738589704E-1,3.331107797E-1
5.239095990E-1,-2.759730220E-1,-6.763683259E-2,1.738589704E-1,3.331107797E-1
5.259091990E-1,-2.753621936E-1,-4.320222139E-2,1.775241494E-1,3.304626956E-1
5.279090990E-1,-2.710861266E-1,-2.365453541E-2,1.793567538E-1,3.259080702E-1
5.299088320E-1,-2.716969848E-1,-1.449155621E-2,1.763024330E-1,3.242095073E-1
5.319085650E-1,-2.668100595E-1,6.888727192E-3,1.744698286E-1,3.188648358E-1
5.339082980E-1,-2.607014179E-1,3.743198887E-2,1.708046347E-1,3.139117811E-1
5.359080310E-1,-2.564253509E-1,5.270362273E-2,1.677503139E-1,3.109208906E-1
5.379078310E-1,-2.539818883E-1,8.752293885E-2,1.640851349E-1,3.147872232E-1
5.399076310E-1,-2.472623736E-1,1.223422587E-1,1.579764783E-1,3.179038807E-1
5.419073640E-1,-2.405428439E-1,1.565507054E-1,1.506460905E-1,3.241345827E-1
5.439070970E-1,-2.350450605E-1,1.736549437E-1,1.475917697E-1,3.273920439E-1
5.459068300E-1,-2.264929563E-1,2.023656070E-1,1.390396357E-1,3.340402946E-1
5.479065630E-1,-2.203842998E-1,2.176372409E-1,1.378179193E-1,3.390117801E-1
5.499062960E-1,-2.099995911E-1,2.481804937E-1,1.292658150E-1,3.498614535E-1
5.519060290E-1,-1.953388155E-1,2.726151049E-1,1.213245541E-1,3.566453360E-1
5.539058290E-1,-1.898410320E-1,2.811672390E-1,1.176593602E-1,3.590798779E-1
5.559055620E-1,-1.751802713E-1,2.952171266E-1,1.115507111E-1,3.609499140E-1
5.579052950E-1,-1.599086523E-1,3.049909770E-1,1.048311889E-1,3.599720147E-1
5.599050280E-1,-1.519673914E-1,3.049909770E-1,9.994427860E-2,3.551090578E-1
5.619047610E-1,-1.232567206E-1,3.043800890E-1,9.200303257E-2,3.410337458E-1
5.639044940E-1,-1.140937433E-1,2.976605892E-1,8.955956250E-2,3.311195009E-1
5.659042270E-1,-1.049307659E-1,2.958280146E-1,8.650524169E-2,3.255884468E-1
5.679039600E-1,-8.477221429E-2,2.787237465E-1,8.100745082E-2,3.023829729E-1
5.699038600E-1,-6.217020005E-2,2.634521127E-1,7.367707044E-2,2.805360229E-1
5.719035930E-1,-5.117462575E-2,2.603977919E-1,7.306619734E-2,2.752535586E-1
5.739033260E-1,-2.490741946E-2,2.500130832E-1,6.817927957E-2,2.603369653E-1
5.759030590E-1,-4.728097119E-4,2.402392626E-1,6.756841391E-2,2.495608491E-1
5.779027920E-1,1.540968660E-2,2.359631956E-1,6.512495130E-2,2.452699480E-1
5.799025250E-1,3.984429687E-2,2.261893451E-1,6.390322745E-2,2.383963303E-1
5.819022580E-1,8.260486275E-2,2.109177262E-1,6.512495130E-2,2.356928294E-1
5.839017910E-1,8.260486275E-2,2.109177262E-1,6.512495130E-2,2.356928294E-1
5.859015910E-1,1.113155261E-1,1.999221444E-1,6.451409310E-2,2.377437242E-1
5.879013240E-1,1.394153237E-1,1.925917715E-1,7.062274218E-2,2.480237784E-1
5.899010570E-1,1.516326368E-1,1.913700253E-1,6.940101087E-2,2.538334955E-1
5.919007900E-1,1.785107106E-1,1.840396374E-1,7.001187652E-2,2.657787140E-1
5.939005230E-1,2.059996426E-1,1.791527271E-1,7.367707044E-2,2.827717509E-1
5.959002560E-1,2.145517617E-1,1.760984063E-1,7.245533913E-2,2.868673619E-1
5.978999890E-1,2.420406938E-1,1.706006229E-1,7.062274218E-2,3.044270712E-1
5.998997220E-1,2.640318274E-1,1.608267725E-1,6.634669006E-2,3.161960467E-1
6.018994880E-1,2.866338491E-1,1.602158993E-1,6.023803353E-2,3.338513420E-1
6.038992210E-1,2.976294160E-1,1.571615785E-1,5.779457092E-2,3.415014545E-1
6.058989540E-1,3.153445125E-1,1.553289741E-1,4.863159359E-2,3.548722075E-1
6.078986870E-1,3.226749003E-1,1.547181159E-1,4.191207513E-2,3.602962791E-1
