"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.170140088E0,7.648376822E-1,4.754552841E-1,1.096094608E0
6.190137620E0,1.872820616E0,5.554828644E-1,3.967857361E-1
6.210135019E0,2.642780781E0,4.685535431E-1,-3.452892303E-1
6.230132485E0,5.156300068E-1,-3.609770775E0,-1.110339165E0
6.250129884E0,-4.559575319E-1,-4.986628532E0,-1.754239082E0
6.270127350E0,-2.550424099E0,-4.900199890E0,-3.929825783E0
6.290124816E0,-2.506263971E0,-2.640254021E0,-6.731567383E-1
6.310122315E0,-2.494187593E0,-2.075582027E0,3.507051468E-1
6.330119781E0,-1.315464497E0,-2.397215605E0,-1.400432587E-1
6.350117247E0,-1.106558740E-1,-1.656984329E0,-7.467041016E-1
6.370114779E0,1.550266981E0,-1.784427643E0,-2.256660461E0
6.390112245E0,8.823825121E-1,-1.862812519E0,-1.802894592E0
6.410109777E0,1.723134816E-1,-1.103278399E0,-1.968893051E0
6.430107309E0,-1.392336845E0,-8.631169796E-1,-1.837952614E0
6.450104841E0,-2.612344742E0,-1.078823209E0,-1.291559219E0
6.470102307E0,-3.320286751E0,-2.146222115E0,-5.741863251E-1
6.490099773E0,-2.213911533E0,-1.600237370E0,-6.484222412E-1
6.510097305E0,-1.601191163E0,-5.766092539E-1,-1.358375549E0
6.530094837E0,-8.790421486E-1,-1.468952417E0,-2.570829391E0
6.550092369E0,-2.654922962E0,-4.317121506E0,-1.220247269E0
6.570090002E0,-1.738845348E0,-5.778948784E0,-1.296806335E0
6.590087868E0,-3.881686926E-1,-4.430727005E0,1.155097961E0
6.610085767E0,6.965527534E-1,-5.470781326E0,1.202984571E0
6.630083767E0,-2.574604511E0,-9.412592888E0,2.757559538E0
6.650081899E0,-2.310860157E0,-1.081475258E1,3.599552512E-1
6.670080031E0,2.588798523E0,-9.150360107E0,5.203470707E0
6.690078163E0,3.144921541E0,-2.133519650E0,8.101076126E0
6.710076229E0,4.030497074E-1,2.103397846E0,5.385330200E0
6.730074361E0,-4.148672581E0,-2.344979286E0,2.970895290E0
6.750072427E0,-4.590130806E0,-5.349043846E0,3.269386292E-1
6.770070559E0,-2.458121777E-1,-3.256616116E0,1.853025913E0
6.790068358E0,2.481533766E0,1.094952583E0,2.121340752E0
6.810066490E0,3.200600386E0,2.400525570E0,2.230277061E0
6.830064556E0,1.360448837E0,1.869787216E0,2.597558022E0
6.850062622E0,-8.591187000E-1,-1.555341721E0,2.064867020E0
6.870060588E0,-6.159286499E-1,-3.463441849E0,1.466698647E0
6.890058387E0,1.679361343E0,-2.835690737E0,1.160423279E0
6.910056053E0,3.436892509E0,-1.192843676E0,1.106831074E0
6.930053586E0,4.232518673E0,9.280161858E-1,2.622947693E-1
6.950051052E0,3.620541096E0,3.293292522E-1,7.828917503E-1
6.970048451E0,-2.964935303E-1,-1.098861694E0,1.624351501E0
6.990045850E0,-4.944518089E0,-1.816492796E0,2.753154755E0
7.010043316E0,-4.047499180E0,-5.221872330E-1,3.108180046E0
7.030040815E0,-2.777134418E0,4.673568308E-1,3.926678181E0
7.050038347E0,-4.316254616E0,1.355352700E-1,5.058952808E0
7.070035813E0,-5.645699978E0,-1.651533246E0,6.471571922E0
7.090033679E0,-2.923082829E0,-3.145273685E0,6.306766510E0
7.110031145E0,3.116849422E0,-4.015390396E0,7.040131569E0
