"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.933694092E1,3.862256557E-2,2.064893723E0,2.267294168E0,3.066904080E0
2.933894175E1,2.212920412E-2,2.137586594E0,2.263018131E0,3.113039866E0
2.934094152E1,1.296622586E-2,2.163243055E0,2.262407303E0,3.130219712E0
2.934294128E1,-9.635788389E-3,2.197451353E0,2.260574818E0,3.152631251E0
2.934494105E1,-3.651385754E-2,2.202949286E0,2.259352922E0,3.155787452E0
2.934694081E1,-5.239635333E-2,2.191342831E0,2.262407303E0,3.150113583E0
2.934894058E1,-8.110702783E-2,2.161410332E0,2.263628960E0,3.130860751E0
2.935094041E1,-1.153154746E-1,2.110708714E0,2.266683340E0,3.099393859E0
2.935294018E1,-1.324197054E-1,2.075889349E0,2.264850616E0,3.075125995E0
2.935493994E1,-1.709042192E-1,1.998309493E0,2.267294168E0,3.027056644E0
2.935693971E1,-2.075561285E-1,1.906068683E0,2.266683340E0,2.968843333E0
2.935893954E1,-2.454297841E-1,1.804665208E0,2.268515825E0,2.909160762E0
2.936093931E1,-2.643665969E-1,1.747854710E0,2.269737482E0,2.876907023E0
2.936293908E1,-3.034619689E-1,1.631790280E0,2.271570206E0,2.813336077E0
2.936493884E1,-3.254531324E-1,1.574979901E0,2.275846243E0,2.786746769E0
2.936693867E1,-3.633267581E-1,1.463191509E0,2.282565594E0,2.735514836E0
2.936893844E1,-3.840962052E-1,1.408213615E0,2.285620213E0,2.711946762E0
2.937093821E1,-4.219698310E-1,1.289705634E0,2.293561220E0,2.664924433E0
2.937293797E1,-4.549565315E-1,1.169976234E0,2.305167675E0,2.624810059E0
2.937493774E1,-4.757259786E-1,1.112554789E0,2.312498331E0,2.609931397E0
2.937693750E1,-5.056583285E-1,9.897709489E-1,2.324715614E0,2.576749806E0
2.937893720E1,-5.368124843E-1,8.718739152E-1,2.338765383E0,2.553067818E0
2.938093697E1,-5.514732599E-1,8.181177974E-1,2.343652248E0,2.542861645E0
2.938293677E1,-5.826273561E-1,7.093837857E-1,2.360145807E0,2.532383901E0
2.938493650E1,-6.125597954E-1,6.116453409E-1,2.374195576E0,2.527082143E0
2.938693624E1,-6.272205710E-1,5.664412975E-1,2.382136822E0,2.527614928E0
2.938893597E1,-6.565420628E-1,4.845853448E-1,2.404127836E0,2.538838532E0
2.939093570E1,-6.858636141E-1,4.118923843E-1,2.420621395E0,2.549406239E0
2.939293544E1,-6.980809569E-1,3.819600046E-1,2.430395365E0,2.557348646E0
2.939493517E1,-7.261807323E-1,3.202626109E-1,2.451164484E0,2.576453750E0
2.939693497E1,-7.487826943E-1,2.652847171E-1,2.478042841E0,2.602258217E0
2.939893370E1,-7.719956040E-1,2.188589573E-1,2.499422789E0,2.625069662E0
2.940093343E1,-7.866563797E-1,1.993112862E-1,2.511029243E0,2.638905286E0
2.940293317E1,-8.104801178E-1,1.699897498E-1,2.533020496E0,2.664951664E0
2.940493290E1,-8.196431398E-1,1.602158993E-1,2.544016123E0,2.677592584E0
2.940693263E1,-8.398016095E-1,1.431116760E-1,2.566618204E0,2.704307065E0
2.940893237E1,-8.550733328E-1,1.241748556E-1,2.591052771E0,2.731322804E0
2.941093210E1,-8.630145192E-1,1.198987961E-1,2.601437569E0,2.743473566E0
2.941293190E1,-8.709558249E-1,1.125684157E-1,2.613654852E0,2.757249967E0
2.941493163E1,-8.679014444E-1,1.266183108E-1,2.612433195E0,2.755738070E0
2.941693137E1,-8.636254072E-1,1.296726316E-1,2.611211300E0,2.753377615E0
2.941893126E1,-8.507972360E-1,1.455551386E-1,2.614265680E0,2.753075967E0
2.942093100E1,-8.355255723E-1,1.449442804E-1,2.625872135E0,2.759405062E0
2.942293073E1,-8.251408935E-1,1.425008029E-1,2.634423971E0,2.764299845E0
2.942493046E1,-8.000953794E-1,1.198987961E-1,2.657026052E0,2.777465712E0
2.942693020E1,-7.628326416E-1,8.996640146E-2,2.680849791E0,2.788720709E0
2.942893000E1,-7.432850003E-1,6.919698417E-2,2.691234589E0,2.792848801E0
2.943092973E1,-6.993026733E-1,2.826900966E-2,2.710171461E0,2.799080691E0
2.943292946E1,-6.510443091E-1,-1.937847957E-2,2.729719162E0,2.806350107E0
2.943492920E1,-6.229445338E-1,-4.320222139E-2,2.737660408E0,2.807972727E0
2.943692893E1,-5.679666400E-1,-9.084970504E-2,2.749877691E0,2.809389096E0
2.943892873E1,-5.148213506E-1,-1.323885471E-1,2.760873318E0,2.811581268E0
2.944092846E1,-4.848889410E-1,-1.476601809E-1,2.767592669E0,2.813625773E0
2.944292820E1,-4.274676144E-1,-1.702621877E-1,2.776144981E0,2.814018254E0
2.944492800E1,-3.627158999E-1,-1.757599860E-1,2.784086227E0,2.813110470E0
2.944692773E1,-3.346160948E-1,-1.824794859E-1,2.787751436E0,2.813685264E0
2.944892746E1,-2.796382010E-1,-1.873664260E-1,2.797525167E0,2.817703101E0
2.945092719E1,-2.313798666E-1,-1.806468964E-1,2.797525167E0,2.812884108E0
2.945292693E1,-2.014474720E-1,-1.727056652E-1,2.792638302E0,2.805216037E0
2.945492666E1,-1.525782645E-1,-1.574340165E-1,2.783475399E0,2.792096147E0
2.945692639E1,-1.079850942E-1,-1.372754723E-1,2.769425392E0,2.774927447E0
2.945892613E1,-6.766798347E-2,-1.250581592E-1,2.763316631E0,2.766972588E0
2.946092593E1,-4.689856619E-2,-1.140625924E-1,2.757208109E0,2.759964910E0
2.946292566E1,-1.146838348E-2,-1.048996150E-1,2.751099348E0,2.753122423E0
2.946492539E1,1.174449548E-2,-1.036778763E-1,2.748656034E0,2.750635750E0
2.946692513E1,4.656381533E-2,-9.695836902E-2,2.740714788E0,2.742824578E0
2.946892486E1,7.955053449E-2,-9.023884684E-2,2.731551647E0,2.734199286E0
2.947092459E1,9.360044450E-2,-8.290845901E-2,2.726053953E0,2.728920118E0
2.947292432E1,1.217002422E-1,-6.336077303E-2,2.716279984E0,2.719743092E0
2.947492412E1,1.430805176E-1,-3.831529990E-2,2.710782290E0,2.714826093E0
2.947692392E1,1.559086889E-1,-2.854145691E-2,2.712004185E0,2.716631891E0
2.947892342E1,1.724020541E-1,-1.082636416E-2,2.715669155E0,2.721157592E0
2.948092316E1,1.931714714E-1,2.001805231E-3,2.719334364E0,2.726187559E0
2.948292289E1,2.029453069E-1,4.445266444E-3,2.714447498E0,2.722027145E0
2.948492262E1,2.237147391E-1,1.055391878E-2,2.709560633E0,2.718800929E0
2.948692236E1,2.383754998E-1,1.421911083E-2,2.697343349E0,2.707893315E0
2.948892209E1,2.481493354E-1,1.788430288E-2,2.686347723E0,2.697843960E0
2.949092189E1,2.609775066E-1,2.949074097E-2,2.664356709E0,2.677270183E0
2.949292162E1,2.738057077E-1,4.720583186E-2,2.640532732E0,2.655110368E0
2.949492136E1,2.738057077E-1,6.064487249E-2,2.622206688E0,2.637160458E0
2.949692109E1,2.780817449E-1,8.569034934E-2,2.595328808E0,2.611590304E0
2.949892082E1,2.768600285E-1,1.168444753E-1,2.567229033E0,2.584757051E0
2.950092055E1,2.774708867E-1,1.266183108E-1,2.551346540E0,2.569511911E0
2.950292029E1,2.689187527E-1,1.528855264E-1,2.523857594E0,2.542744272E0
2.950492002E1,2.585340440E-1,1.748766601E-1,2.498811960E0,2.518230115E0
2.950691982E1,2.524254024E-1,1.791527271E-1,2.487205505E0,2.506392928E0
2.950891955E1,2.420406938E-1,1.968678087E-1,2.463992596E0,2.483666673E0
2.951091929E1,2.255473286E-1,2.103068531E-1,2.445055962E0,2.464426754E0
2.951291902E1,2.169952244E-1,2.158046365E-1,2.436503887E0,2.455648542E0
2.951491875E1,1.992801279E-1,2.304654121E-1,2.416345119E0,2.435477492E0
2.951691848E1,1.821759045E-1,2.439044565E-1,2.391299725E0,2.410599887E0
2.951891815E1,1.669042706E-1,2.591760755E-1,2.368086815E0,2.388067092E0
2.952091788E1,1.583521515E-1,2.616195381E-1,2.357091427E0,2.376846689E0
2.952291768E1,1.430805176E-1,2.720042467E-1,2.334489346E0,2.354633485E0
2.952491742E1,1.339175403E-1,2.768911719E-1,2.323493719E0,2.343763147E0
2.952691715E1,1.229219660E-1,2.842215598E-1,2.299059153E0,2.319819970E0
2.952891688E1,1.113155261E-1,2.921628058E-1,2.280122280E0,2.301457769E0
2.953091662E1,1.100938022E-1,2.903302014E-1,2.269737482E0,2.290877672E0
2.953291635E1,1.039851457E-1,2.884976268E-1,2.250190020E0,2.270990734E0
2.953491608E1,9.665476531E-2,2.823889554E-1,2.239194393E0,2.258999158E0
2.953691582E1,9.665476531E-2,2.762803137E-1,2.234307289E0,2.253397883E0
2.953891568E1,1.015416905E-1,2.628412843E-1,2.236751080E0,2.254429340E0
2.954091541E1,1.070394740E-1,2.359631956E-1,2.244692087E0,2.259597009E0
2.954291515E1,1.033742800E-1,2.176372409E-1,2.237972736E0,2.250905191E0
2.954491488E1,1.003199518E-1,1.925917715E-1,2.211705208E0,2.222340120E0
2.954691461E1,1.064286083E-1,1.760984063E-1,2.190936089E0,2.200576888E0
2.954891435E1,1.100938022E-1,1.730440706E-1,2.185438156E0,2.195040963E0
2.955091408E1,1.186459139E-1,1.577724516E-1,2.186659813E0,2.195552353E0
2.955291388E1,1.223111004E-1,1.473877430E-1,2.195822954E0,2.204160066E0
2.955491368E1,1.259762943E-1,1.473877430E-1,2.204985857E0,2.213494026E0
2.955691341E1,1.339175403E-1,1.296726316E-1,2.220257521E0,2.228069199E0
2.955891308E1,1.351392865E-1,1.137901470E-1,2.235528946E0,2.242498716E0
2.956091281E1,1.369718760E-1,1.040163040E-1,2.239805222E0,2.246398922E0
2.956291394E1,1.345284134E-1,9.546418488E-2,2.245302916E0,2.251354367E0
2.956491368E1,1.351392865E-1,9.118813276E-2,2.249579191E0,2.255478761E0
2.956691341E1,1.357501447E-1,9.607505053E-2,2.247746468E0,2.253890570E0
2.956891321E1,1.357501447E-1,1.089032218E-1,2.250190020E0,2.256910086E0
2.957091301E1,1.296414882E-1,1.241748556E-1,2.250190020E0,2.257339459E0
2.957291278E1,1.253654361E-1,1.339486986E-1,2.250190020E0,2.257656721E0
2.957491254E1,1.198676452E-1,1.522746533E-1,2.248968363E0,2.257302487E0
2.957691231E1,1.149807200E-1,1.687680185E-1,2.245913744E0,2.255178874E0
2.957891214E1,1.125372648E-1,1.852613837E-1,2.249579191E0,2.259998441E0
2.958091191E1,1.119263917E-1,1.944243610E-1,2.251411676E0,2.262561134E0
2.958291167E1,1.131481230E-1,2.035873383E-1,2.259963751E0,2.271934519E0
2.958491151E1,1.149807200E-1,2.096959800E-1,2.266072512E0,2.278656972E0
2.958691137E1,1.137589887E-1,2.115285844E-1,2.283787489E0,2.296382099E0
2.958891124E1,1.137589887E-1,2.164155096E-1,2.303335190E0,2.316274979E0
2.959091110E1,1.155915856E-1,2.200807035E-1,2.316163301E0,2.329465469E0
2.959291097E1,1.162024513E-1,2.237458974E-1,2.343041420E0,2.356567065E0
2.959491084E1,1.180350482E-1,2.335197330E-1,2.371752262E0,2.386141767E0
2.959691070E1,1.174241826E-1,2.371849269E-1,2.387023687E0,2.401650935E0
2.959891050E1,1.204785109E-1,2.567326128E-1,2.438947201E0,2.455379839E0
2.960091044E1,1.210893691E-1,2.646738589E-1,2.456662416E0,2.473844198E0
2.960291037E1,1.259762943E-1,2.726151049E-1,2.474988222E0,2.493141737E0
2.960491030E1,1.333066821E-1,2.921628058E-1,2.514083624E0,2.534511046E0
2.960691023E1,1.430805176E-1,3.019366562E-1,2.556233406E0,2.577977309E0
2.960891017E1,1.485783011E-1,3.068235815E-1,2.577003002E0,2.599453922E0
2.961091010E1,1.632390767E-1,3.080452979E-1,2.615487337E0,2.638619509E0
2.961291003E1,1.748455167E-1,3.007149100E-1,2.652139187E0,2.674853768E0
2.961490997E1,1.840084940E-1,2.958280146E-1,2.669854164E0,2.692488551E0
2.961690997E1,2.017235905E-1,2.854432762E-1,2.704673529E0,2.727165042E0
2.961891000E1,2.169952244E-1,2.683390379E-1,2.740103722E0,2.761749658E0
2.962090997E1,2.261582017E-1,2.555108666E-1,2.755986214E0,2.777029590E0
2.962290853E1,2.408189625E-1,2.280219495E-1,2.790805578E0,2.810441879E0
2.962490850E1,2.505927980E-1,1.974786818E-1,2.825624943E0,2.843580647E0
2.962690846E1,2.579231858E-1,1.822070479E-1,2.840896845E0,2.858394420E0
2.962890843E1,2.646426857E-1,1.510529369E-1,2.875104904E0,2.891207525E0
2.963090840E1,2.750273943E-1,1.223422587E-1,2.908702612E0,2.924236410E0
2.963290840E1,2.805252075E-1,1.034054309E-1,2.925806999E0,2.941042956E0
2.963490836E1,2.896881700E-1,6.675352156E-2,2.958182812E0,2.973082713E0
2.963690833E1,2.896881700E-1,3.498852998E-2,2.993001938E0,3.007192051E0
2.963890893E1,2.933533490E-1,1.971689798E-2,3.017436743E0,3.031727138E0
2.964090889E1,2.890773416E-1,1.849516667E-2,3.029654026E0,3.043470272E0
2.964290886E1,2.866338491E-1,2.277122252E-2,3.052866936E0,3.066377997E0
2.964490882E1,2.848012745E-1,2.765814587E-2,3.062640667E0,3.075978640E0
2.964690876E1,2.811360657E-1,4.842756316E-2,3.090129614E0,3.103269848E0
2.964890869E1,2.811360657E-1,4.720583186E-2,3.124338150E0,3.137316489E0
2.965090862E1,2.793034613E-1,5.759054050E-2,3.141442299E0,3.154359969E0
2.965290856E1,2.756382823E-1,6.186660007E-2,3.157324791E0,3.169937503E0
2.965490849E1,2.628101110E-1,6.797525287E-2,3.157324791E0,3.168972961E0
2.965690842E1,2.573123276E-1,7.347303629E-2,3.152437925E0,3.163775086E0
2.965890842E1,2.408189625E-1,9.118813276E-2,3.132279396E0,3.142846363E0
2.966090836E1,2.249364555E-1,1.125684157E-1,3.106012106E0,3.116180235E0
2.966290829E1,2.145517617E-1,1.247857213E-1,3.090740442E0,3.100690313E0
2.966490816E1,2.005018592E-1,1.443334073E-1,3.060808182E0,3.070762097E0
2.966690802E1,1.827867627E-1,1.632702351E-1,3.036984444E0,3.046857837E0
2.966890789E1,1.791215688E-1,1.675462872E-1,3.025377989E0,3.035303654E0
2.967090775E1,1.675151438E-1,1.767092645E-1,2.997888803E0,3.007760756E0
2.967290762E1,1.552978158E-1,1.773201227E-1,2.972232580E0,2.981564413E0
2.967490749E1,1.479674429E-1,1.803744435E-1,2.958182812E0,2.967368338E0
2.967690735E1,1.351392865E-1,1.822070479E-1,2.933748007E0,2.942505633E0
2.967890718E1,1.155915856E-1,1.748766601E-1,2.906870127E0,2.914418843E0
2.968090702E1,1.064286083E-1,1.754875332E-1,2.889154911E0,2.896435572E0
2.968290685E1,8.260486275E-2,1.663245559E-1,2.856779099E0,2.862808802E0
2.968490668E1,6.122457981E-2,1.687680185E-1,2.823181629E0,2.828884162E0
2.968690652E1,4.656381533E-2,1.663245559E-1,2.814629316E0,2.819923800E0
2.968890635E1,2.335093543E-2,1.589941680E-1,2.780420780E0,2.785060884E0
2.969090618E1,-6.581462454E-3,1.479986012E-1,2.757818937E0,2.761795103E0
2.969290602E1,-2.307482250E-2,1.431116760E-1,2.746212482E0,2.750035708E0
2.969490588E1,-5.361808836E-2,1.315052360E-1,2.719945431E0,2.723650431E0
2.969690568E1,-8.293961734E-2,1.229531243E-1,2.695510626E0,2.699587744E0
2.969890485E1,-1.177589372E-1,1.076814979E-1,2.671076059E0,2.675838147E0
2.970090495E1,-1.373066306E-1,1.027945727E-1,2.661913157E0,2.667433502E0
2.970290475E1,-1.739585400E-1,9.424245358E-2,2.651528358E0,2.658899368E0
2.970490455E1,-1.947279572E-1,7.408390939E-2,2.628315449E0,2.636560165E0
2.970690435E1,-2.405428439E-1,5.942313746E-2,2.603270054E0,2.615034788E0
2.970890448E1,-2.875794768E-1,4.292977601E-2,2.589831114E0,2.606102477E0
2.971090428E1,-3.101814985E-1,3.498852998E-2,2.565396547E0,2.584317357E0
2.971290401E1,-3.566072285E-1,1.177564915E-2,2.541572809E0,2.566495612E0
2.971490375E1,-3.810418844E-1,-5.939442664E-3,2.528744459E0,2.557298718E0
2.971690348E1,-4.268567562E-1,-4.075876251E-2,2.508585930E0,2.544969810E0
2.971890321E1,-4.696173072E-1,-7.741067559E-2,2.487816334E0,2.532935636E0
2.972090295E1,-4.916084707E-1,-9.756922722E-2,2.481707811E0,2.531812059E0
2.972290268E1,-5.337581635E-1,-1.433841288E-1,2.470712423E0,2.531773423E0
2.972490248E1,-5.697991848E-1,-1.922533363E-1,2.462160110E0,2.534534448E0
2.972690228E1,-5.893469453E-1,-2.203531563E-1,2.459716797E0,2.538915528E0
2.972890201E1,-6.266096830E-1,-2.673897743E-1,2.455440760E0,2.548200602E0
2.973090174E1,-6.614289880E-1,-3.162589669E-1,2.453608036E0,2.560800741E0
2.973290148E1,-6.767006516E-1,-3.339740932E-1,2.452997208E0,2.566448474E0
2.973490121E1,-7.109091282E-1,-3.761237860E-1,2.451775312E0,2.580322281E0
2.973690094E1,-7.390089035E-1,-4.133865535E-1,2.454219103E0,2.596192213E0
2.973890141E1,-7.646652460E-1,-4.317125380E-1,2.460327625E0,2.612336249E0
2.974090121E1,-7.726064920E-1,-4.262147248E-1,2.468268871E0,2.621246079E0
2.974290094E1,-7.860455513E-1,-3.858976066E-1,2.467658043E0,2.618419521E0
2.974490068E1,-7.897107005E-1,-3.443588018E-1,2.457884073E0,2.604499970E0
2.974690041E1,-7.958193421E-1,-3.101503253E-1,2.467658043E0,2.611294289E0
2.974890014E1,-8.031497002E-1,-2.808288038E-1,2.480486155E0,2.622351201E0
2.975089987E1,-8.037606478E-1,-2.728875279E-1,2.487205505E0,2.628058220E0
2.975289961E1,-8.043714762E-1,-2.637245655E-1,2.506142616E0,2.645243832E0
2.975489934E1,-7.988736629E-1,-2.496746778E-1,2.527522802E0,2.662500346E0
2.975689914E1,-7.921541929E-1,-2.423443049E-1,2.537296534E0,2.669103356E0
2.975889887E1,-7.622217536E-1,-2.142444849E-1,2.562341928E0,2.681879725E0
2.976089831E1,-7.512261868E-1,-2.172988057E-1,2.567229033E0,2.683696045E0
2.976289804E1,-7.390089035E-1,-2.142444849E-1,2.574559212E0,2.687078338E0
2.976489777E1,-7.096873522E-1,-1.898098737E-1,2.589831114E0,2.692008381E0
2.976689751E1,-6.797549725E-1,-1.488819122E-1,2.602048397E0,2.693490024E0
2.976889691E1,-6.638724208E-1,-1.232255697E-1,2.609989405E0,2.695914655E0
2.977089664E1,-6.345509887E-1,-7.557807863E-2,2.620985031E0,2.697763803E0
2.977289644E1,-5.948446393E-1,-3.648270294E-2,2.625261307E0,2.692056474E0
2.977489617E1,-5.734643936E-1,-2.548713051E-2,2.624650478E0,2.686689624E0
2.977689590E1,-5.282603502E-1,-1.204809546E-2,2.623428822E0,2.676113401E0
2.977889557E1,-4.793911874E-1,-1.021549944E-2,2.617320061E0,2.660880412E0
2.978089530E1,-4.549565315E-1,-1.021549944E-2,2.617930889E0,2.657188729E0
2.978289504E1,-4.066981971E-1,-1.510242186E-2,2.611211300E0,2.642736453E0
2.978489477E1,-3.602724373E-1,-2.182194032E-2,2.612433195E0,2.637248495E0
2.978689450E1,-3.352269530E-1,-2.793059126E-2,2.611211300E0,2.632789714E0
2.978889430E1,-2.894120812E-1,-4.198049009E-2,2.616708994E0,2.632999748E0
2.979089404E1,-2.454297841E-1,-5.358693376E-2,2.619763374E0,2.631780286E0
2.979289377E1,-2.228277624E-1,-5.725212395E-2,2.622206688E0,2.632279987E0
2.979489350E1,-1.776237339E-1,-7.496721298E-2,2.642365456E0,2.649389642E0
2.979689323E1,-1.434152871E-1,-1.158951893E-1,2.685736895E0,2.692059120E0
2.979889230E1,-1.171480715E-1,-1.647644043E-1,2.721777916E0,2.729275729E0
2.980089203E1,-9.698951989E-2,-1.873664260E-1,2.737660408E0,2.745778151E0
2.980289183E1,-6.033760309E-2,-2.319595814E-1,2.771868944E0,2.782211947E0
2.980489163E1,-3.956818208E-2,-2.478420883E-1,2.784086227E0,2.795376086E0
2.980689137E1,1.970651327E-3,-2.753310204E-1,2.808520794E0,2.821985135E0
2.980889110E1,3.556824103E-2,-2.936569750E-1,2.826235771E0,2.841673478E0
2.981089083E1,5.572679266E-2,-3.015982509E-1,2.832344532E0,2.848901986E0
2.981289057E1,8.810265362E-2,-3.058742583E-1,2.843950987E0,2.861708992E0
2.981489030E1,1.131481230E-1,-2.954895496E-1,2.847005367E0,2.864534191E0
2.981689003E1,1.302523464E-1,-2.869374752E-1,2.853114128E0,2.870463206E0
2.981888986E1,1.662933975E-1,-2.527289987E-1,2.856168270E0,2.872145997E0
2.982088966E1,1.736237854E-1,-2.429551482E-1,2.856168270E0,2.871736341E0
2.982288940E1,1.809541583E-1,-2.252400666E-1,2.854335785E0,2.868921447E0
2.982488913E1,1.962257922E-1,-1.861446798E-1,2.853724957E0,2.866513654E0
2.982688886E1,2.053887844E-1,-1.372754723E-1,2.857389927E0,2.868049215E0
2.982888860E1,2.084431052E-1,-1.158951893E-1,2.858611822E0,2.868543493E0
2.983088833E1,2.114974409E-1,-6.336077303E-2,2.862887621E0,2.871388390E0
2.983288806E1,2.139408886E-1,-1.082636416E-2,2.865942240E0,2.873936818E0
2.983488786E1,2.121082842E-1,1.299738046E-2,2.869607210E0,2.877464925E0
2.983688760E1,2.066105008E-1,6.186660007E-2,2.873883247E0,2.881964659E0
2.983888740E1,1.950040758E-1,1.089032218E-1,2.883046389E0,2.891685145E0
2.984088713E1,1.907280087E-1,1.278400421E-1,2.892820120E0,2.901918072E0
2.984288686E1,1.772889644E-1,1.663245559E-1,2.903815746E0,2.913973425E0
2.984488659E1,1.669042706E-1,1.950352192E-1,2.922141552E0,2.933395136E0
2.984688633E1,1.601847559E-1,2.066416591E-1,2.930693865E0,2.942333506E0
2.984888606E1,1.418588012E-1,2.304654121E-1,2.949019670E0,2.961411022E0
2.985088586E1,1.198676452E-1,2.451261729E-1,2.964291573E0,2.976823747E0
2.985288559E1,1.094829366E-1,2.494022399E-1,2.973454237E0,2.985903229E0
2.985488533E1,8.810265362E-2,2.616195381E-1,2.987504482E0,3.000231640E0
2.985688506E1,6.366804242E-2,2.658956051E-1,3.002165079E0,3.014589401E0
2.985888473E1,4.350948706E-2,2.689499259E-1,3.016214848E0,3.028494534E0
2.986088446E1,2.945958637E-2,2.658956051E-1,3.021712542E0,3.033531774E0
2.986288419E1,8.690169081E-3,2.610086799E-1,3.030875683E0,3.042105924E0
2.986488392E1,-2.916270634E-3,2.530674338E-1,3.036373615E0,3.046902749E0
2.986688372E1,-2.307482250E-2,2.310762852E-1,3.046147346E0,3.054986474E0
2.986888346E1,-4.323337600E-2,1.974786818E-1,3.047369242E0,3.054067165E0
2.987088319E1,-5.117462575E-2,1.760984063E-1,3.049201727E0,3.054711224E0
2.987288292E1,-6.461366266E-2,1.266183108E-1,3.048590899E0,3.051903273E0
2.987488266E1,-7.805269957E-2,6.797525287E-2,3.046147346E0,3.047905267E0
2.987688239E1,-8.232875168E-2,3.987545148E-2,3.046147346E0,3.047520588E0
2.987888206E1,-9.454605728E-2,-7.191288471E-2,3.040649652E0,3.042969065E0
2.988088236E1,-9.698951989E-2,-1.097865403E-1,3.039427757E0,3.042955988E0
2.988288216E1,-9.943297505E-2,-1.439950019E-1,3.036373615E0,3.041411877E0
2.988488189E1,-1.049307659E-1,-2.179096788E-1,3.029654026E0,3.039292452E0
2.988688162E1,-1.067633554E-1,-2.832722664E-1,3.024767160E0,3.039877952E0
2.988888135E1,-1.098176911E-1,-3.138155341E-1,3.021101713E0,3.039341323E0
2.989088109E1,-1.092068255E-1,-3.614630103E-1,3.014993191E0,3.038546623E0
2.989288082E1,-1.116502807E-1,-3.950605989E-1,3.010717392E0,3.038578266E0
2.989488055E1,-1.110394225E-1,-4.054453075E-1,3.006441116E0,3.035688363E0
2.989688035E1,-1.128720194E-1,-4.249930084E-1,3.000943422E0,3.032988720E0
2.989888009E1,-1.122611463E-1,-4.317125380E-1,2.992391109E0,3.025455806E0
2.990087982E1,-1.147046164E-1,-4.353777170E-1,2.987504482E0,3.021240463E0
2.990287955E1,-1.134828776E-1,-4.286582172E-1,2.977119684E0,3.009961436E0
2.990487929E1,-1.128720194E-1,-4.127756953E-1,2.966734886E0,2.997438865E0
2.990687902E1,-1.140937433E-1,-4.017801285E-1,2.959404469E0,2.988732083E0
2.990887875E1,-1.257001907E-1,-3.797889650E-1,2.944743633E0,2.971793274E0
2.991087848E1,-1.366957575E-1,-3.480239809E-1,2.927639484E0,2.951419891E0
2.991287828E1,-1.428044140E-1,-3.327523470E-1,2.917865753E0,2.940247911E0
2.991487802E1,-1.654064357E-1,-2.973221838E-1,2.897096157E0,2.917006327E0
2.991687775E1,-1.861758381E-1,-2.576159239E-1,2.873272419E0,2.890799509E0
2.991887755E1,-2.124430537E-1,-2.227966040E-1,2.845172644E0,2.861778774E0
2.992087728E1,-2.307690084E-1,-2.063032389E-1,2.829901218E0,2.846779982E0
2.992287702E1,-2.668100595E-1,-1.672078669E-1,2.795692682E0,2.813368737E0
2.992487675E1,-2.845251560E-1,-1.507145017E-1,2.774923086E0,2.793540327E0
2.992687648E1,-3.272857070E-1,-1.122299954E-1,2.730940819E0,2.752771197E0
2.992887628E1,-3.700462878E-1,-7.618895173E-2,2.686958551E0,2.713389996E0
2.993087602E1,-3.926482797E-1,-5.847385526E-2,2.660691500E0,2.690143327E0
2.993287575E1,-4.396848977E-1,-3.098491952E-2,2.609989405E0,2.646946839E0
2.993487548E1,-4.867215455E-1,-8.382904343E-3,2.556233406E0,2.602171663E0
2.993687521E1,-5.074909925E-1,1.390940160E-3,2.528133631E0,2.578567179E0
2.993887498E1,-5.655231476E-1,2.032776177E-2,2.448110342E0,2.512662710E0
2.994087415E1,-5.850708485E-1,2.277122252E-2,2.423064709E0,2.492803444E0
2.994287388E1,-6.021750569E-1,2.399295382E-2,2.395576000E0,2.470217568E0
2.994487368E1,-6.382161379E-1,2.277122252E-2,2.345484972E0,2.430871885E0
2.994687341E1,-6.681485176E-1,1.727343537E-2,2.297837496E0,2.393068735E0
2.994887314E1,-6.840310097E-1,1.666257158E-2,2.276457071E0,2.377063916E0
2.995087288E1,-7.121307850E-1,1.116478443E-2,2.232474804E0,2.343330676E0
2.995287261E1,-7.396197319E-1,1.360824518E-2,2.190325260E0,2.311870947E0
2.995487234E1,-7.530587912E-1,1.544084027E-2,2.172610044E0,2.299471758E0
2.995687208E1,-7.701629996E-1,2.887987718E-2,2.135958195E0,2.270749326E0
2.995887181E1,-7.903215885E-1,5.148189142E-2,2.100527763E0,2.244877610E0
2.996087161E1,-7.976520061E-1,6.553179026E-2,2.085256338E0,2.233570490E0
2.996287134E1,-8.092584014E-1,1.058489010E-1,2.053491116E0,2.209735032E0
2.996487108E1,-8.184213638E-1,1.534963846E-1,2.029667616E0,2.193838030E0
2.996687081E1,-8.251408935E-1,1.767092645E-1,2.016839266E0,2.186258055E0
2.996887054E1,-8.312495947E-1,2.310762852E-1,1.996680856E0,2.175110705E0
2.997087028E1,-8.349147439E-1,2.836107016E-1,1.979576707E0,2.167081355E0
2.997287001E1,-8.373582363E-1,3.110996187E-1,1.974078894E0,2.166780853E0
2.997486981E1,-8.391907811E-1,3.618014157E-1,1.958807230E0,2.161496518E0
2.997686961E1,-8.391907811E-1,4.100597799E-1,1.948422432E0,2.160726767E0
2.997886934E1,-8.367472887E-1,4.467116892E-1,1.938648701E0,2.158253030E0
2.998086907E1,-8.343039155E-1,4.638159275E-1,1.935594320E0,2.158173675E0
2.998286881E1,-8.294169307E-1,4.931374490E-1,1.930707455E0,2.158413367E0
2.998486854E1,-8.288061023E-1,5.035221577E-1,1.928874850E0,2.158937773E0
