"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.272702497E1,1.675151438E-1,-3.480239809E-1,-2.161790989E-2,3.868453808E-1
1.272902470E1,1.595738828E-1,-3.150372505E-1,-3.750040755E-2,3.551317697E-1
1.273102443E1,1.546869725E-1,-2.930461168E-1,-4.360905662E-2,3.342242299E-1
1.273302417E1,1.491891742E-1,-2.533398867E-1,-5.643722787E-2,2.993721239E-1
1.273502390E1,1.381936073E-1,-2.179096788E-1,-6.743279845E-2,2.667007378E-1
1.273702363E1,1.314740926E-1,-2.032489181E-1,-7.170886546E-2,2.524633064E-1
1.273902337E1,1.186459139E-1,-1.769817024E-1,-7.842837274E-2,2.270470998E-1
1.274102310E1,1.107046679E-1,-1.549905688E-1,-8.514789492E-2,2.086330844E-1
1.274302283E1,1.027634218E-1,-1.384972036E-1,-8.575876057E-2,1.926041570E-1
1.274502257E1,9.482216835E-2,-1.134517267E-1,-8.942394704E-2,1.727980909E-1
1.274702230E1,8.260486275E-2,-8.779538423E-2,-9.675433487E-2,1.545735882E-1
1.274902203E1,7.832880318E-2,-7.802154869E-2,-9.919779748E-2,1.485360781E-1
1.275102176E1,6.550063193E-2,-6.091731787E-2,-1.010303944E-1,1.349384786E-1
1.275302150E1,5.267246813E-2,-4.931087419E-2,-1.065281853E-1,1.286631473E-1
1.275502123E1,4.350948706E-2,-4.686741158E-2,-1.046955884E-1,1.226816855E-1
1.275702103E1,3.312477842E-2,-3.709357232E-2,-1.065281853E-1,1.175646134E-1
1.275902076E1,2.335093543E-2,-3.220665082E-2,-1.053064466E-1,1.125698993E-1
1.276102053E1,8.079303429E-3,-3.098491952E-2,-1.071390435E-1,1.118218003E-1
1.276302026E1,3.192381933E-3,-3.403924406E-2,-1.046955884E-1,1.101364048E-1
1.276502000E1,-7.803192828E-3,-3.037405200E-2,-1.059173122E-1,1.104624365E-1
1.276701973E1,-1.635530591E-2,-3.403924406E-2,-1.010303944E-1,1.078578081E-1
1.276901946E1,-2.551828325E-2,-3.953703493E-2,-9.919779748E-2,1.097932736E-1
1.277101919E1,-3.895732015E-2,-4.870000854E-2,-9.736520052E-2,1.156258877E-1
1.277301899E1,-4.201164469E-2,-4.931087419E-2,-9.247828275E-2,1.129104662E-1
1.277501873E1,-5.178549141E-2,-6.213904545E-2,-8.514789492E-2,1.174442936E-1
1.277701846E1,-5.606154725E-2,-6.763683259E-2,-7.842837274E-2,1.177652235E-1
1.277901819E1,-6.033760309E-2,-7.252375782E-2,-7.293058932E-2,1.192442563E-1
1.278101793E1,-6.583538651E-2,-8.290845901E-2,-5.826982483E-2,1.208448724E-1
1.278301809E1,-6.583538651E-2,-8.535192162E-2,-5.582636222E-2,1.213912326E-1
1.278501782E1,-7.011145353E-2,-8.779538423E-2,-5.093944073E-2,1.233631713E-1
1.278701756E1,-7.072231174E-2,-9.023884684E-2,-4.177646339E-2,1.220244555E-1
1.278901736E1,-7.194404304E-2,-9.146057814E-2,-3.322435170E-2,1.210158677E-1
1.279101712E1,-6.950058043E-2,-9.879095852E-2,-3.078088909E-2,1.246492972E-1
1.279301689E1,-7.072231174E-2,-9.879095852E-2,-2.283964120E-2,1.236242212E-1
1.279501666E1,-7.133317739E-2,-1.036778763E-1,-1.917444915E-2,1.272995826E-1
1.279701642E1,-7.255490869E-2,-1.055104733E-1,-1.673098840E-2,1.291379135E-1
1.279901619E1,-7.377664000E-2,-1.079539433E-1,-1.001147088E-2,1.311383851E-1
1.280101599E1,-6.950058043E-2,-1.140625924E-1,-6.957144476E-3,1.337497945E-1
1.280301582E1,-7.316577435E-2,-1.158951893E-1,-5.735413637E-3,1.371780610E-1
1.280501565E1,-7.194404304E-2,-1.177277863E-1,-1.459356979E-3,1.379779211E-1
1.280701542E1,-7.194404304E-2,-1.232255697E-1,-1.459356979E-3,1.426976387E-1
1.280901519E1,-7.438750565E-2,-1.256690323E-1,9.841038845E-4,1.460382660E-1
1.281101495E1,-7.560923696E-2,-1.232255697E-1,-2.376265766E-4,1.445730065E-1
1.281301472E1,-7.866355777E-2,-1.244473010E-1,-1.459356979E-3,1.472318436E-1
1.281501448E1,-7.988528907E-2,-1.256690323E-1,-3.902818076E-3,1.489617303E-1
1.281701425E1,-8.293961734E-2,-1.305559576E-1,-5.735413637E-3,1.547796277E-1
1.281901408E1,-8.904827386E-2,-1.348320097E-1,-1.428752672E-2,1.622140540E-1
1.282101392E1,-9.454605728E-2,-1.397189349E-1,-2.345050685E-2,1.703239971E-1
1.282301368E1,-9.698951989E-2,-1.446058452E-1,-2.894829400E-2,1.765101163E-1
1.282501345E1,-1.018764451E-1,-1.494927853E-1,-4.116560146E-2,1.855303471E-1
1.282701321E1,-1.037090346E-1,-1.482710391E-1,-4.849597812E-2,1.873278538E-1
1.282901298E1,-1.073742285E-1,-1.501036435E-1,-5.888069049E-2,1.937195511E-1
1.283101275E1,-1.098176911E-1,-1.476601809E-1,-7.109799236E-2,1.972774159E-1
1.283301251E1,-1.116502807E-1,-1.470493227E-1,-7.293058932E-2,1.985148844E-1
1.283501234E1,-1.134828776E-1,-1.421623975E-1,-8.514789492E-2,2.008449023E-1
1.283701211E1,-1.110394225E-1,-1.354428679E-1,-9.370001405E-2,1.986308547E-1
1.283901188E1,-1.092068255E-1,-1.275016218E-1,-9.797606617E-2,1.943761916E-1
1.284101158E1,-1.037090346E-1,-1.146734506E-1,-1.083607748E-1,1.888057776E-1
1.284301178E1,-1.012655720E-1,-1.116191298E-1,-1.089716405E-1,1.859794737E-1
1.284501154E1,-1.012655720E-1,-1.091756672E-1,-1.101933643E-1,1.852474559E-1
1.284701131E1,-9.760037810E-2,-1.006235555E-1,-1.150802895E-1,1.813681526E-1
1.284901108E1,-9.149172902E-2,-9.451489896E-2,-1.138585582E-1,1.739757853E-1
1.285101088E1,-9.088086337E-2,-8.901711553E-2,-1.126368344E-1,1.699130208E-1
1.285301061E1,-8.171788603E-2,-8.229760081E-2,-1.126368344E-1,1.616717800E-1
1.285501034E1,-7.622010261E-2,-7.252375782E-2,-1.089716405E-1,1.514728290E-1
1.285701007E1,-7.316577435E-2,-6.763683259E-2,-1.065281853E-1,1.458637238E-1
1.285900981E1,-6.522452831E-2,-5.847385526E-2,-1.034738570E-1,1.355738542E-1
1.286100957E1,-5.728327483E-2,-5.480866134E-2,-9.675433487E-2,1.250870267E-1
1.286300931E1,-5.239635333E-2,-4.808914661E-2,-9.553261101E-2,1.190983780E-1
1.286500904E1,-4.384424165E-2,-4.625654966E-2,-8.698049188E-2,1.078313121E-1
1.286700884E1,-3.651385754E-2,-4.564568400E-2,-8.148270100E-2,1.002807101E-1
1.286900857E1,-2.857261151E-2,-4.686741158E-2,-7.537405193E-2,9.324267318E-2
1.287100830E1,-2.063136362E-2,-4.931087419E-2,-6.315674633E-2,8.274049846E-2
1.287300804E1,-8.414058015E-3,-4.808914661E-2,-5.032857507E-2,7.011653060E-2
1.287500777E1,1.359786023E-3,-5.480866134E-2,-4.360905662E-2,7.005418043E-2
1.287700750E1,1.479882188E-2,-5.725212395E-2,-2.772656269E-2,6.531135510E-2
1.287900724E1,3.007045202E-2,-6.641510129E-2,-1.673098840E-2,7.480055974E-2
1.288100690E1,5.022900552E-2,-7.435635477E-2,3.732386394E-4,8.973271308E-2
1.288300577E1,5.755938590E-2,-7.863240689E-2,8.925352246E-3,9.785601786E-2
1.288500550E1,7.405275106E-2,-8.779538423E-2,2.114265598E-2,1.167854928E-1
1.288700524E1,8.443745971E-2,-9.390404075E-2,2.725131065E-2,1.291908952E-1
1.288900497E1,1.045960188E-1,-1.073430702E-1,4.007947817E-2,1.551426003E-1
1.289100470E1,1.229219660E-1,-1.189495176E-1,4.863159359E-2,1.778309010E-1
1.289300443E1,1.320849508E-1,-1.287233531E-1,5.229678378E-2,1.917057367E-1
1.289500417E1,1.491891742E-1,-1.427732557E-1,6.207063049E-2,2.156255444E-1
1.289700397E1,1.662933975E-1,-1.592666209E-1,6.756841391E-2,2.399684170E-1
1.289900377E1,1.717911810E-1,-1.690404713E-1,7.245533913E-2,2.516677710E-1
1.290100357E1,1.919497401E-1,-1.922533363E-1,7.673139125E-2,2.823008226E-1
1.290300287E1,1.962257922E-1,-2.026380450E-1,8.222918212E-2,2.938169110E-1
1.290500220E1,2.035561800E-1,-2.124118954E-1,8.222918212E-2,3.054759731E-1
1.290700193E1,2.114974409E-1,-2.270726562E-1,8.467264473E-2,3.216560515E-1
1.290900167E1,2.194386721E-1,-2.435660213E-1,8.711610734E-2,3.392152026E-1
1.291100140E1,2.255473286E-1,-2.557833195E-1,8.955956250E-2,3.525870378E-1
1.291300120E1,2.286016494E-1,-2.710549533E-1,8.955956250E-2,3.657190412E-1
1.291500093E1,2.292125225E-1,-2.851048708E-1,9.261389077E-2,3.773599086E-1
1.291700067E1,2.304342538E-1,-2.918243706E-1,9.261389077E-2,3.831954350E-1
1.291900040E1,2.267690599E-1,-3.058742583E-1,9.078129381E-2,3.914390268E-1
1.292100083E1,2.261582017E-1,-3.187024593E-1,8.650524169E-2,4.002523537E-1
1.292300043E1,2.237147391E-1,-3.217567801E-1,8.406177163E-2,4.008018108E-1
1.292500016E1,2.163843513E-1,-3.284762800E-1,7.978571951E-2,4.013534789E-1
1.292699990E1,2.084431052E-1,-3.345849216E-1,7.428793609E-2,4.011412411E-1
1.292899970E1,2.047779113E-1,-3.327523470E-1,7.184447348E-2,3.972653342E-1
1.293099943E1,1.937823296E-1,-3.309197426E-1,6.329236180E-2,3.886713140E-1
1.293299916E1,1.791215688E-1,-3.242002130E-1,5.779457092E-2,3.748740147E-1
1.293499890E1,1.760672480E-1,-3.150372505E-1,4.924245924E-2,3.642430024E-1
1.293699863E1,1.626282036E-1,-3.064851463E-1,3.824688494E-2,3.490614584E-1
1.293899836E1,1.522434950E-1,-2.844939828E-1,2.664044313E-2,3.237663065E-1
1.294099816E1,1.394153237E-1,-2.594485283E-1,1.503400411E-2,2.949172640E-1
1.294299883E1,1.320849508E-1,-2.472312152E-1,8.925352246E-3,2.804449499E-1
1.294499863E1,1.223111004E-1,-2.172988057E-1,-4.513683263E-3,2.493975733E-1
1.294699836E1,1.143698543E-1,-1.995837241E-1,-1.245493162E-2,2.303676450E-1
1.294899809E1,1.027634218E-1,-1.751491129E-1,-2.589396760E-2,2.047145090E-1
1.295099783E1,8.749178052E-2,-1.409406513E-1,-3.688954189E-2,1.699409225E-1
1.295299756E1,8.443745971E-2,-1.207821146E-1,-4.360905662E-2,1.536871941E-1
1.295499729E1,7.832880318E-2,-7.313462347E-2,-5.582636222E-2,1.208331795E-1
1.295699703E1,7.466360927E-2,-2.548713051E-2,-6.926539540E-2,1.049854436E-1
1.295899676E1,6.855496019E-2,-4.416555748E-4,-7.048712671E-2,9.832808682E-2
1.296099649E1,5.511592701E-2,5.820140988E-2,-7.720664889E-2,1.112925701E-1
1.296299623E1,4.900727421E-2,7.652736455E-2,-7.842837274E-2,1.200381610E-1
1.296499723E1,4.473122209E-2,9.790764749E-2,-7.903924584E-2,1.335439705E-1
1.296699696E1,3.617910296E-2,1.370030195E-1,-8.026096970E-2,1.628513988E-1
1.296899669E1,2.884872258E-2,1.791527271E-1,-8.331529796E-2,1.996732013E-1
1.297099642E1,2.640526183E-2,1.999221444E-1,-8.575876057E-2,2.191361830E-1
1.297299616E1,2.090747468E-2,2.396283895E-1,-8.942394704E-2,2.566233229E-1
1.297499596E1,1.418795623E-2,2.756694257E-1,-9.003482014E-2,2.903466880E-1
1.297699576E1,1.296622586E-2,2.915519476E-1,-8.759135753E-2,3.047013408E-1
1.297899549E1,6.246707868E-3,3.190408647E-1,-8.636962622E-2,3.305840393E-1
1.298099452E1,7.489207783E-4,3.416428864E-1,-8.453703672E-2,3.519473445E-1
1.298299439E1,-2.916270634E-3,3.526384532E-1,-8.331529796E-2,3.623586928E-1
1.298499412E1,-9.024923667E-3,3.666883409E-1,-7.965011150E-2,3.753477439E-1
1.298699386E1,-1.146838348E-2,3.776839375E-1,-7.415232062E-2,3.850652505E-1
1.298899359E1,-1.146838348E-2,3.782947958E-1,-7.170886546E-2,3.852020739E-1
1.299099339E1,-1.330097951E-2,3.807382584E-1,-6.560020149E-2,3.865771901E-1
1.299299312E1,-1.574444026E-2,3.807382584E-1,-5.826982483E-2,3.854930366E-1
1.299499285E1,-1.513357554E-2,3.758513629E-1,-5.277203768E-2,3.798396505E-1
1.299699259E1,-1.513357554E-2,3.636340201E-1,-4.666338488E-2,3.669280545E-1
1.299899232E1,-1.146838348E-2,3.477515280E-1,-3.444607928E-2,3.496415042E-1
1.300099205E1,-8.414058015E-3,3.282038569E-1,-2.467223629E-2,3.292374331E-1
1.300299272E1,-3.527135821E-3,3.159865439E-1,-1.673098840E-2,3.164488309E-1
1.300499245E1,1.970651327E-3,2.909410596E-1,-5.735413637E-3,2.910042587E-1
1.300699225E1,5.635842681E-3,2.799454927E-1,-8.484918508E-4,2.800035028E-1
1.300899199E1,1.602055132E-2,2.500130832E-1,8.925352246E-3,2.506847857E-1
1.301099172E1,2.823785506E-2,2.213024348E-1,2.053179219E-2,2.240395023E-1
1.301299145E1,3.251391277E-2,2.017547488E-1,2.358611859E-2,2.057144579E-1
1.301499118E1,4.534208402E-2,1.644919515E-1,3.213823214E-2,1.736271080E-1
1.301699092E1,5.633765832E-2,1.260074526E-1,4.007947817E-2,1.437295183E-1
1.301899065E1,6.366804242E-2,1.052380279E-1,4.496639967E-2,1.309604491E-1
1.302099122E1,7.588534802E-2,6.736438721E-2,5.290764943E-2,1.144367339E-1
1.302299102E1,8.871351928E-2,2.704728208E-2,6.023803353E-2,1.105905270E-1
1.302498988E1,9.665476531E-2,4.445266444E-3,6.207063049E-2,1.149550661E-1
1.302698962E1,1.076503396E-1,-3.587184101E-2,6.756841391E-2,1.320639056E-1
1.302898935E1,1.192567721E-1,-7.618895173E-2,6.756841391E-2,1.568197201E-1
1.303098908E1,1.253654361E-1,-9.818009287E-2,6.817927957E-2,1.732173125E-1
1.303298881E1,1.351392865E-1,-1.415515244E-1,6.817927957E-2,2.072386908E-1
1.303498855E1,1.467457116E-1,-1.806468964E-1,6.207063049E-2,2.408741750E-1
1.303698828E1,1.491891742E-1,-1.983619928E-1,6.084889546E-2,2.555532781E-1
1.303898808E1,1.534652263E-1,-2.331813276E-1,5.474024639E-2,2.844672245E-1
1.304098781E1,1.595738828E-1,-2.618919611E-1,5.046418682E-2,3.108019587E-1
1.304298755E1,1.601847559E-1,-2.747201622E-1,4.252294078E-2,3.208403404E-1
1.304498728E1,1.656825393E-1,-2.979330420E-1,3.519255668E-2,3.427146297E-1
1.304698701E1,1.675151438E-1,-3.144263923E-1,3.152736649E-2,3.576580132E-1
1.304898674E1,1.681259871E-1,-3.174807131E-1,2.541871369E-2,3.601478332E-1
1.305098648E1,1.693477333E-1,-3.254219592E-1,1.931006089E-2,3.673567540E-1
1.305298628E1,1.687368602E-1,-3.223676383E-1,1.503400411E-2,3.641689766E-1
1.305498608E1,1.711803228E-1,-3.180915713E-1,1.197967771E-2,3.614255986E-1
1.305698581E1,1.656825393E-1,-3.132046461E-1,7.703621406E-3,3.544110607E-1
1.305898554E1,1.638499498E-1,-2.930461168E-1,5.871025845E-3,3.357935401E-1
1.306098521E1,1.632390767E-1,-2.851048708E-1,1.594969188E-3,3.285336017E-1
1.306298401E1,1.644607931E-1,-2.631137073E-1,-1.459356979E-3,3.102874557E-1
1.306498374E1,1.595738828E-1,-2.484529465E-1,-7.568009198E-3,2.953810513E-1
1.306698348E1,1.565195620E-1,-2.240183353E-1,-1.001147088E-2,2.734644719E-1
1.306898328E1,1.516326368E-1,-2.008054554E-1,-1.795271784E-2,2.522649154E-1
1.307098308E1,1.491891742E-1,-1.855338216E-1,-1.856358349E-2,2.387986919E-1
1.307298281E1,1.430805176E-1,-1.556014270E-1,-2.467223629E-2,2.128204827E-1
1.307498254E1,1.424696445E-1,-1.226147115E-1,-3.078088909E-2,1.904715995E-1
1.307698228E1,1.400261968E-1,-1.073430702E-1,-3.444607928E-2,1.797676359E-1
1.307898201E1,1.333066821E-1,-8.107586950E-2,-3.811126947E-2,1.606126924E-1
1.308098094E1,1.235328391E-1,-4.259135947E-2,-4.360905662E-2,1.377538967E-1
1.308298024E1,1.235328391E-1,-4.259135947E-2,-4.360905662E-2,1.377538967E-1
1.308498004E1,1.174241826E-1,-2.182194032E-2,-4.544165358E-2,1.277872436E-1
1.308697977E1,1.113155261E-1,-3.495981684E-3,-4.849597812E-2,1.214711000E-1
1.308897951E1,1.088720709E-1,5.056131631E-3,-5.216117203E-2,1.208283086E-1
1.309097924E1,1.027634218E-1,2.093862742E-2,-5.216117203E-2,1.171304181E-1
1.309297897E1,9.787649661E-2,3.559939563E-2,-5.460463464E-2,1.175958829E-1
1.309497871E1,9.848735482E-2,4.292977601E-2,-5.521550030E-2,1.207951829E-1
1.309697844E1,9.970909357E-2,5.514708161E-2,-5.399376526E-2,1.260889791E-1
1.309897817E1,9.909822792E-2,6.308832765E-2,-5.704809725E-2,1.305951043E-1
1.310097794E1,1.015416905E-1,7.164043933E-2,-5.399376526E-2,1.354931517E-1
1.310297767E1,1.021525487E-1,7.164043933E-2,-5.521550030E-2,1.364413692E-1
1.310497740E1,1.015416905E-1,7.164043933E-2,-4.971771315E-2,1.338466229E-1
1.310697714E1,1.039851457E-1,7.102958113E-2,-4.849597812E-2,1.349443286E-1
1.310897687E1,1.052068770E-1,6.858611852E-2,-4.605251923E-2,1.337661286E-1
1.311097660E1,1.113155261E-1,6.797525287E-2,-4.605251923E-2,1.383206994E-1
1.311297634E1,1.131481230E-1,6.186660007E-2,-4.238732904E-2,1.357448327E-1
1.311497607E1,1.186459139E-1,5.820140988E-2,-3.933300450E-2,1.378816240E-1
1.311697587E1,1.235328391E-1,5.453621596E-2,-3.627867624E-2,1.398238304E-1
1.311897560E1,1.290306300E-1,5.209275335E-2,-3.505694494E-2,1.434975533E-1
1.312097540E1,1.333066821E-1,3.865372017E-2,-3.627867624E-2,1.434605309E-1
1.312297514E1,1.381936073E-1,3.071247041E-2,-3.139175475E-2,1.450040386E-1
1.312497487E1,1.394153237E-1,2.399295382E-2,-3.017002344E-2,1.446462051E-1
1.312697460E1,1.443022490E-1,9.943053126E-3,-3.017002344E-2,1.477573473E-1
1.312897433E1,1.491891742E-1,-2.885116497E-3,-2.955915779E-2,1.521166572E-1
1.313091314E1,1.516326368E-1,-8.382904343E-3,-2.894829400E-2,1.545986201E-1
1.313291294E1,1.528543681E-1,-2.182194032E-2,-2.711569704E-2,1.567670755E-1
1.313491268E1,1.565195620E-1,-3.465010971E-2,-2.528310195E-2,1.622905993E-1
1.313691241E1,1.589630097E-1,-3.709357232E-2,-2.528310195E-2,1.651799225E-1
1.313891214E1,1.626282036E-1,-4.564568400E-2,-2.589396760E-2,1.708858059E-1
1.314091184E1,1.711803228E-1,-6.152817979E-2,-2.528310195E-2,1.836509054E-1
1.314291201E1,1.711803228E-1,-6.152817979E-2,-2.528310195E-2,1.836509054E-1
1.314491174E1,1.711803228E-1,-6.885856390E-2,-3.078088909E-2,1.870605994E-1
1.314691154E1,1.736237854E-1,-8.107586950E-2,-3.017002344E-2,1.939813027E-1
1.314891134E1,1.778998375E-1,-8.840624988E-2,-3.078088909E-2,2.010260688E-1
1.315091107E1,1.778998375E-1,-9.268230200E-2,-3.139175475E-2,2.030364587E-1
1.315291081E1,1.785107106E-1,-1.055104733E-1,-3.261348233E-2,2.099099164E-1
1.315491054E1,1.778998375E-1,-1.036778763E-1,-3.505694494E-2,2.088694415E-1
1.315691027E1,1.803433001E-1,-1.085648015E-1,-3.811126947E-2,2.139216933E-1
1.315891001E1,1.791215688E-1,-1.140625924E-1,-4.055473208E-2,2.161931953E-1
1.316090977E1,1.791215688E-1,-1.140625924E-1,-4.299819097E-2,2.166648468E-1
1.316290957E1,1.785107106E-1,-1.128408611E-1,-4.360905662E-2,2.156406352E-1
1.316490930E1,1.754563749E-1,-1.097865403E-1,-4.238732904E-2,2.112692821E-1
1.316690904E1,1.742346436E-1,-1.091756672E-1,-4.238732904E-2,2.099374264E-1
1.316890877E1,1.724020541E-1,-1.030670181E-1,-4.299819097E-2,2.054120807E-1
1.317090850E1,1.699585915E-1,-1.000126898E-1,-4.360905662E-2,2.019658653E-1
1.317290824E1,1.687368602E-1,-9.451489896E-2,-4.421992600E-2,1.983950502E-1
1.317490797E1,1.644607931E-1,-8.474105597E-2,-4.299819097E-2,1.899401050E-1
1.317690770E1,1.583521515E-1,-7.618895173E-2,-4.544165358E-2,1.815078625E-1
1.317890750E1,1.571304202E-1,-6.824769825E-2,-4.360905662E-2,1.767751880E-1
1.318090717E1,1.522434950E-1,-5.847385526E-2,-4.727425054E-2,1.698002599E-1
1.318290690E1,1.436913908E-1,-4.931087419E-2,-4.910684749E-2,1.596566959E-1
1.318490664E1,1.412479281E-1,-4.075876251E-2,-5.155030638E-2,1.557873166E-1
1.318690637E1,1.363610029E-1,-2.976318821E-2,-5.460463464E-2,1.498727347E-1
1.318890610E1,1.320849508E-1,-1.510242186E-2,-5.888069049E-2,1.454010079E-1
1.319090677E1,1.265871525E-1,-8.382904343E-3,-6.071328744E-2,1.406438180E-1
1.319290650E1,1.223111004E-1,-4.416555748E-4,-6.315674633E-2,1.376552757E-1
1.319490630E1,1.149807200E-1,1.238651481E-2,-6.254588068E-2,1.314761534E-1
1.319690607E1,1.131481230E-1,1.727343537E-2,-6.498934329E-2,1.316225059E-1
1.319890583E1,1.064286083E-1,2.704728208E-2,-6.498934329E-2,1.276017981E-1
1.320090566E1,1.009308249E-1,4.354064167E-2,-6.682194024E-2,1.286389933E-1
1.320290543E1,1.009308249E-1,4.354064167E-2,-6.682194024E-2,1.286389933E-1
1.320490520E1,9.848735482E-2,5.087102577E-2,-6.865452975E-2,1.303881313E-1
1.320690496E1,9.482216835E-2,5.759054050E-2,-6.865452975E-2,1.304659282E-1
1.320890473E1,9.237870574E-2,5.697967857E-2,-6.621107459E-2,1.271393544E-1
1.321090456E1,9.054610878E-2,6.247746199E-2,-6.682194024E-2,1.287136464E-1
1.321290433E1,8.688092232E-2,6.369919330E-2,-6.621107459E-2,1.264507346E-1
1.321490409E1,8.565919101E-2,6.431005895E-2,-6.560020149E-2,1.256052034E-1
1.321690386E1,8.321572840E-2,6.064487249E-2,-6.193501502E-2,1.201607428E-1
1.321890363E1,7.893967628E-2,5.514708161E-2,-5.888069049E-2,1.128698756E-1
1.322090423E1,7.649620622E-2,4.720583186E-2,-5.765895918E-2,1.067923953E-1
1.322290399E1,7.466360927E-2,4.292977601E-2,-5.582636222E-2,1.026362652E-1
1.322490382E1,7.222015411E-2,3.132333606E-2,-5.399376526E-2,9.545799458E-2
1.322690366E1,7.160928845E-2,3.071247041E-2,-5.338290334E-2,9.445041239E-2
1.322890342E1,6.794410199E-2,1.788430288E-2,-5.032857507E-2,8.642461891E-2
1.323090319E1,6.488977373E-2,9.943053126E-3,-4.910684749E-2,8.198188526E-2
1.323290296E1,6.000284851E-2,1.692096703E-4,-4.849597812E-2,7.715069899E-2
1.323490272E1,5.694852397E-2,-7.772038691E-3,-4.360905662E-2,7.214768733E-2
1.323690249E1,5.083987117E-2,-1.876761205E-2,-3.933300450E-2,6.696268368E-2
1.323890225E1,5.083987117E-2,-2.670885995E-2,-3.750040755E-2,6.858816419E-2
1.324090212E1,4.534208402E-2,-3.465010971E-2,-3.750040755E-2,6.828480982E-2
1.324290189E1,3.984429687E-2,-4.259135947E-2,-3.261348233E-2,6.682238490E-2
1.324490165E1,3.617910296E-2,-4.442395270E-2,-2.955915779E-2,6.446827804E-2
1.324690142E1,3.129218146E-2,-5.053260550E-2,-3.139175475E-2,6.721746131E-2
1.324890118E1,2.396179922E-2,-4.992173985E-2,-3.017002344E-2,6.306011612E-2
1.325090095E1,2.212920412E-2,-5.175433680E-2,-2.894829400E-2,6.329468207E-2
1.325290072E1,1.540968660E-2,-5.175433680E-2,-2.894829400E-2,6.126967884E-2
1.325490048E1,8.690169081E-3,-5.114347115E-2,-2.711569704E-2,5.853575579E-2
1.325690028E1,6.246707868E-3,-5.297606811E-2,-2.406137064E-2,5.851866974E-2
1.325890002E1,7.489207783E-4,-5.053260550E-2,-2.467223629E-2,5.623899310E-2
1.326089975E1,-8.414058015E-3,-4.870000854E-2,-2.406137064E-2,5.496759738E-2
1.326289948E1,-1.207924914E-2,-4.625654966E-2,-2.467223629E-2,5.379866067E-2
1.326489921E1,-2.246395871E-2,-4.992173985E-2,-2.345050685E-2,5.955447776E-2
1.326689895E1,-3.407039493E-2,-4.625654966E-2,-2.467223629E-2,6.252343113E-2
1.326889898E1,-3.468126431E-2,-4.503481835E-2,-2.222877555E-2,6.103313379E-2
1.327089871E1,-4.689856619E-2,-4.442395270E-2,-2.467223629E-2,6.914970953E-2
1.327289851E1,-5.483981594E-2,-4.564568400E-2,-2.345050685E-2,7.510565992E-2
1.327489825E1,-6.155933440E-2,-4.503481835E-2,-2.100704610E-2,7.911373143E-2
1.327689798E1,-7.011145353E-2,-4.747828096E-2,-2.100704610E-2,8.724161315E-2
1.327889771E1,-8.232875168E-2,-4.564568400E-2,-1.673098840E-2,9.561107569E-2
1.328089655E1,-9.210260212E-2,-4.625654966E-2,-1.734185405E-2,1.045145808E-1
1.328289628E1,-9.882210940E-2,-4.503481835E-2,-1.428752672E-2,1.095357366E-1
1.328489601E1,-1.061524972E-1,-4.442395270E-2,-1.184406690E-2,1.156811228E-1
1.328689574E1,-1.110394225E-1,-4.686741158E-2,-1.062233560E-2,1.209923205E-1
1.328889554E1,-1.202023998E-1,-4.320222139E-2,-7.568009198E-3,1.279543810E-1
1.329089528E1,-1.287545115E-1,-4.075876251E-2,-4.513683263E-3,1.351272522E-1
1.329289501E1,-1.360848993E-1,-3.953703493E-2,-2.681087470E-3,1.417373105E-1
1.329489474E1,-1.428044140E-1,-3.831529990E-2,-1.459356979E-3,1.478624110E-1
1.329689448E1,-1.550217122E-1,-3.770443797E-2,9.841038845E-4,1.595441141E-1
1.329889421E1,-1.599086523E-1,-3.770443797E-2,2.816699678E-3,1.643177882E-1
1.330089398E1,-1.788454652E-1,-3.587184101E-2,6.481891032E-3,1.825226131E-1
1.330289334E1,-1.800671816E-1,-3.526097536E-2,7.703621406E-3,1.836487736E-1
1.330489314E1,-1.855649650E-1,-3.342837840E-2,8.314486593E-3,1.887351144E-1
1.330689287E1,-1.965605468E-1,-3.159578145E-2,1.014708262E-2,1.993421813E-1
1.330889261E1,-2.087778598E-1,-2.670885995E-2,1.381227374E-2,2.109320669E-1
1.331089234E1,-2.142756432E-1,-2.609799616E-2,1.136881392E-2,2.161582906E-1
1.331289207E1,-2.258820832E-1,-1.937847957E-2,1.320140809E-2,2.270958347E-1
1.331489181E1,-2.356559336E-1,-1.082636416E-2,9.536217898E-3,2.360971594E-1
1.331689154E1,-2.429863065E-1,-5.939442664E-3,1.014708262E-2,2.432706013E-1
1.331889134E1,-2.558144927E-1,7.800749154E-4,9.536217898E-3,2.559933645E-1
1.332089201E1,-2.649774551E-1,9.332188405E-3,6.481891032E-3,2.652209577E-1
1.332289224E1,-2.716969848E-1,1.238651481E-2,1.594969188E-3,2.719838620E-1
1.332489197E1,-2.808599472E-1,1.666257158E-2,1.594969188E-3,2.813583039E-1
1.332689170E1,-2.961315811E-1,2.582555078E-2,-8.484918508E-4,2.972567784E-1
1.332889114E1,-2.985750437E-1,2.765814587E-2,-2.681087470E-3,2.998653331E-1
1.333089087E1,-3.095706105E-1,3.559939563E-2,-3.902818076E-3,3.116352224E-1
1.333289060E1,-3.187336028E-1,3.926458210E-2,-8.178874850E-3,3.212471182E-1
