"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
0.000000000E0,-9.366670285E-2,1.017814779E-1,-5.428117384E-2,1.485912726E-1
9.997999994E-3,-9.591424464E-2,1.036620064E-1,-5.419551213E-2,1.512696514E-1
1.999700000E-2,1.789475254E-2,1.092589977E-1,-2.505816411E-1,2.739505605E-1
3.001300000E-2,-6.318574324E-2,1.056449982E-1,5.855366580E-2,1.363152067E-1
4.001100000E-2,-7.117680854E-2,1.494500173E-1,1.804100283E-1,2.448453063E-1
4.999599999E-2,8.847626999E-3,1.135644579E-1,2.319227191E-1,2.583859792E-1
6.000999999E-2,1.041507971E-1,8.235816037E-2,-2.312185316E-1,2.666313269E-1
7.000800000E-2,7.006374536E-2,1.672647543E-2,-2.750731424E-1,2.843482672E-1
7.997699999E-2,2.440634666E-2,6.432969617E-3,-1.269764723E-1,1.294607175E-1
9.000600000E-2,-7.867795025E-2,1.673352407E-2,4.414084109E-2,9.175317180E-2
1.000040000E-1,-6.416460369E-3,4.895621505E-2,1.691259984E-1,1.761859396E-1
1.099950000E-1,-4.480610806E-2,7.955311398E-2,1.964809726E-1,2.166588513E-1
1.200030000E-1,4.978730539E-2,9.436538117E-2,-4.197131395E-2,1.146524842E-1
1.300010000E-1,9.173094557E-2,9.405975452E-2,-2.398043821E-1,2.734372788E-1
1.399920000E-1,6.229771107E-2,5.194037810E-2,-8.745546148E-2,1.192781012E-1
1.499970000E-1,7.240768169E-3,2.923837147E-2,-1.134049560E-3,3.014294541E-2
1.599950000E-1,1.398338554E-2,2.945443522E-2,-1.092070949E-3,3.262347996E-2
1.699810000E-1,-9.800292489E-2,1.062475743E-2,1.122010608E-1,1.493537305E-1
1.799980000E-1,-5.646300298E-2,2.880622340E-2,1.047730596E-1,1.224551478E-1
1.899960000E-1,-5.386850660E-2,2.763035519E-2,1.047376748E-1,1.209761673E-1
1.999900000E-1,-1.223551528E-1,-1.307028846E-1,-2.048744679E-1,2.720800894E-1
2.099950000E-1,-1.033293638E-1,-1.014901107E-2,2.365352221E-1,2.583193201E-1
2.199930000E-1,-1.024332688E-1,-1.114280133E-2,2.364976537E-1,2.579687516E-1
2.299880000E-1,-4.366799321E-2,8.391858123E-2,-4.171756763E-2,1.033904123E-1
2.399910000E-1,2.120965102E-1,8.439788846E-2,-1.530385357E-1,2.748249018E-1
2.499890000E-1,2.092773300E-1,8.292673814E-2,-1.531241061E-1,2.722514217E-1
2.599780000E-1,-2.854765998E-2,6.793576085E-2,-9.475283230E-2,1.200347271E-1
2.699890000E-1,-2.460981377E-2,3.936151431E-2,7.513266920E-2,8.831698434E-2
2.799870000E-1,-1.829505270E-2,4.539628854E-2,7.544846909E-2,8.993332783E-2
2.899860000E-1,-1.827800510E-1,-8.734643832E-2,3.217229415E-1,3.801888983E-1
2.999850000E-1,1.799736798E-1,-2.401082820E-2,6.476539596E-2,1.927734469E-1
3.099830000E-1,1.762352990E-1,-2.286226602E-2,6.479293726E-2,1.891551970E-1
3.199540000E-1,-7.334255783E-2,3.540843965E-3,2.850194024E-1,2.943258876E-1
3.299820000E-1,2.141130321E-1,1.254448124E-1,3.687944893E-1,4.445111549E-1
3.399800000E-1,2.028030004E-1,1.269673817E-1,3.688152103E-1,4.396298811E-1
3.499530000E-1,-8.434688064E-2,8.057179031E-2,-9.620528432E-1,9.690984897E-1
3.599800000E-1,3.570675328E-1,-1.156103804E-1,-5.752229096E-1,6.868365008E-1
3.699780000E-1,3.759624082E-1,-1.066075595E-1,-5.747098164E-1,6.949850914E-1
3.799680000E-1,6.587526510E-1,1.483116649E-1,1.060718760E0,1.257408324E0
3.899760000E-1,1.536648712E0,1.660908732E-1,-2.284373949E-1,1.562388903E0
3.999740000E-1,1.548695292E0,1.632749455E-1,-2.285359387E-1,1.573958224E0
4.099740000E-1,1.471209890E0,-1.486107865E-1,-1.356809116E-1,1.484908420E0
4.199730000E-1,3.476333062E-1,-3.431663989E-1,1.063676501E-1,4.999261644E-1
4.299710000E-1,3.718481611E-1,-3.506303697E-1,1.062319764E-1,5.220133560E-1
4.399710000E-1,3.974726701E-1,-4.618207667E-1,2.286098329E-1,6.507882910E-1
4.499650000E-1,3.456356050E-1,-8.205832612E-1,-1.482203273E-2,8.905282436E-1
4.599630000E-1,3.616549293E-1,-8.317232303E-1,-1.507042404E-2,9.070749348E-1
4.699680000E-1,7.629528113E-1,-3.780406183E-1,2.186271192E-2,8.517568195E-1
4.799640000E-1,1.779060093E0,-3.456615885E-1,1.077456196E-1,1.815529088E0
4.899620000E-1,1.794581235E0,-3.653522700E-1,1.072917386E-1,1.834534166E0
4.999650000E-1,2.009064268E0,-3.739784480E-1,4.310667878E-1,2.088544395E0
5.099600000E-1,1.839001071E0,-3.971326545E-2,-3.263142483E-1,1.868149638E0
5.199580000E-1,1.866517921E0,-5.898816874E-2,-3.262270517E-1,1.895730161E0
5.299610000E-1,1.741657794E0,-2.877825407E-1,-6.169723217E-1,1.869985430E0
5.399610000E-1,6.860447493E-1,-8.879789083E-2,-9.067435370E-2,6.976849589E-1
5.499590000E-1,7.349142428E-1,-1.113646075E-1,-8.929171560E-2,7.486481354E-1
5.599540000E-1,4.258613406E-1,-1.276964107E-1,-2.267679965E-1,4.990871457E-1
5.699300000E-1,8.588891703E-3,1.941565582E-1,1.611306619E-1,2.524552007E-1
5.799280000E-1,5.907840772E-2,1.666708805E-1,1.633918168E-1,2.407619705E-1
5.899560000E-1,4.826179241E-1,6.569561031E-2,3.023690779E-1,5.732914033E-1
5.999280000E-1,1.420031843E0,4.496771505E-2,-1.197966488E-1,1.425785316E0
6.099260000E-1,1.403820876E0,5.464593046E-3,-1.212029224E-1,1.409053960E0
6.199520000E-1,8.839461020E-1,-2.516308508E-1,-7.727216997E-2,9.223067735E-1
6.299500000E-1,4.204085927E-1,-3.242208720E-1,-1.330722769E-1,5.473306035E-1
6.399480000E-1,4.167179764E-1,-3.751056449E-1,-1.330487144E-1,5.762465420E-1
6.499490000E-1,1.441588042E0,-4.582731513E-1,-3.104271806E-1,1.544200569E0
6.599300000E-1,1.809269587E0,-5.084766140E-1,4.557786286E-2,1.879915489E0
6.699280000E-1,1.825756250E0,-5.411753768E-1,4.710685951E-2,1.904855829E0
6.799460000E-1,1.844857788E0,-3.132606317E-1,1.415834109E-1,1.876613531E0
6.899210000E-1,1.065436148E0,3.893903562E-1,3.011460231E-1,1.173655810E0
6.999190000E-1,1.034795641E0,3.449721653E-1,3.006859386E-1,1.131468005E0
7.099400000E-1,1.089927137E0,-6.620355519E-2,1.198685330E-1,1.098495580E0
7.199290000E-1,1.066908623E0,-1.150482437E-1,1.205832820E-1,1.079847413E0
7.299270000E-1,1.060736960E0,-1.516585472E-1,-3.621398097E-2,1.072135563E0
7.399400000E-1,1.077399112E0,-2.791306898E-1,-4.688493392E-1,1.207693045E0
7.499390000E-1,1.062186119E0,-3.042110605E-1,-4.683112126E-1,1.200041296E0
7.599370000E-1,8.873456731E-1,-3.419926800E-1,-2.019742490E-1,9.721805049E-1
7.699370000E-1,1.113876455E0,-1.812217497E-1,2.823462381E-1,1.163306270E0
7.799360000E-1,1.088210395E0,-1.993077542E-1,2.823164356E-1,1.141765306E0
7.899340000E-1,1.241253663E0,-4.919338177E-1,2.464375732E-1,1.357733779E0
7.999350000E-1,3.906447667E-1,7.458152344E-2,1.976113856E-1,4.440900777E-1
8.099330000E-1,3.570552171E-1,1.055858865E-1,1.949156547E-1,4.202724354E-1
8.199310000E-1,3.199498830E-1,-3.122137608E-1,-1.615255317E-1,4.753271057E-1
8.299310000E-1,1.141104307E0,-2.869200581E-1,-5.460439513E-1,1.297153097E0
8.399300000E-1,1.094575747E0,-2.663422627E-1,-5.477608400E-1,1.252627720E0
8.499280000E-1,1.090749987E0,1.275788109E-2,-7.873234215E-1,1.345279327E0
8.599280000E-1,1.036575844E-1,-2.407137338E-1,-5.329593080E-1,5.939138156E-1
8.699270000E-1,9.304807657E-2,-2.543181580E-1,-5.324478228E-1,5.973578107E-1
8.799250000E-1,4.653377938E-1,-7.993810745E-3,-8.663096570E-1,9.834101816E-1
8.899010000E-1,1.604858328E-2,-1.187063258E-1,2.521995474E-1,2.792012903E-1
8.999250000E-1,5.062225581E-2,-1.481364677E-1,2.542094547E-1,2.985455956E-1
9.099230000E-1,5.473411561E-1,-4.292504964E-1,1.288097389E-1,7.074109687E-1
9.199220000E-1,1.725477479E-2,2.915249597E-1,9.032863525E-1,9.493212122E-1
9.299210000E-1,7.105725582E-2,2.861613636E-1,9.051957607E-1,9.520067357E-1
9.399190000E-1,1.143283327E-1,3.048045712E-1,9.056280892E-1,9.623611745E-1
9.498980000E-1,4.776732536E-2,1.830107236E-1,8.211554843E-1,8.426570903E-1
9.599190000E-1,8.302040323E-2,-3.786047467E-2,5.479494127E-1,5.554947001E-1
9.699170000E-1,6.564136825E-2,5.543485690E-2,5.440765460E-1,5.508185731E-1
9.798970000E-1,4.039243416E-1,8.087832876E-1,-5.162862649E-1,1.041074823E0
9.899150000E-1,4.720387761E-2,6.284578612E-1,-6.170063818E-1,8.819775306E-1
9.999130000E-1,4.753388441E-2,6.251833474E-1,-6.169289061E-1,8.796106885E-1
1.009900000E0,1.199878911E0,-5.321802030E-1,-1.502797554E-1,1.321177193E0
1.019913000E0,1.476200197E0,-3.695382186E-1,1.324719871E-1,1.527505922E0
1.029911000E0,1.459579925E0,-3.985676343E-1,1.327488984E-1,1.518832442E0
1.039894000E0,1.739723389E0,-5.039105599E-1,-2.028996074E-1,1.822561816E0
1.049909000E0,1.419630870E0,-1.006689099E0,-8.375212562E-1,1.931376867E0
1.059907000E0,1.386436958E0,-1.005792648E0,-8.382472611E-1,1.906956937E0
1.069907000E0,8.847714365E-1,-6.979944847E-1,-6.773005307E-1,1.314820446E0
1.079881000E0,5.778747681E-1,-6.634596596E-1,-5.248435554E-1,1.024489495E0
1.089879000E0,5.941613102E-1,-6.379372942E-1,-5.252265480E-1,1.017769414E0
1.099904000E0,9.608503633E-1,-4.634015615E-1,-1.946278803E-1,1.084368221E0
1.109903000E0,6.239028072E-1,-1.607029016E-1,1.155167610E-1,6.545412572E-1
1.119901000E0,6.769243354E-1,-1.293450058E-1,1.164980883E-1,6.989481318E-1
1.129900000E0,-3.071974071E-2,5.847763098E-1,1.668027169E0,1.767829650E0
1.139901000E0,2.621386993E-1,1.053911724E0,1.463041476E0,1.822069423E0
1.149899000E0,2.410225946E-1,1.016504820E0,1.463029782E0,1.797729146E0
1.159898000E0,1.708381545E-1,8.222696713E-1,2.257012086E-1,8.696287270E-1
1.169886000E0,-1.459918277E-1,6.619338652E-2,-4.568250061E-2,1.666795400E-1
1.179884000E0,-1.888733065E-1,2.452137920E-2,-4.530820572E-2,1.957734851E-1
1.189895000E0,4.107534693E-2,-4.678615252E-1,-5.323995832E-1,7.099513414E-1
1.199882000E0,3.612697075E-1,-1.014053521E0,-4.937687470E-1,1.184325935E0
1.209880000E0,3.587154975E-1,-1.031579088E0,-4.931085598E-1,1.198327282E0
1.219891000E0,8.695229944E-1,-9.264898583E-1,-3.900970288E-1,1.329146112E0
1.229866000E0,6.502650520E-1,-7.799733252E-1,-1.282934297E-1,1.023553726E0
1.239864000E0,6.482570451E-1,-7.781125950E-1,-1.284028183E-1,1.020873984E0
1.249889000E0,6.621168465E-1,-4.076599450E-1,-5.794340743E-1,9.697057263E-1
1.259871000E0,-5.831264174E-2,-4.893344014E-1,-2.512207966E-1,5.531368811E-1
1.269869000E0,-6.479950624E-2,-4.352064338E-1,-2.532393650E-1,5.076748881E-1
1.279886000E0,8.457817457E-2,-2.545894871E-1,2.962041575E-1,3.996325531E-1
1.289881000E0,-5.146394697E-1,3.585472438E-1,6.379974474E-1,8.946790781E-1
1.299879000E0,-6.731449145E-1,8.894609034E-2,1.330398522E-1,6.919068472E-1
1.309883000E0,-2.520537690E-1,3.634542272E-1,2.012114980E-1,4.859178373E-1
1.319869000E0,-2.644456954E-2,6.236261608E-1,1.640456451E-1,6.453835118E-1
1.329867000E0,3.377771173E-3,5.753334585E-1,1.650536685E-1,5.985505086E-1
1.339855000E0,-4.245714083E-1,4.014991724E-1,1.280932288E-2,5.844882761E-1
1.349877000E0,9.306953768E-2,-4.152980166E-1,-5.680901470E-1,7.098315269E-1
1.359875000E0,1.375173393E-1,-4.774122211E-1,-5.649238798E-1,7.523113965E-1
1.369877000E0,2.942124131E-1,-7.827123072E-1,-3.627252622E-1,9.114653672E-1
1.379874000E0,1.238851334E0,-8.510733479E-1,-5.843576674E-2,1.504158639E0
1.389872000E0,1.264092449E0,-8.684707879E-1,-5.659245485E-2,1.534722755E0
1.399873000E0,1.050339295E0,-7.117834617E-1,1.081699666E0,1.667309959E0
1.409865000E0,1.910987020E0,2.775685330E-1,4.976146070E-1,1.994125366E0
1.419863000E0,1.874362984E0,4.270448536E-1,4.926765602E-1,1.984523645E0
1.429871000E0,2.074367580E0,-8.498324043E-2,-8.563207123E-1,2.245775628E0
1.439861000E0,1.928915314E0,-5.105642527E-1,-1.219370897E0,2.338430142E0
1.449859000E0,1.883688270E0,-4.930252005E-1,-1.220407389E0,2.297988151E0
1.459868000E0,2.008100793E0,-4.338482352E-1,-7.460941923E-1,2.185714901E0
1.469862000E0,1.328659451E0,-6.505063228E-1,3.445449165E-1,1.518948851E0
1.479860000E0,1.319194709E0,-6.796299152E-1,3.444564408E-1,1.523424347E0
1.489864000E0,1.288449318E0,-4.637619692E-1,1.816705601E-1,1.381369249E0
1.499864000E0,-1.064923420E-1,-5.840128096E-1,1.473749592E-2,5.938255421E-1
1.509862000E0,-4.839052434E-2,-5.782505979E-1,1.604489337E-2,5.804936136E-1
