"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.239931000E0,-5.506081417E-1,7.413977087E-1,-2.076846032E-1,9.465583883E-1
1.249938000E0,-3.214457469E-1,9.050629558E-1,9.037310332E-2,9.646935369E-1
1.259936000E0,-3.303921330E-1,9.135845418E-1,9.064095148E-2,9.757107453E-1
1.269918000E0,-9.947688188E-1,1.672554559E-1,5.941499150E-3,1.008749073E0
1.279937000E0,-1.097425826E0,2.339779789E-1,2.357207004E-2,1.122338977E0
1.289935000E0,-1.155013518E0,2.223742525E-1,2.452253266E-2,1.176481147E0
1.299928000E0,-9.101197010E-1,2.114195122E-1,1.876580952E-2,9.345417251E-1
1.309918000E0,-6.088230573E-1,-1.640564259E-1,-5.566221857E-1,8.410756705E-1
1.319916000E0,-6.302177270E-1,-1.644316710E-1,-5.558937688E-1,8.562885262E-1
1.329921000E0,-4.904332029E-1,-3.443356958E-1,-6.077708143E-1,8.535087349E-1
1.339917000E0,-1.157033329E-1,-5.487370692E-1,-2.941247917E-2,5.615734380E-1
1.349915000E0,-8.992930879E-2,-5.491800324E-1,-3.016130878E-2,5.573111277E-1
1.359913000E0,-7.785081591E-2,-3.571536696E-1,1.520323121E-1,3.958955888E-1
1.369916000E0,-1.305525289E-1,5.796849655E-2,4.728234724E-1,4.939294944E-1
1.379914000E0,-1.690261390E-1,5.494552261E-2,4.738853268E-1,5.061187104E-1
1.389929000E0,-7.879863130E-2,-5.687709548E-2,1.758434260E-1,2.009107731E-1
1.399914000E0,3.642926357E-2,-2.056915067E-1,-7.696412951E-1,7.974859311E-1
1.409912000E0,2.492189292E-2,-2.063666408E-1,-7.691784149E-1,7.967708110E-1
1.419900000E0,-3.504354427E-2,8.197143101E-2,-5.833033231E-1,5.900763783E-1
1.429912000E0,-4.320718876E-1,2.363338951E-1,1.575126972E-1,5.170590642E-1
1.439910000E0,-4.043131449E-1,2.363043119E-1,1.565298717E-1,4.937716554E-1
1.449927000E0,-6.525214195E-1,3.359364264E-1,3.452619313E-1,8.110753890E-1
1.459912000E0,-4.953138372E-1,1.787546815E-1,7.447798204E-2,5.318232821E-1
1.469910000E0,-5.228174951E-1,1.802028176E-1,7.539045832E-2,5.581172904E-1
1.479912000E0,-5.013828451E-1,-1.683693527E-2,-1.061315962E-1,5.127691054E-1
1.489910000E0,3.593142569E-2,-1.839414907E-1,-2.475523631E-1,3.104959127E-1
1.499908000E0,2.896822325E-2,-1.890581151E-1,-2.473453899E-1,3.126689475E-1
1.509894000E0,-2.127649383E-1,-1.466567658E-1,-3.552589616E-2,2.608432771E-1
1.519903000E0,-4.493039245E-1,-1.280417802E-1,-1.203088375E-1,4.824343794E-1
1.529901000E0,-4.435202242E-1,-1.283380878E-1,-1.205336355E-1,4.771888634E-1
1.539893000E0,-5.664010966E-2,-3.165245840E-2,9.981226355E-2,1.190481755E-1
1.549898000E0,-4.041341105E-1,2.068312524E-2,-5.584388791E-2,4.084981160E-1
1.559896000E0,-4.124979678E-1,-1.106323922E-2,-5.267556497E-2,4.159948123E-1
1.569914000E0,-3.859084124E-1,-4.292000185E-3,5.586597028E-2,3.899547803E-1
1.579921000E0,-1.986280885E-1,-8.558283585E-2,-2.941165233E-2,2.182718136E-1
1.589929625E0,-3.174029820E-1,-1.613427514E-1,5.944636661E-2,3.609847738E-1
1.599900625E0,-2.356430649E-1,1.592080609E-1,-2.535693673E-1,3.810148090E-1
1.609929625E0,-2.418374224E-1,1.598558410E-1,-2.533262875E-1,3.849849825E-1
1.619927625E0,-1.013092421E-1,-3.494718627E-2,-2.335596289E-1,2.569727001E-1
1.629925625E0,-2.794477550E-1,-1.685153847E-1,-6.229534934E-2,3.322185925E-1
1.639928625E0,-2.726463651E-1,-1.665517800E-1,-6.252273751E-2,3.255528046E-1
1.649926625E0,-5.971846130E-1,-3.822789223E-2,-9.019385875E-2,6.051658995E-1
1.659923625E0,-5.515553541E-1,1.554612199E-1,2.257393251E-1,6.159056278E-1
1.669927625E0,-5.527672992E-1,1.521648612E-1,2.257467986E-1,6.161716068E-1
1.679925625E0,-4.621395130E-1,3.972247139E-3,3.482969286E-1,5.787049842E-1
1.689925625E0,-1.662817666E-1,-1.928654564E-1,-1.413074314E-1,2.912292917E-1
1.699926625E0,-2.015970305E-1,-1.977580228E-1,-1.399777380E-1,3.151878256E-1
1.709924625E0,-3.259942640E-2,-2.809866874E-1,-5.447267198E-1,6.137942981E-1
1.719923625E0,-1.346578407E-1,-2.135439884E-1,-6.893692569E-1,7.341414996E-1
1.729909625E0,-1.285553210E-1,-2.202493743E-1,-6.896966279E-1,7.353350909E-1
1.739907625E0,-3.603217824E-2,1.332067171E-1,-3.211437017E-1,3.495362992E-1
1.749894625E0,-2.873867207E-1,2.681546620E-1,-4.702194149E-1,6.128656852E-1
1.759922625E0,-1.360274048E-1,2.400872777E-1,-1.535620785E-2,2.763714328E-1
1.769920625E0,-1.030338144E-1,4.698283815E-4,1.576816361E-2,1.042344599E-1
1.779893625E0,-1.463055857E-1,-7.952457226E-2,-1.469827755E-1,2.221112745E-1
1.789920625E0,-1.280373400E-1,-7.745468533E-2,-1.474859741E-1,2.101068805E-1
1.799918625E0,2.119161601E-1,3.266611344E-1,7.133218002E-2,3.958588581E-1
1.809892625E0,9.172424868E-2,8.768496470E-2,1.708777329E-1,2.128407631E-1
1.819919625E0,7.121833290E-2,9.534427816E-2,1.714983417E-1,2.087444934E-1
1.829917625E0,-1.255697601E-1,3.499497469E-3,-7.821694298E-2,1.479793949E-1
1.839894625E0,-2.236040864E-1,4.228202403E-1,-4.558093539E-1,6.607101560E-1
1.849916625E0,7.067683962E-2,-1.156226596E-2,-1.162121320E-1,1.365070008E-1
1.859914625E0,3.419743343E-1,-1.709892137E-1,3.067765446E-1,4.901995562E-1
1.869903625E0,-2.392246900E-2,-1.140088555E-1,2.553995960E-2,1.192585141E-1
1.879915625E0,-3.408251737E-1,1.399987697E-1,-2.087378330E-1,4.234771983E-1
1.889913625E0,-1.898730525E-1,3.290534496E-1,-1.846425353E-1,4.223988809E-1
1.899908625E0,9.647679247E-2,1.939085266E-1,2.947840881E-2,2.185801106E-1
1.909914625E0,2.104549409E-1,-1.634383204E-1,2.321538851E-1,3.534102335E-1
1.919912625E0,-1.097901533E-2,-1.940006020E-1,1.566209786E-1,2.495734427E-1
1.929907625E0,-3.774731826E-1,-2.119883915E-1,-8.228737252E-2,4.406770851E-1
1.939913625E0,-2.970847116E-1,-2.965359870E-1,-3.058710850E-1,5.193746606E-1
1.949911625E0,9.960733691E-2,-3.273966045E-1,-1.753379159E-1,3.845172856E-1
1.959904625E0,1.623212829E-1,-3.292781288E-1,-3.326651285E-1,4.954173722E-1
1.969911625E0,2.273491184E-1,-1.381943921E-1,-1.865772511E-1,3.249559697E-1
1.979909625E0,1.755114503E-1,3.325236853E-2,-2.309094149E-1,2.919403143E-1
1.989884625E0,2.364241067E-1,1.665131244E-2,5.286463103E-2,2.428338808E-1
1.999910625E0,2.239227231E-1,1.595774587E-2,-4.329486776E-2,2.286273850E-1
2.009908625E0,2.221314651E-1,1.153806283E-2,-4.324996754E-2,2.265967219E-1
2.019883625E0,2.262828603E-1,2.003305967E-1,-1.558742161E-1,3.400486025E-1
2.029908625E0,3.034871935E-1,1.097056428E-1,-4.977111134E-2,3.265225386E-1
2.039906625E0,3.134826797E-1,9.258029019E-2,-5.016193375E-2,3.306943002E-1
2.049882625E0,1.856802882E-1,1.245262514E-1,5.613688823E-2,2.305109692E-1
2.059907625E0,2.076640466E-1,1.348928166E-1,1.296629847E-1,2.795226607E-1
2.069905625E0,2.086162291E-1,1.097942464E-1,1.297747304E-1,2.691040473E-1
2.079905625E0,2.824339829E-1,-1.419711178E-1,-6.955479548E-2,3.236705463E-1
2.089906625E0,3.551292539E-1,-5.553411338E-2,-1.098184210E-1,3.758469241E-1
2.099904625E0,3.406303518E-1,-6.687276446E-2,-1.091613767E-1,3.638917550E-1
2.109904625E0,2.171548816E-1,-3.953907781E-2,-2.411820409E-1,3.269378506E-1
2.119903625E0,1.947576885E-1,-3.389002338E-1,-3.610814271E-1,5.321313021E-1
2.129901625E0,1.839480506E-1,-3.334914497E-1,-3.606818430E-1,5.245424904E-1
2.139878625E0,6.296285469E-2,-8.650511535E-2,-1.954554989E-1,2.228234909E-1
2.149902625E0,7.924517585E-2,2.994910236E-1,-1.524443855E-1,3.452737490E-1
2.159900625E0,8.346679246E-2,2.976123497E-1,-1.526097886E-1,3.447166427E-1
2.169900625E0,1.144872034E-1,3.225799606E-1,-2.576539763E-1,4.284281996E-1
2.179901625E0,1.388095009E-1,1.829498578E-1,-3.474119982E-2,2.322620911E-1
2.189899625E0,1.570892126E-1,1.776479132E-1,-3.539531596E-2,2.397678673E-1
2.199899625E0,2.543682979E-1,-1.766115125E-1,1.707771242E-1,3.536377857E-1
2.209899625E0,-6.388996271E-2,-4.038088591E-1,-3.957747757E-2,4.107431056E-1
2.219897625E0,-7.083603920E-2,-4.045168839E-1,-3.929057114E-2,4.125474552E-1
2.229896625E0,-6.902025491E-2,-1.533920913E-1,-1.736447267E-1,2.417548766E-1
2.239897625E0,1.052422804E-1,1.667971621E-1,-1.499686470E-1,2.477656674E-1
2.249895625E0,1.137373345E-1,1.677999596E-1,-1.503161269E-1,2.523647077E-1
2.259895625E0,1.570841009E-2,4.679611654E-2,-6.399646426E-2,8.082189127E-2
2.269895625E0,1.236560669E-1,-1.458510743E-2,7.399456806E-2,1.448404099E-1
2.279893625E0,1.152439336E-1,-8.588532534E-3,7.424650539E-2,1.373589119E-1
2.289894625E0,4.719516617E-2,-2.181565828E-1,-1.526768763E-1,2.704254183E-1
2.299888625E0,7.253349390E-3,-1.467442456E-1,-1.919943675E-1,2.417608774E-1
2.309886625E0,6.882332137E-3,-1.398835065E-1,-1.920589061E-1,2.377002005E-1
2.319892625E0,-5.702117910E-2,-1.381625339E-1,-1.596936173E-1,2.187289465E-1
2.329884625E0,6.985466172E-2,1.709684013E-1,-1.319736581E-1,2.269954062E-1
2.339882625E0,7.707172011E-2,1.822118478E-1,-1.323465917E-1,2.380269477E-1
2.349891625E0,1.365792084E-1,2.439415430E-1,9.177836283E-2,2.942526541E-1
2.359872625E0,1.036484573E-1,1.740461380E-1,1.413788040E-1,2.470283933E-1
2.369870625E0,1.302423889E-2,9.836855403E-3,4.817158723E-2,5.086154086E-2
2.379888625E0,-1.396315098E-1,5.952874382E-3,-1.648483399E-1,2.161188803E-1
2.389890625E0,-2.064935437E-1,7.044503863E-2,-2.237716274E-1,3.125313237E-1
2.399888625E0,-1.718792513E-1,8.266059847E-2,-1.000854747E-1,2.153888433E-1
2.409888625E0,2.871639327E-2,3.989140910E-2,-1.253288548E-1,1.346227233E-1
2.419888625E0,3.845139063E-2,4.009681539E-2,-1.256794685E-1,1.374103084E-1
2.429886625E0,7.819764717E-2,-1.336944846E-1,-8.192129114E-2,1.752146831E-1
2.439886625E0,-2.698953461E-2,-1.834146931E-1,-9.675893890E-2,2.091212014E-1
2.449887625E0,-2.972086041E-2,-1.690583169E-1,-9.671005983E-2,1.970199983E-1
2.459885625E0,3.628279996E-2,-1.503326362E-1,-2.801347115E-2,1.571658285E-1
2.469885625E0,-1.203066539E-1,-3.017044505E-2,-8.738049835E-2,1.517211199E-1
2.479885625E0,-1.311568295E-1,-1.018064998E-2,-8.688737707E-2,1.576552437E-1
2.489883625E0,-2.396366401E-1,1.131496071E-1,-3.254712625E-1,4.197143023E-1
2.499882625E0,-3.031395034E-1,-3.719602769E-2,-5.187960817E-2,3.097879868E-1
2.509884625E0,-2.706096703E-1,-4.391210990E-2,-5.291545613E-2,2.792094421E-1
2.519882625E0,-1.094784145E-1,-5.833340392E-2,2.687892128E-1,2.960336977E-1
2.529881625E0,3.305634199E-1,1.057519657E-1,2.329981363E-2,3.478484356E-1
2.539879625E0,3.297310322E-1,1.101285244E-1,2.333924122E-2,3.484186644E-1
2.549877625E0,3.922384984E-1,-6.575254529E-3,-3.041124984E-1,4.963654755E-1
2.559880625E0,2.850306034E-1,3.141587914E-2,-7.589629272E-2,2.966304934E-1
2.569880625E0,2.888083068E-1,4.629045573E-2,-7.587748113E-2,3.021761680E-1
2.579878625E0,-1.153695391E-1,4.369403525E-1,-2.876372191E-1,5.356885027E-1
2.589860625E0,-2.631616378E-2,4.938555782E-1,-5.086683387E-2,4.971652717E-1
2.599879625E0,1.580812841E-1,2.412460131E-1,1.983597013E-1,3.500512853E-1
2.609877625E0,1.544345402E-1,2.781130002E-1,2.411790990E-1,3.992044913E-1
2.619850625E0,1.418895766E-1,3.116651458E-1,5.195132792E-2,3.463621739E-1
2.629878625E0,1.192159929E-1,3.050446359E-1,5.244621707E-2,3.316855266E-1
2.639876625E0,1.628410639E-1,-1.009332662E-1,-3.665654210E-1,4.136120697E-1
2.649851625E0,1.392127212E-1,-1.223615939E-1,-4.526059203E-1,4.890855349E-1
2.659875625E0,1.441699450E-1,-1.156778427E-1,-4.527056519E-1,4.889874677E-1
2.669873625E0,1.397197296E-1,1.396979853E-1,-1.849127863E-1,2.706101781E-1
2.679857625E0,1.768216651E-1,4.106250681E-1,-5.804361957E-2,4.508302447E-1
2.689874625E0,1.033583988E-1,6.695101391E-1,-3.928486554E-2,6.785794615E-1
2.699872625E0,2.671578214E-1,6.969316801E-1,-6.053682664E-2,7.488336101E-1
2.709855625E0,3.917382326E-1,-2.360793037E-1,2.150417527E-1,5.054060110E-1
2.719872625E0,3.907875850E-1,-2.376735105E-1,2.150498657E-1,5.054206950E-1
2.729870625E0,1.221770503E-1,-3.393397617E-1,-1.773699512E-1,4.019189036E-1
2.739854625E0,2.980578436E-2,-1.431249196E-1,-1.644652377E-1,2.200498621E-1
2.749871625E0,7.255336187E-2,8.474844731E-2,-2.140638607E-1,2.413910232E-1
2.759869625E0,1.092360200E-1,2.586778603E-1,-1.783635211E-1,3.326564130E-1
2.769852625E0,3.970133713E-1,-2.396501800E-1,-5.354803350E-2,4.668181848E-1
2.779870625E0,4.041683898E-1,-2.337911969E-1,-5.364240665E-2,4.699871475E-1
2.789868625E0,3.014130399E-1,-1.012056642E-1,-2.002556427E-1,3.757588715E-1
2.799851625E0,2.111482014E-1,-2.384029735E-2,-1.762431380E-1,2.760680467E-1
2.809868625E0,2.891831315E-1,-1.109780883E-1,1.046959037E-1,3.269621567E-1
2.819866625E0,2.926669757E-1,-1.046231699E-1,1.046976305E-1,3.279657912E-1
2.829850625E0,-2.147890982E-1,-1.169497857E-1,-1.531768772E-1,2.885736730E-1
2.839866625E0,1.415574730E-1,-1.594366505E-1,-2.204943178E-1,3.067186135E-1
2.849864625E0,1.513836001E-1,-1.610758260E-1,-2.206639785E-1,3.123379700E-1
2.859847625E0,4.399283162E-1,-3.939349584E-1,1.765436803E-2,5.907904464E-1
2.869865625E0,4.907067064E-1,-2.255431876E-1,1.724187300E-1,5.669135909E-1
2.879863625E0,4.821435687E-1,-2.260279035E-1,1.725425631E-1,5.597517039E-1
2.889835625E0,1.648084327E-1,-2.261930690E-1,-3.951376576E-2,2.826419319E-1
2.899863625E0,2.929662618E-1,-9.829466441E-2,-3.517685302E-1,4.682223515E-1
2.909861625E0,2.999440001E-1,-9.706412701E-2,-3.518770326E-1,4.724460752E-1
2.919861625E0,2.928915819E-1,-1.815569231E-1,-2.278429523E-1,4.131111303E-1
