"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.156917102E1,-1.104016788E-2,1.737355739E-1,1.023961067E0
1.158116942E1,1.339444239E-2,1.810659617E-1,1.016630650E0
1.159316842E1,3.721818700E-2,1.987810582E-1,1.013576388E0
1.160516688E1,5.310068280E-2,2.061114311E-1,1.020906687E0
1.161716535E1,5.676587299E-2,1.920615286E-1,1.033734918E0
1.162916381E1,3.905078024E-2,1.822876930E-1,1.041065335E0
1.164116228E1,3.620598232E-3,1.749573052E-1,1.041676164E0
1.165315928E1,-3.913996741E-2,1.774007678E-1,1.027015328E0
1.166515774E1,-6.479631364E-2,1.761790365E-1,9.934177995E-1
1.167715621E1,-7.029409707E-2,1.639617383E-1,9.653179646E-1
1.168915460E1,-4.097256437E-2,1.474683732E-1,9.555441141E-1
1.170115307E1,6.674924400E-3,1.199794337E-1,9.567658901E-1
1.171315273E1,6.043106318E-2,1.157033741E-1,9.665396810E-1
1.172515146E1,1.025807634E-1,1.462466419E-1,9.714266062E-1
1.173715006E1,1.105220169E-1,1.670160592E-1,9.757027030E-1
1.174914872E1,8.853086829E-2,1.633508652E-1,9.799787402E-1
1.176114779E1,6.226366013E-2,1.493009627E-1,9.726483822E-1
1.177314735E1,3.110953607E-2,1.413597167E-1,9.482137561E-1
1.178514575E1,6.064059213E-3,1.547987461E-1,9.158378839E-1
1.179714421E1,-1.714882068E-2,1.786224991E-1,8.969010711E-1
1.180914274E1,-3.791823983E-2,1.859528869E-1,9.072857499E-1
1.182114081E1,-4.524862394E-2,1.725138426E-1,9.390507936E-1
1.183313724E1,-4.036169872E-2,1.578530669E-1,9.677613974E-1
1.184513564E1,-1.592708938E-2,1.700703949E-1,9.787570238E-1
1.185713410E1,1.461617276E-2,1.847311556E-1,9.769244194E-1
1.186913214E1,5.615501106E-2,1.920615286E-1,9.763135314E-1
1.188113067E1,8.425481617E-2,2.268808484E-1,9.787570238E-1
1.189313000E1,1.031916365E-1,2.897999585E-1,9.793678522E-1
1.190512846E1,8.058962226E-2,3.050715923E-1,9.738700390E-1
1.191712693E1,6.064059213E-3,2.794152498E-1,9.757027030E-1
1.192912583E1,-1.106112078E-1,2.586458325E-1,9.824221730E-1
1.194112423E1,-2.034627199E-1,2.549806535E-1,9.934177995E-1
1.195312192E1,-2.614949048E-1,2.427633554E-1,1.011132836E0
1.196512095E1,-2.627166510E-1,2.268808484E-1,1.039232612E0
1.197712035E1,-2.083496451E-1,2.232156545E-1,1.074051976E0
1.198912002E1,-1.014482304E-1,1.951158643E-1,1.098486543E0
1.200111981E1,6.674924400E-3,1.645725965E-1,1.094821453E0
1.201112031E1,1.038024947E-1,1.419705749E-1,1.078938961E0
1.202312004E1,1.807715148E-1,1.419705749E-1,1.060002089E0
1.203511964E1,2.186451703E-1,1.529661566E-1,1.060002089E0
1.204711890E1,2.265864164E-1,1.572422236E-1,1.070386887E0
1.205911807E1,1.874910444E-1,1.554096192E-1,1.092377901E0
1.207111720E1,1.166306660E-1,1.700703949E-1,1.105816960E0
1.208311600E1,3.721818700E-2,1.871746033E-1,1.107038736E0
1.209511439E1,-3.669650480E-2,1.926723868E-1,1.098486543E0
1.210711286E1,-7.762448490E-2,1.871746033E-1,1.093599677E0
1.211911132E1,-7.701361179E-2,1.822876930E-1,1.097264886E0
1.213110999E1,-4.036169872E-2,1.914506704E-1,1.089323640E0
1.214310839E1,3.599645570E-2,1.914506704E-1,1.086269259E0
1.215510645E1,1.184632629E-1,1.957267225E-1,1.075884581E0
1.216710492E1,1.734411269E-1,1.969484538E-1,1.064889073E0
1.217910248E1,1.960431486E-1,1.920615286E-1,1.039232612E0
1.219110195E1,1.954322755E-1,1.969484538E-1,1.001358986E0
1.220310041E1,1.740520000E-1,2.012245059E-1,9.793678522E-1
1.221509908E1,1.312914342E-1,2.195504606E-1,9.781461358E-1
1.222709761E1,7.142664492E-2,2.439850718E-1,9.928069115E-1
1.223909697E1,1.583790220E-2,2.696414292E-1,1.008078575E0
1.225109337E1,-4.036169872E-2,2.671979666E-1,1.030069709E0
1.226309184E1,-7.518101484E-2,2.562023997E-1,1.056947708E0
1.227509053E1,-7.457014918E-2,2.439850718E-1,1.080771446E0
1.228708850E1,-3.913996741E-2,2.415416092E-1,1.099708319E0
1.229908690E1,1.461617276E-2,2.452068031E-1,1.100319266E0
1.231108593E1,7.020491362E-2,2.439850718E-1,1.093599677E0
1.232308439E1,1.001373082E-1,2.207722068E-1,1.080160618E0
1.233508289E1,1.038024947E-1,2.085548788E-1,1.075273633E0
1.234708179E1,8.914173394E-2,2.097766250E-1,1.074662805E0
1.235908015E1,5.371154845E-2,2.061114311E-1,1.092377901E0
1.237107812E1,1.034011599E-2,2.171070129E-1,1.128418922E0
1.238307665E1,-2.631179802E-2,2.244373858E-1,1.167514443E0
1.239507448E1,-4.524862394E-2,2.207722068E-1,1.190116286E0
1.240707295E1,-4.402688891E-2,2.109983563E-1,1.195614100E0
1.241907151E1,-4.341602698E-2,2.195504606E-1,1.192559838E0
1.243107098E1,-3.913996741E-2,2.421524823E-1,1.187672973E0
1.244306921E1,-3.913996741E-2,2.555915117E-1,1.170568705E0
1.245506834E1,-3.547477722E-2,2.488719970E-1,1.150410175E0
1.246706700E1,-2.386833727E-2,2.189396024E-1,1.137581944E0
1.247906573E1,-1.287276391E-2,1.896180660E-1,1.143079758E0
1.249106433E1,-3.098919289E-3,1.871746033E-1,1.158962250E0
1.250306253E1,1.339444239E-2,2.158852667E-1,1.166292548E0
1.251506092E1,3.660732135E-2,2.238265276E-1,1.171179533E0
1.252705902E1,6.531798840E-2,1.914506704E-1,1.179120898E0
1.253905749E1,9.525038302E-2,1.657943279E-1,1.197446823E0
1.255105615E1,1.166306660E-1,1.682377905E-1,1.215161920E0
1.256305525E1,1.337348968E-1,1.804550886E-1,1.223713994E0
1.257505388E1,1.355674863E-1,1.963375807E-1,1.224935651E0
1.258705272E1,1.331240237E-1,2.195504606E-1,1.231655240E0
1.259905078E1,1.319022924E-1,2.018353790E-1,1.242039919E0
1.261104898E1,1.288479716E-1,1.596856713E-1,1.262198448E0
1.262304744E1,1.190741286E-1,1.572422236E-1,1.290298343E0
1.263504598E1,1.044133604E-1,1.969484538E-1,1.325728536E0
1.264704451E1,8.364394307E-2,2.562023997E-1,1.351384759E0
1.265904291E1,5.065722391E-2,2.879673839E-1,1.360547781E0
1.267104137E1,1.522703841E-2,2.659762204E-1,1.358104348E0
1.268303984E1,-1.348362863E-2,2.354329675E-1,1.349552274E0
1.269503847E1,-3.242045268E-2,2.140526772E-1,1.341610909E0
1.270703643E1,-3.119872138E-2,2.134418190E-1,1.328171849E0
1.271903530E1,-6.153245457E-3,2.140526772E-1,1.306791663E0
1.273103490E1,2.255742066E-2,2.000027746E-1,1.290298343E0
1.274303336E1,4.393770546E-2,1.835094094E-1,1.279302716E0
1.275503166E1,6.165279821E-2,1.725138426E-1,1.282967925E0
1.276703049E1,7.814615965E-2,1.303641349E-1,1.289076567E0
1.277902896E1,7.570269704E-2,1.224228889E-1,1.309235096E0
1.279102635E1,7.325924188E-2,1.664052010E-1,1.319619894E0
1.280302489E1,8.547654003E-2,1.706812382E-1,1.351384759E0
1.281502328E1,9.402865916E-2,1.364727914E-1,1.387425900E0
1.282702175E1,9.036346525E-2,1.126490459E-1,1.406362653E0
1.283902031E1,7.325924188E-2,1.279206723E-1,1.417969108E0
1.285101804E1,5.004635453E-2,1.657943279E-1,1.424688578E0
1.286301664E1,-4.036169872E-2,2.348220944E-1,1.454620957E0
1.287501530E1,-8.556573093E-2,2.555915117E-1,1.486385942E0
1.288701403E1,-1.020590886E-1,2.085548788E-1,1.499825120E0
1.289901266E1,-1.002264917E-1,1.505226940E-1,1.499214292E0
1.291101189E1,-6.601803750E-2,1.499118358E-1,1.476612210E0
1.292301079E1,-1.409449428E-2,1.694595218E-1,1.457064509E0
1.293500926E1,4.149424285E-2,2.073331624E-1,1.459507942E0
1.294700772E1,8.486567438E-2,2.305460423E-1,1.466838360E0
1.295900615E1,1.031916365E-1,2.250482440E-1,1.455231905E0
1.297100472E1,9.647211432E-2,2.366546988E-1,1.395367026E0
1.298300275E1,6.165279821E-2,2.537589371E-1,1.327561021E0
1.299500122E1,4.515943676E-2,2.525371909E-1,1.286022186E0
1.300699878E1,6.287452579E-2,2.195504606E-1,1.271972299E0
1.301899764E1,1.154089347E-1,1.712921113E-1,1.292741656E0
1.303099628E1,1.618347019E-1,1.602965444E-1,1.312900305E0
1.304299451E1,2.174234241E-1,1.920615286E-1,1.300683022E0
1.305499317E1,2.705687284E-1,2.299351841E-1,1.261587620E0
1.306699294E1,2.980576456E-1,2.592567205E-1,1.221881390E0
1.307899170E1,2.852294743E-1,2.836913168E-1,1.203555465E0
1.309098983E1,2.626274824E-1,3.087367713E-1,1.199890256E0
1.310298933E1,2.326950729E-1,3.142345846E-1,1.199279428E0
1.311498846E1,1.997083426E-1,3.178997934E-1,1.202944636E0
1.312698726E1,1.624455601E-1,3.362257481E-1,1.213329196E0
1.313898579E1,1.306805760E-1,3.441669643E-1,1.230433464E0
1.315098452E1,1.038024947E-1,3.124019802E-1,1.251202822E0
1.316298299E1,7.142664492E-2,2.586458325E-1,1.268307090E0
1.317498138E1,4.454856738E-2,2.012245059E-1,1.261587620E0
1.318697985E1,2.439001575E-2,1.743464321E-1,1.233487844E0
1.319897832E1,1.705963351E-2,1.609074026E-1,1.171790361E0
1.321097755E1,3.477472812E-2,1.700703949E-1,1.105206013E0
1.322297601E1,6.348539144E-2,2.055005580E-1,1.060612917E0
1.323494169E1,9.402865916E-2,2.232156545E-1,1.031902194E0
1.324694016E1,1.270153821E-1,2.183287293E-1,1.019074082E0
1.325893829E1,1.581695080E-1,1.932832599E-1,1.009300351E0
1.327093592E1,1.758846045E-1,1.602965444E-1,9.909743071E-1
1.328293432E1,1.881019026E-1,1.303641349E-1,9.531006217E-1
1.329493302E1,1.887127757E-1,1.053186655E-1,8.975118995E-1
1.330693155E1,1.844367087E-1,1.089838594E-1,8.480318785E-1
1.331893042E1,1.764954627E-1,1.517444253E-1,8.144342899E-1
1.333092965E1,1.691650897E-1,1.822876930E-1,8.034386635E-1
1.334292768E1,1.716085374E-1,1.914506704E-1,8.009952307E-1
1.335492658E1,1.777171940E-1,2.164961398E-1,8.016060591E-1
1.336692504E1,1.746628731E-1,2.164961398E-1,7.924430966E-1
1.337892344E1,1.654998958E-1,2.116092294E-1,7.875562310E-1
1.339092237E1,1.416761428E-1,2.171070129E-1,8.113799691E-1
1.340292134E1,1.062459573E-1,2.122200727E-1,8.742990494E-1
1.341491980E1,6.287452579E-2,1.963375807E-1,9.628745317E-1
1.342691827E1,8.507520892E-3,1.810659617E-1,1.030069709E0
1.343891666E1,-4.769208282E-2,1.535770297E-1,1.041676164E0
1.345091373E1,-1.093894765E-1,1.334184706E-1,9.946395159E-1
1.346291226E1,-1.582586914E-1,1.456357688E-1,9.323312640E-1
1.347491099E1,-2.010192573E-1,1.859528869E-1,8.669686913E-1
1.348690959E1,-2.272864729E-1,2.317677736E-1,8.370362520E-1
1.349890825E1,-2.144583017E-1,2.971303463E-1,8.565840125E-1
1.351090785E1,-1.973540634E-1,2.690305412E-1,8.883489370E-1
1.352290644E1,-1.930780113E-1,2.146635503E-1,9.097292423E-1
1.353490484E1,-1.918562800E-1,2.201613337E-1,9.030097127E-1
1.354690331E1,-1.692542732E-1,2.079440355E-1,8.681903481E-1
1.355890150E1,-1.173307225E-1,2.158852667E-1,8.168777227E-1
1.357089987E1,-4.158343002E-2,2.299351841E-1,7.588455081E-1
1.358289833E1,7.692442834E-2,2.421524823E-1,6.959263682E-1
1.359489673E1,1.990974694E-1,2.519263327E-1,6.476680040E-1
1.360689520E1,2.956141829E-1,2.378764153E-1,6.427811384E-1
1.361889400E1,3.536463976E-1,1.865637451E-1,6.672157645E-1
1.363089169E1,3.701397479E-1,1.071512625E-1,6.922612190E-1
1.364288969E1,3.444834054E-1,6.805588305E-2,6.739352345E-1
1.365488822E1,2.626274824E-1,8.454924822E-2,6.776004434E-1
1.366688669E1,1.502282619E-1,1.034860685E-1,7.215827703E-1
1.367888515E1,5.798760429E-2,1.731247157E-1,7.649541497E-1
1.369088468E1,2.500088140E-2,3.490538895E-1,7.899996042E-1
1.370288355E1,4.821376130E-2,4.474031925E-1,7.264696360E-1
1.371488198E1,1.380109489E-1,4.858877361E-1,5.566490889E-1
1.372688051E1,2.607948482E-1,4.266337752E-1,4.002676010E-1
1.373887898E1,3.658636808E-1,2.879673839E-1,3.239094615E-1
1.375087668E1,4.129002988E-1,2.213830501E-1,3.196333945E-1
1.376287514E1,3.768592477E-1,2.678087950E-1,3.507875502E-1
1.377487364E1,2.339167893E-1,2.458176762E-1,3.935481012E-1
1.378687210E1,1.889222860E-2,2.720848620E-1,3.972132802E-1
1.379887050E1,-1.784172505E-1,4.571770430E-1,3.471223414E-1
1.381086860E1,-2.871512473E-1,4.651182890E-1,2.823706269E-1
1.382286713E1,-2.871512473E-1,4.516792595E-1,2.670989931E-1
1.383486560E1,-1.924671531E-1,4.278555214E-1,3.312398493E-1
1.384686400E1,-5.318986997E-2,3.380583227E-1,4.375303984E-1
1.385886246E1,7.509183139E-2,3.038498759E-1,5.468752980E-1
1.387086196E1,1.929888278E-1,3.655472696E-1,6.226225495E-1
1.388286062E1,2.675143778E-1,3.331714272E-1,6.830981970E-1
1.389485928E1,2.901163995E-1,3.124019802E-1,7.368543744E-1
1.390685795E1,2.589622736E-1,3.655472696E-1,7.551802993E-1
1.391885628E1,1.758846045E-1,3.710450530E-1,7.197501063E-1
1.393085454E1,1.361783594E-1,4.736704230E-1,6.440028548E-1
1.394285301E1,1.086894199E-1,4.333533049E-1,5.389339924E-1
1.395485140E1,7.509183139E-2,2.843021750E-1,4.192044437E-1
1.396684987E1,3.905078024E-2,8.943617344E-2,2.750402391E-1
1.397884873E1,-3.486391157E-2,-1.316970587E-1,1.113283634E-1
1.399084813E1,-1.399327368E-1,-2.239377052E-1,-3.222497553E-2
1.400284653E1,-2.285081893E-1,-8.588215709E-2,-1.146917790E-1
1.401484500E1,-2.150691599E-1,2.751391828E-1,-1.348503381E-1
1.402684346E1,-9.228524566E-2,6.068390608E-1,-8.414851874E-2
1.403884173E1,9.402865916E-2,7.668857574E-1,4.107885435E-2
1.405083862E1,2.626274824E-1,6.764776707E-1,2.200623751E-1
1.406283709E1,3.200488091E-1,4.657291472E-1,3.788873255E-1
1.407483529E1,2.516318858E-1,2.671979666E-1,4.393630028E-1
1.408683382E1,1.239610538E-1,1.016534716E-1,4.234805107E-1
1.409883268E1,-2.325747348E-2,-2.784995735E-2,3.159682155E-1
1.411083281E1,-1.552043557E-1,-7.427571714E-2,1.229347959E-1
1.412283234E1,-2.370603085E-1,3.873435408E-2,-7.926159352E-2
1.413283244E1,-2.773773968E-1,8.393838257E-2,-1.892173439E-1
1.414483227E1,-3.329661489E-1,2.897999585E-1,-3.963006735E-1
1.415483243E1,-4.172655642E-1,6.715907454E-1,-6.174339056E-1
1.416683200E1,-6.255705953E-1,6.831972003E-1,-7.646524310E-1
1.417883046E1,-8.540341854E-1,5.335352421E-1,-8.801059723E-1
1.419082987E1,-9.847593307E-1,1.474683732E-1,-8.660560250E-1
1.420282913E1,-9.713203311E-1,-4.731707275E-1,-5.697863698E-1
1.421482793E1,-8.381517529E-1,-8.183095455E-1,-1.641718596E-1
1.422682696E1,-6.945983768E-1,-8.115900755E-1,1.664424501E-2
1.423882639E1,-6.188510656E-1,-6.460455656E-1,-5.346903112E-3
1.425082485E1,-5.919730067E-1,-4.462926686E-1,-3.894449398E-2
1.426282332E1,-5.522667766E-1,-3.283956647E-1,-3.833362460E-2
1.427482178E1,-4.972889125E-1,-2.642548084E-1,5.818308145E-2
1.428682025E1,-4.404784143E-1,-1.182580143E-1,2.023472786E-1
1.429881895E1,-4.026047885E-1,8.882530034E-2,3.336833119E-1
1.431081741E1,-4.166547060E-1,2.439850718E-1,4.179826975E-1
1.432281594E1,-4.697999656E-1,3.728776574E-1,4.008784890E-1
1.433481444E1,-4.795738161E-1,4.852768481E-1,3.483440876E-1
1.434681284E1,-3.128075898E-1,4.321315587E-1,3.245203197E-1
1.435881037E1,-1.409449428E-2,5.530828834E-1,4.295891523E-1
1.437080910E1,2.314733267E-1,5.329242945E-1,6.146813631E-1
1.438280757E1,3.634202182E-1,5.976760387E-1,5.077798963E-1
1.439480623E1,4.043481946E-1,8.194201589E-1,2.970314026E-1
1.440680470E1,4.183981121E-1,8.762305975E-1,1.290434599E-1
1.441680476E1,3.738049269E-1,8.511851430E-1,8.383942395E-2
1.442880323E1,1.722194105E-1,9.525887370E-1,1.595867127E-1
1.444080093E1,-3.242045268E-2,1.105915904E0,3.300181329E-1
1.445279919E1,-1.784172505E-1,1.281234264E0,5.493187308E-1
1.446479766E1,-1.991866678E-1,1.620875359E0,6.983698606E-1
1.447679616E1,-6.113111973E-2,1.845673680E0,7.936648726E-1
1.448879462E1,1.984866112E-1,2.111400127E0,7.374652028E-1
1.450079375E1,4.361131787E-1,2.126060724E0,5.535947680E-1
1.451279222E1,6.041011214E-1,1.853004098E0,3.129138649E-1
1.452479075E1,5.570645332E-1,1.426620245E0,1.265999973E-1
1.453678815E1,3.359313011E-1,1.142567873E0,7.528730482E-2
1.454878674E1,5.982020125E-2,1.295284152E0,1.669171005E-1
1.456078517E1,-1.271045655E-1,1.722278953E0,3.275746405E-1
1.457278347E1,-2.254538685E-1,2.275722980E0,4.674628079E-1
1.458478206E1,-2.413363606E-1,2.894529343E0,4.283674359E-1
1.459678173E1,-1.326023489E-1,3.338628531E0,1.235456616E-1
1.460878020E1,6.837231666E-2,3.606798410E0,-4.134048820E-1
1.462077823E1,2.846186161E-1,3.543879032E0,-8.904906511E-1
1.463277712E1,4.862041175E-1,2.851768732E0,-1.103682637E0
1.464477559E1,4.532174170E-1,1.626373172E0,-8.287932873E-1
1.465677282E1,1.428978741E-1,6.996905804E-1,-3.639248013E-1
1.466877129E1,-2.889838517E-1,3.808188736E-1,-1.043070778E-1
1.468077018E1,-5.259995461E-1,4.999376237E-1,-1.012527496E-1
1.469276865E1,-5.883077979E-1,9.104390740E-1,-2.539690435E-1
1.470476612E1,-4.331480265E-1,1.611712456E0,-4.115723073E-1
1.471676548E1,-1.655890793E-1,2.388732910E0,-4.537219703E-1
1.472876401E1,7.081577182E-2,3.006928444E0,-3.981332779E-1
1.474076254E1,1.380109489E-1,3.203016281E0,-3.315489590E-1
1.475276094E1,1.459521949E-1,2.715545893E0,-2.716841400E-1
1.476476054E1,4.454856738E-2,1.540852070E0,-1.397372633E-1
1.477675911E1,-1.631456167E-1,4.186925292E-1,-5.346903112E-3
1.478875757E1,-3.781701624E-1,-2.831916213E-1,-5.727045238E-2
1.480075597E1,-4.526957273E-1,-5.134878755E-1,-2.441952229E-1
1.481275443E1,-3.580116332E-1,-5.257051587E-1,-5.398539901E-1
1.482475277E1,-2.046844512E-1,-1.341405064E-1,-5.716189742E-1
1.483675080E1,-1.393218637E-1,4.822225273E-1,-2.558016479E-1
1.484874926E1,-7.212669402E-2,1.231143355E0,2.218949795E-1
1.486074793E1,-1.877188915E-3,1.680740118E0,5.035038590E-1
1.487274639E1,2.316828445E-2,1.766872168E0,6.201790571E-1
1.488474486E1,6.674924400E-3,1.312388420E0,5.505404472E-1
1.489674372E1,-3.486391157E-2,5.317026377E-1,3.501766622E-1
1.490874212E1,-9.533956647E-2,-1.310861856E-1,1.236818917E-2
1.492073989E1,-1.429870576E-1,-5.073791742E-1,-2.851231992E-1
1.493273845E1,-1.179415807E-1,-7.969292998E-1,-6.113252640E-1
1.494473711E1,-5.196813866E-2,-8.653461933E-1,-7.573220134E-1
1.495673474E1,1.644876786E-2,-5.751852393E-1,-6.632487774E-1
1.496873340E1,8.120048791E-2,7.049934566E-2,-3.602596223E-1
1.498073257E1,1.288479716E-1,5.970652103E-1,-5.665958300E-2
1.499273120E1,1.826041043E-1,8.157549500E-1,1.858539134E-1
1.500472966E1,2.400254458E-1,5.805718303E-1,2.335014045E-1
1.501672926E1,3.059988916E-1,1.163142398E-1,1.284325868E-1
1.502872773E1,3.640311062E-1,-4.145276546E-1,-1.195787042E-1
1.504072619E1,3.988504112E-1,-7.419514060E-1,-3.773638308E-1
1.505272466E1,3.890765607E-1,-8.720657229E-1,-6.259860396E-1
1.506472306E1,3.127184212E-1,-7.889880538E-1,-7.066201568E-1
1.507672039E1,2.443014979E-1,-5.464745760E-1,-6.290403605E-1
1.508871885E1,2.400254458E-1,-2.257702947E-1,-4.231787324E-1
1.510071772E1,3.218813837E-1,-3.945639729E-2,-2.423626184E-1
1.511271612E1,4.727651179E-1,3.140396997E-2,-1.104157269E-1
1.512471458E1,5.937164426E-1,3.506916389E-2,-5.543785542E-2
1.513671398E1,6.468616724E-1,3.995608538E-2,-7.803986967E-2
1.514871251E1,6.413639188E-1,-5.228456855E-2,-1.556197554E-1
1.516071058E1,5.986033082E-1,-1.445252299E-1,-2.331996411E-1
1.517270904E1,5.277429819E-1,-1.909509748E-1,-3.266620040E-1
1.518470764E1,4.416109920E-1,-1.628511846E-1,-4.005767107E-1
1.519670607E1,3.615876436E-1,-1.158145517E-1,-4.463916123E-1
1.520870533E1,3.200488091E-1,-7.733003795E-2,-4.653284252E-1
1.522070450E1,2.748447657E-1,-4.861937836E-2,-4.604414999E-1
1.523070463E1,2.528536320E-1,-2.357389964E-2,-4.549437165E-1
1.524270449E1,2.748447657E-1,-4.006725922E-2,-4.555546045E-1
1.525470375E1,3.353204429E-1,-9.871032834E-2,-4.616632462E-1
1.526670335E1,4.361131787E-1,-1.078733057E-1,-4.702153504E-1
1.527670348E1,5.369059443E-1,-8.893648535E-2,-4.793783128E-1
1.528870268E1,6.493051648E-1,-8.771475405E-2,-5.001477599E-1
1.530070138E1,6.945092082E-1,-1.213123426E-1,-5.141976476E-1
1.531270118E1,7.030612826E-1,-9.993205220E-2,-5.148085356E-1
1.532469978E1,6.755723953E-1,-3.884553164E-2,-4.940390885E-1
1.533669801E1,6.285357475E-1,-1.563265175E-2,-4.836543798E-1
1.534869647E1,5.711144209E-1,-5.839321762E-2,-5.080890059E-1
1.536069487E1,5.643948913E-1,-9.871032834E-2,-5.416865945E-1
1.537269384E1,6.047119498E-1,-1.347513795E-1,-5.771167874E-1
1.538469230E1,6.633550525E-1,-1.573533863E-1,-6.039948463E-1
1.539669083E1,6.853461862E-1,-1.298644543E-1,-6.058274508E-1
1.540868923E1,6.358661652E-1,-6.144754589E-2,-5.838363171E-1
1.542068776E1,5.723361373E-1,-8.221696317E-2,-5.581799150E-1
1.543268496E1,5.356842279E-1,-1.579642445E-1,-5.477952361E-1
1.544468343E1,5.411819816E-1,-2.001139522E-1,-5.545147657E-1
1.545668182E1,5.643948913E-1,-1.811771393E-1,-5.606234074E-1
1.546868029E1,5.918838382E-1,-1.170362830E-1,-5.581799150E-1
1.548067875E1,6.108206511E-1,-4.556504637E-2,-5.612342358E-1
1.549067879E1,6.407530308E-1,-2.357389964E-2,-5.728406906E-1
1.550267718E1,6.816810369E-1,-2.540649660E-2,-6.021622419E-1
1.551467565E1,7.177220583E-1,-3.395861015E-2,-6.375924349E-1
1.552667411E1,7.201655507E-1,-6.144754589E-2,-6.595835686E-1
1.553867258E1,7.055047750E-1,-1.207014769E-1,-6.766877770E-1
1.555066958E1,6.908439994E-1,-2.172181904E-1,-6.931811571E-1
1.556266804E1,6.657985449E-1,-2.636439502E-1,-6.999006867E-1
1.557466657E1,6.706854105E-1,-2.831916213E-1,-6.974571943E-1
1.558666504E1,7.048939466E-1,-2.569244504E-1,-6.846290231E-1
1.559866307E1,7.708673477E-1,-1.988922209E-1,-6.650813818E-1
1.561066147E1,8.466145992E-1,-1.121493578E-1,-6.565292478E-1
1.562265993E1,8.948729634E-1,-2.723909169E-2,-6.467554569E-1
1.563465840E1,9.015925527E-1,6.500155479E-2,-6.449227929E-1
1.564665716E1,8.496689200E-1,9.065789729E-2,-6.382033229E-1
1.565865593E1,7.818629146E-1,-2.601736225E-2,-6.559184194E-1
1.567065529E1,7.134459615E-1,-1.652946323E-1,-7.115071416E-1
1.568265395E1,6.853461862E-1,-2.428745329E-1,-7.725936174E-1
1.569465262E1,6.884005070E-1,-2.361550033E-1,-8.245171905E-1
1.570665098E1,7.116134167E-1,-2.074443400E-1,-8.526170254E-1
1.571864971E1,7.122243047E-1,-1.628511846E-1,-8.471192122E-1
1.573064808E1,6.829027534E-1,-9.565600008E-2,-7.933630943E-1
1.574264661E1,6.590789557E-1,-1.074573025E-2,-7.102854252E-1
1.575464547E1,6.383095980E-1,1.857580245E-2,-6.449227929E-1
1.576664387E1,6.279248595E-1,-1.013486460E-2,-6.131578088E-1
1.577864234E1,6.132640839E-1,-7.366485149E-2,-6.064382792E-1
1.579064027E1,6.095989347E-1,-1.707924157E-1,-6.290403605E-1
1.580263873E1,6.334226727E-1,-2.294354886E-1,-6.724117398E-1
1.581463673E1,6.645767689E-1,-2.789155841E-1,-7.035658360E-1
1.582663526E1,6.920657158E-1,-2.783047259E-1,-7.261679173E-1
1.583863373E1,7.091699839E-1,-2.489831746E-1,-7.322765589E-1
1.585063219E1,7.219980955E-1,-2.104986757E-1,-7.310547829E-1
1.586263059E1,7.097808123E-1,-1.640729010E-1,-7.078419328E-1
1.587462906E1,7.061156034E-1,-1.152036861E-1,-6.577509642E-1
1.588662752E1,7.189437747E-1,-1.029863805E-1,-6.058274508E-1
1.589862605E1,7.446001768E-1,-9.382340312E-2,-5.630668998E-1
1.591062545E1,7.623152733E-1,-1.017646492E-1,-5.569581985E-1
1.592262392E1,7.653695941E-1,-1.304753125E-1,-5.795602202E-1
1.593462238E1,7.635369897E-1,-1.494121403E-1,-6.058274508E-1
1.594662085E1,7.525413632E-1,-1.683489680E-1,-6.168230176E-1
1.595861921E1,7.018396258E-1,-1.976705045E-1,-6.113252640E-1
1.597061778E1,6.438073516E-1,-2.263811678E-1,-6.070491672E-1
1.598261624E1,6.212053895E-1,-2.410419285E-1,-6.027731299E-1
1.599461554E1,6.358661652E-1,-2.153855860E-1,-5.838363171E-1
1.600661400E1,6.651876569E-1,-1.604077220E-1,-5.606234074E-1
1.601861250E1,7.042829990E-1,-1.090950295E-1,-5.422974229E-1
1.603061177E1,7.366588712E-1,-9.504513443E-2,-5.465734601E-1
1.604261023E1,7.507088184E-1,-9.565600008E-2,-5.606234074E-1
1.605460816E1,7.525413632E-1,-7.610831410E-2,-5.758950114E-1
1.606660682E1,7.549848557E-1,-6.877793372E-2,-6.021622419E-1
1.607860529E1,7.494870424E-1,-1.103167683E-1,-6.314837933E-1
1.609060302E1,7.293285131E-1,-1.457469463E-1,-6.656922698E-1
1.610260168E1,7.006178498E-1,-1.488012671E-1,-6.858507395E-1
1.611460064E1,6.712962985E-1,-1.402491629E-1,-6.999006867E-1
1.612659904E1,6.725180745E-1,-1.542990506E-1,-7.225027084E-1
1.613859847E1,6.712962985E-1,-1.909509748E-1,-7.463263869E-1
1.615059604E1,6.682419777E-1,-2.025574148E-1,-7.573220134E-1
1.616259457E1,6.719071865E-1,-1.750684828E-1,-7.499916553E-1
1.617459244E1,6.755723953E-1,-1.323079020E-1,-7.298330665E-1
1.618659090E1,6.890113950E-1,-1.005429253E-1,-7.139505744E-1
1.619858860E1,7.079482675E-1,-9.932118654E-2,-7.139505744E-1
1.621058823E1,7.189437747E-1,-1.139819548E-1,-7.225027084E-1
1.622258663E1,7.091699839E-1,-1.072624326E-1,-7.389960289E-1
1.623458509E1,7.024504542E-1,-9.137994051E-2,-7.713719606E-1
