"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.174914872E1,4.429408312E-1,1.441353440E0,9.490905762E0
1.176114779E1,4.668835998E-1,1.429382086E0,9.440625191E0
1.177314735E1,4.453351200E-1,1.434170604E0,9.380768776E0
1.178514575E1,4.429408312E-1,1.472478986E0,9.428654671E0
1.179714421E1,4.022381604E-1,1.565855742E0,9.474145889E0
1.180914274E1,2.729473412E-1,1.575432777E0,9.481328011E0
1.182114081E1,2.202732861E-1,1.582615614E0,9.543579102E0
1.183313724E1,2.083019018E-1,1.589798450E0,9.634561539E0
1.184513564E1,2.466102988E-1,1.685569525E0,9.756669998E0
1.185713410E1,2.370332032E-1,1.659232497E0,9.737515450E0
1.186913214E1,2.083019018E-1,1.522758722E0,9.696812630E0
1.188113067E1,1.628106833E-1,1.453324795E0,9.687235832E0
1.189313000E1,2.059076279E-1,1.467690468E0,9.557945251E0
1.190512846E1,2.274561077E-1,1.608952641E0,9.325700760E0
1.191712693E1,1.987248063E-1,1.652049661E0,9.196409225E0
1.192912583E1,1.628106833E-1,1.632895470E0,9.246688843E0
1.194112423E1,1.101366431E-1,1.644866824E0,9.502876282E0
1.195312192E1,8.379961550E-2,1.599375606E0,9.823709488E0
1.196512095E1,8.619388938E-2,1.510787368E0,1.024270725E1
1.197712035E1,9.816526622E-2,1.438959122E0,1.065931129E1
1.198912002E1,1.460507661E-1,1.362342358E0,1.079578495E1
1.200111981E1,2.106961906E-1,1.333611012E0,1.082212257E1
1.201112031E1,2.298503816E-1,1.331216812E0,1.069522572E1
1.202312004E1,2.681587934E-1,1.336005330E0,1.042227840E1
1.203511964E1,3.184385598E-1,1.347976685E0,1.009186840E1
1.204711890E1,3.687183261E-1,1.304879785E0,9.660899162E0
1.205911807E1,4.118152559E-1,1.285725594E0,9.404711723E0
1.207111720E1,4.764606953E-1,1.309668303E0,9.275420189E0
1.208311600E1,5.267404318E-1,1.336005330E0,9.237112045E0
1.209511439E1,5.387118459E-1,1.307274103E0,9.337671280E0
1.210711286E1,4.812492430E-1,1.237840056E0,9.617801666E0
1.211911132E1,5.123748183E-1,1.177983165E0,9.840469360E0
1.213110999E1,5.794144869E-1,1.180377483E0,1.009905148E1
1.214310839E1,6.081457734E-1,1.206714511E0,1.019721603E1
1.215510645E1,5.913859010E-1,1.161223292E0,1.020200539E1
1.216710492E1,5.842030644E-1,1.127703428E0,9.972154617E0
1.217910248E1,5.482889414E-1,1.146857619E0,9.845257759E0
1.219110195E1,5.243461728E-1,1.175588965E0,9.634561539E0
1.220310041E1,4.764606953E-1,1.180377483E0,9.431048393E0
1.221509908E1,4.166038036E-1,1.223474383E0,9.301757812E0
1.222709761E1,3.926610649E-1,1.321639657E0,9.265843391E0
1.223909697E1,3.160442710E-1,1.379102230E0,9.332882881E0
1.225109337E1,2.178790122E-1,1.362342358E0,9.457385063E0
1.226309184E1,1.364736706E-1,1.364736676E0,9.727938652E0
1.227509053E1,1.077423692E-1,1.297696948E0,9.957788467E0
1.228708850E1,1.795706153E-1,1.223474383E0,1.015651417E1
1.229908690E1,1.939362586E-1,1.211503029E0,1.024270725E1
1.231108593E1,2.035133541E-1,1.199531674E0,1.009426212E1
1.232308439E1,1.652049571E-1,1.209108829E0,9.941028595E0
1.233508289E1,8.140534163E-2,1.218685865E0,9.792584419E0
1.234708179E1,-4.788549617E-2,1.237840056E0,9.574705124E0
1.235908015E1,-1.268965602E-1,1.245022893E0,9.517242432E0
1.237107812E1,-1.197137386E-1,1.221080184E0,9.498087883E0
1.238307665E1,-4.549122229E-2,1.228263021E0,9.553156853E0
1.239507448E1,5.027977005E-2,1.264177084E0,9.634561539E0
1.240707295E1,1.149251908E-1,1.206714511E0,9.684841156E0
1.241907151E1,1.197137386E-1,1.166011810E0,9.761458397E0
1.243107098E1,2.130904645E-1,1.189954638E0,9.804554939E0
1.244306921E1,2.609759569E-1,1.259388566E0,9.897932053E0
1.245506834E1,2.801301479E-1,1.319245458E0,9.974549294E0
1.246706700E1,1.747820675E-1,1.328822494E0,1.008708000E1
1.247906573E1,1.460507661E-1,1.302485466E0,1.006313705E1
1.249106433E1,1.939362586E-1,1.359948039E0,1.013496494E1
1.250306253E1,2.059076279E-1,1.417410731E0,1.021637058E1
1.251506092E1,1.580221355E-1,1.450930476E0,1.020439911E1
1.252705902E1,8.379961550E-2,1.374313712E0,1.010862827E1
1.253905749E1,1.125309169E-1,1.374313712E0,1.007750225E1
1.255105615E1,1.221080124E-1,1.417410731E0,1.001046276E1
1.256305525E1,1.771763414E-1,1.484450340E0,9.864412308E0
1.257505388E1,2.011190802E-1,1.498816013E0,9.799766541E0
1.258705272E1,1.412622184E-1,1.489238977E0,9.727938652E0
1.259905078E1,6.943397224E-2,1.446141958E0,9.627379417E0
1.261104898E1,2.394274808E-3,1.364736676E0,9.522030830E0
1.262304744E1,2.154847234E-2,1.312062621E0,9.495694160E0
1.263504598E1,8.140534163E-2,1.268965602E0,9.459779739E0
1.264704451E1,1.221080124E-1,1.230657220E0,9.486116409E0
1.265904291E1,1.292908341E-1,1.201925993E0,9.454991341E0
1.267104137E1,1.460507661E-1,1.139674783E0,9.474145889E0
1.268303984E1,1.675992310E-1,1.096577883E0,9.577098846E0
1.269503847E1,1.460507661E-1,1.019961119E0,9.744698524E0
1.270703643E1,2.035133541E-1,1.034326673E0,9.902720451E0
1.271903530E1,2.250618339E-1,1.106154919E0,1.000088596E1
1.273103490E1,2.106961906E-1,1.149251938E0,1.002482891E1
1.274303336E1,1.340793967E-1,1.163617611E0,1.001525116E1
1.275503166E1,4.549122229E-2,1.189954638E0,9.955394745E0
1.276703049E1,3.112557158E-2,1.163617611E0,9.924268723E0
1.277902896E1,-5.985686928E-2,1.108549237E0,9.974549294E0
1.279102635E1,5.746259540E-2,1.187560320E0,1.001285744E1
1.280302489E1,1.580221355E-1,1.187560320E0,9.890748978E0
1.281502328E1,2.011190802E-1,1.252205729E0,9.850046158E0
1.282702175E1,2.849186957E-1,1.288119793E0,9.845257759E0
1.283902031E1,2.897072434E-1,1.336005330E0,9.859623909E0
1.285101804E1,2.921015322E-1,1.304879785E0,9.833286285E0
1.286301664E1,2.873129845E-1,1.304879785E0,9.751881599E0
1.287501530E1,3.950553536E-1,1.362342358E0,9.723150253E0
1.288701403E1,5.937801600E-1,1.295302629E0,9.754275322E0
1.289901266E1,7.134938836E-1,1.256994247E0,9.895537376E0
1.291101189E1,8.236305118E-1,1.185166001E0,9.979337692E0
1.292301079E1,7.661679387E-1,1.180377483E0,9.948211670E0
1.293500926E1,7.206767201E-1,1.067846537E0,9.926663399E0
1.294700772E1,8.044763207E-1,9.840469360E-1,9.785401344E0
1.295900615E1,1.048692346E0,9.074301720E-1,9.632167816E0
1.297100472E1,9.864411950E-1,1.118126392E0,9.718361855E0
1.298300275E1,1.084606528E0,1.395862222E0,9.778218269E0
1.299500122E1,9.050358534E-1,1.431776285E0,9.866806030E0
1.300699878E1,4.549122155E-1,1.173194647E0,1.000567436E1
1.301899764E1,3.950553536E-1,1.019961119E0,9.993702888E0
1.303099628E1,5.171633363E-1,1.015172482E0,9.907508850E0
1.304299451E1,8.260248303E-1,1.144463301E0,9.828497887E0
1.305499317E1,1.084606528E0,1.297696948E0,9.715967178E0
1.306699294E1,1.096577883E0,1.297696948E0,9.569916725E0
1.307899170E1,1.024749637E0,1.273754239E0,9.524425507E0
1.309098983E1,9.026415944E-1,1.343188167E0,9.560338974E0
1.310298933E1,7.470137477E-1,1.395862222E0,9.579493523E0
1.311498846E1,6.703969240E-1,1.412622094E0,9.596253395E0
1.312698726E1,6.632141471E-1,1.415016413E0,9.720755577E0
1.313898579E1,7.637736797E-1,1.429382086E0,9.766246796E0
1.315098452E1,8.571503758E-1,1.410227895E0,9.811738014E0
1.316298299E1,8.715160489E-1,1.338399649E0,9.888355255E0
1.317498138E1,9.146129489E-1,1.206714511E0,9.902720451E0
1.318697985E1,1.041509509E0,1.132491946E0,9.938634872E0
1.319897832E1,1.154040456E0,1.098972082E0,9.909903526E0
1.321097755E1,1.175588965E0,1.101366401E0,9.905115128E0
1.322297601E1,1.149251938E0,1.103760719E0,9.914691925E0
1.323494169E1,1.027143836E0,1.144463301E0,9.905115128E0
1.324694016E1,9.601042271E-1,1.180377483E0,9.866806030E0
1.325893829E1,9.529213905E-1,1.237840056E0,9.833286285E0
1.327093592E1,1.027143836E0,1.314456820E0,9.780612946E0
1.328293432E1,1.015172482E0,1.422199249E0,9.692024231E0
1.329493302E1,9.696813226E-1,1.510787368E0,9.567522049E0
1.330693155E1,9.337671995E-1,1.589798450E0,9.490905762E0
1.331893042E1,8.930644989E-1,1.678386688E0,9.454991341E0
1.333092965E1,8.236305118E-1,1.781340480E0,9.397528648E0
1.334292768E1,7.565908432E-1,1.841197371E0,9.414288521E0
1.335492658E1,6.512427330E-1,1.886688590E0,9.462174416E0
1.336692504E1,4.453351200E-1,1.999219418E0,9.383162498E0
1.337892344E1,2.753416002E-1,2.056682110E0,9.419076920E0
1.339092237E1,1.197137404E-2,2.061470509E0,9.392740250E0
1.340292134E1,-9.098244458E-2,1.984853864E0,9.323306084E0
1.341491980E1,-1.197137404E-2,1.905842781E0,9.313729286E0
1.342691827E1,2.585816681E-1,1.822043180E0,9.328094482E0
1.343891666E1,4.860377908E-1,1.829225898E0,9.306546211E0
1.345091373E1,7.972934842E-1,1.831620216E0,9.330489159E0
1.346291226E1,9.146129489E-1,1.824437380E0,9.399923325E0
1.347491099E1,8.020820618E-1,1.810071707E0,9.464568138E0
1.348690959E1,5.004034638E-1,1.757397652E0,9.603436470E0
1.349890825E1,4.166038036E-1,1.726272106E0,9.596253395E0
1.351090785E1,5.913859010E-1,1.743032098E0,9.553156853E0
1.352290644E1,6.680026650E-1,1.755003452E0,9.723150253E0
1.353490484E1,6.775797606E-1,1.723877907E0,1.004398251E1
1.354690331E1,6.464542150E-1,1.544307232E0,1.025946712E1
1.355890150E1,7.015225291E-1,1.446141958E0,1.036960411E1
1.357089987E1,8.595446348E-1,1.446141958E0,1.047016335E1
1.358289833E1,9.433442950E-1,1.568249941E0,1.047974110E1
1.359489673E1,8.379961848E-1,1.601769805E0,1.038397026E1
1.360689520E1,6.416656375E-1,1.714300752E0,1.025946712E1
1.361889400E1,4.788549542E-1,1.810071707E0,1.002482891E1
1.363089169E1,5.746259689E-1,1.778946161E0,9.603436470E0
1.364288969E1,2.011190802E-1,1.855562925E0,9.579493523E0
1.365488822E1,4.046324492E-1,1.750214934E0,9.380768776E0
1.366688669E1,5.027977228E-1,1.735849261E0,9.184437752E0
1.367888515E1,5.530774593E-1,1.733454943E0,9.411893845E0
1.369088468E1,4.573064744E-1,1.824437380E0,9.711178780E0
1.370288355E1,8.715160489E-1,1.319245458E0,9.613013268E0
1.371488198E1,1.139674783E0,1.589798450E0,9.711178780E0
1.372688051E1,1.000806928E0,2.097384691E0,9.701601982E0
1.373887898E1,6.991282701E-1,2.130904675E0,9.450202942E0
1.375087668E1,3.351984620E-1,1.853168726E0,9.229928970E0
1.376287514E1,4.788549617E-2,1.675992370E0,8.839662552E0
1.377487364E1,2.370332032E-1,1.582615614E0,8.552350044E0
1.378687210E1,1.101366431E-1,1.450930476E0,9.028810501E0
1.379887050E1,4.309694469E-2,1.453324795E0,9.282603264E0
1.381086860E1,1.029538140E-1,1.764580488E0,9.507665634E0
1.382286713E1,2.394274808E-3,2.015979290E0,1.000567436E1
1.383486560E1,1.005595401E-1,2.083019018E0,9.991309166E0
1.384686400E1,1.412622184E-1,2.056682110E0,9.804554939E0
1.385886246E1,1.197137386E-1,2.099778891E0,9.979337692E0
1.387086196E1,1.221080124E-1,2.219492674E0,9.960183144E0
1.388286062E1,2.154847234E-2,2.193155766E0,9.703995705E0
1.389485928E1,2.394274808E-3,1.965699673E0,9.718361855E0
1.390685795E1,2.011190802E-1,1.680780888E0,9.663292885E0
1.391885628E1,2.035133541E-1,1.704723716E0,9.723150253E0
1.393085454E1,1.723877788E-1,1.913025618E0,9.555550575E0
1.394285301E1,3.711125851E-1,2.051893473E0,9.308940887E0
1.395485140E1,6.368771195E-1,2.106961727E0,9.287391663E0
1.396684987E1,9.241901040E-1,2.083019018E0,9.210775375E0
1.397884873E1,1.151646137E0,2.044710636E0,9.368797302E0
1.399084813E1,1.211503029E0,1.996825218E0,9.545973778E0
1.400284653E1,9.936240315E-1,2.085413456E0,9.955394745E0
1.401484500E1,5.435003638E-1,2.245829821E0,1.041270161E1
1.402684346E1,-2.873129845E-1,2.296109438E0,1.073592854E1
1.403884173E1,-7.063110471E-1,2.224281311E0,1.066170597E1
1.405083862E1,-9.553156495E-1,2.111750364E0,1.030016994E1
1.406283709E1,-7.829278708E-1,2.042316437E0,9.759063721E0
1.407483529E1,-2.729473412E-1,2.183578730E0,9.155706406E0
1.408683382E1,6.392713785E-1,2.238646984E0,8.844450951E0
1.409883268E1,1.233051538E0,2.178790092E0,8.851634026E0
1.411083281E1,1.391073704E0,2.219492674E0,9.347249031E0
1.412283234E1,9.289786220E-1,2.439765930E0,9.905115128E0
1.413283244E1,4.189980924E-1,2.535537004E0,9.464568138E0
1.414483227E1,4.956148863E-1,1.448536277E0,8.973741531E0
1.415483243E1,5.746259689E-1,1.678386688E0,9.244295120E0
1.416683200E1,3.495641351E-1,2.695953369E0,8.423058510E0
1.417883046E1,1.891477108E-1,2.777358770E0,9.059935570E0
1.419082987E1,-5.578660369E-1,2.217098475E0,8.691217422E0
1.420282913E1,-1.417410731E0,1.233051538E0,9.129369736E0
1.421482793E1,-1.697540879E0,1.017566800E0,9.756669998E0
1.422682696E1,-9.050358534E-1,1.503604531E0,9.885960579E0
1.423882639E1,-6.440598965E-1,1.498816013E0,9.730332375E0
1.425082485E1,-5.602602959E-1,1.443747759E0,9.648927689E0
1.426282332E1,-5.770202279E-1,1.431776285E0,9.524425507E0
1.427482178E1,-8.068706393E-1,1.467690468E0,9.682447433E0
1.428682025E1,-1.024749637E0,1.721483588E0,9.771035194E0
1.429881895E1,-9.289786220E-1,1.843591571E0,9.560338974E0
1.431081741E1,-5.171633363E-1,1.831620216E0,9.395133972E0
1.432281594E1,-3.088614643E-1,1.778946161E0,9.414288521E0
1.433481444E1,-5.411061049E-1,1.448536277E0,1.006313705E1
1.434681284E1,-1.122914910E0,1.146857619E0,1.129618835E1
1.435881037E1,-1.252205729E0,6.943396926E-1,1.115253162E1
1.437080910E1,-2.370332032E-1,7.781392932E-1,1.116450310E1
1.438280757E1,6.105400920E-1,1.731060743E0,1.090113354E1
1.439480623E1,3.902668059E-1,1.371919513E0,1.083169937E1
1.440680470E1,-5.339232683E-1,1.039115310E0,9.859623909E0
1.441680476E1,-1.053480864E0,1.079817891E0,9.536396980E0
1.442880323E1,-1.915419817E0,1.247417212E0,9.076695442E0
1.444080093E1,-2.375120640E0,1.240234375E0,9.083878517E0
1.445279919E1,-2.533142805E0,1.094183564E0,9.557945251E0
1.446479766E1,-2.015979290E0,1.357553840E0,1.009186840E1
1.447679616E1,-1.412622094E0,8.906702399E-1,1.091071033E1
1.448879462E1,-6.320885420E-1,7.087053657E-1,1.160026169E1
1.450079375E1,-6.703969836E-2,9.002473354E-1,1.129139996E1
1.451279222E1,-2.394274808E-2,1.221080184E0,1.013735962E1
1.452479075E1,-1.029538155E0,1.379102230E0,8.868393898E0
1.453678815E1,-2.449343204E0,1.161223292E0,8.099831581E0
1.454878674E1,-3.749434233E0,1.019961119E0,7.929838181E0
1.456078517E1,-4.055901527E0,1.106154919E0,8.281796455E0
1.457278347E1,-3.689577579E0,1.307274103E0,9.232323647E0
1.458478206E1,-3.313676357E0,1.206714511E0,1.044861507E1
1.459678173E1,-2.528354168E0,1.240234375E0,1.111901188E1
1.460878020E1,-2.454131603E0,1.266571403E0,1.116929245E1
1.462077823E1,-2.652856588E0,1.213897347E0,1.015890789E1
1.463277712E1,-3.567469358E0,7.805336118E-1,7.937020779E0
1.464477559E1,-4.881926537E0,9.768640995E-1,5.952167034E0
1.465677282E1,-5.985687256E0,1.656838179E0,5.372752666E0
1.466877129E1,-6.289760113E0,1.472478986E0,6.009629726E0
1.468077018E1,-6.143709183E0,1.101366401E0,7.113390446E0
1.469276865E1,-5.748653889E0,1.089395046E0,8.863605499E0
1.470476612E1,-5.909070015E0,9.313728809E-1,1.022834206E1
1.471676548E1,-6.438204765E0,7.206767201E-1,1.049171257E1
1.472876401E1,-6.672843933E0,7.422251701E-1,9.718361855E0
1.474076254E1,-6.749460697E0,9.289786220E-1,8.609811783E0
1.475276094E1,-6.562707424E0,1.403045058E0,6.184412003E0
1.476476054E1,-6.586649895E0,1.812466025E0,4.295329094E0
1.477675911E1,-6.478907585E0,2.047105074E0,4.290540695E0
1.478875757E1,-6.162863255E0,1.695146561E0,5.523591995E0
1.480075597E1,-5.901887417E0,1.431776285E0,6.775797844E0
1.481275443E1,-5.858790398E0,1.216291547E0,8.147717476E0
1.482475277E1,-6.919454098E0,3.399870098E-1,8.418270111E0
1.483675080E1,-8.147717476E0,-1.245022863E-1,8.367990494E0
1.484874926E1,-8.875576973E0,1.987248063E-1,8.511647224E0
1.486074793E1,-8.710371971E0,5.961744189E-1,8.195602417E0
1.487274639E1,-7.644919395E0,9.457385540E-1,7.063110828E0
1.488474486E1,-6.249057293E0,1.374313712E0,5.664854050E0
1.489674372E1,-5.334444046E0,1.750214934E0,5.241067410E0
1.490874212E1,-5.037554264E0,1.656838179E0,5.535563469E0
1.492073989E1,-5.130930901E0,1.474873304E0,6.103006363E0
1.493273845E1,-5.475706577E0,1.407833576E0,6.902694225E0
1.494473711E1,-6.428627968E0,9.481328130E-1,7.403097630E0
1.495673474E1,-7.283383846E0,4.213923812E-1,7.920260906E0
1.496873340E1,-8.154899597E0,1.556278616E-1,8.195602417E0
1.498073257E1,-8.420664787E0,1.556278616E-1,8.075888634E0
1.499273120E1,-7.781393051E0,5.243461728E-1,7.601822376E0
1.500472966E1,-6.914665699E0,1.007989645E0,7.190007210E0
1.501672926E1,-6.093429565E0,1.230657220E0,7.041562080E0
1.502872773E1,-5.466129303E0,1.307274103E0,7.113390446E0
1.504072619E1,-5.310501575E0,1.295302629E0,7.249864101E0
1.505272466E1,-5.559505939E0,1.089395046E0,7.316903591E0
1.506472306E1,-6.373559475E0,7.326480746E-1,7.242681503E0
1.507672039E1,-7.312115192E0,5.339232683E-1,7.474925995E0
1.508871885E1,-7.812518597E0,4.644893110E-1,7.922655106E0
1.510071772E1,-7.630553722E0,4.477293789E-1,8.269824982E0
1.511271612E1,-7.194795609E0,5.937801600E-1,8.365595818E0
1.512471458E1,-6.737489223E0,6.799740195E-1,8.073494911E0
1.513671398E1,-6.445387840E0,7.350423932E-1,7.570696831E0
1.514871251E1,-6.229903221E0,9.098244309E-1,6.878751755E0
1.516071058E1,-6.045543671E0,1.010383964E0,6.562707424E0
1.517270904E1,-5.971321583E0,1.060663700E0,6.428627968E0
1.518470764E1,-5.894704342E0,1.113337755E0,6.404685020E0
1.519670607E1,-6.023995399E0,1.065452337E0,6.500456333E0
1.520870533E1,-6.277788639E0,9.888355136E-1,6.675238132E0
1.522070450E1,-6.421444893E0,8.547561169E-1,6.859597206E0
1.523070463E1,-6.457359314E0,7.709565163E-1,7.225921154E0
1.524270449E1,-6.536370277E0,7.613793612E-1,7.577879906E0
1.525470375E1,-6.541158676E0,6.225114465E-1,8.006455421E0
1.526670335E1,-6.498061657E0,5.554717779E-1,8.432636261E0
1.527670348E1,-6.488484859E0,5.291347504E-1,8.485309601E0
1.528870268E1,-6.610592842E0,4.764606953E-1,8.037580490E0
1.530070138E1,-6.720729351E0,4.285751879E-1,7.599428177E0
1.531270118E1,-6.869174480E0,3.950553536E-1,7.230710030E0
1.532469978E1,-6.909877300E0,4.477293789E-1,6.897905827E0
1.533669801E1,-6.864386082E0,4.453351200E-1,6.629746914E0
1.534869647E1,-6.761432171E0,5.530774593E-1,6.696786404E0
1.536069487E1,-6.682421207E0,5.099805593E-1,7.034379482E0
1.537269384E1,-6.648900986E0,5.506832004E-1,7.415069103E0
1.538469230E1,-6.759037971E0,5.435003638E-1,7.371972084E0
1.539669083E1,-6.883540154E0,5.339232683E-1,7.039167881E0
1.540868923E1,-7.101418972E0,5.770202279E-1,6.593832970E0
1.542068776E1,-7.204372883E0,6.440598965E-1,6.522004604E0
1.543268496E1,-7.118178844E0,7.470137477E-1,6.802134514E0
1.544468343E1,-6.905088425E0,8.332076073E-1,7.185218811E0
1.545668182E1,-6.739883423E0,8.499675393E-1,7.273807049E0
1.546868029E1,-6.670449734E0,8.643332124E-1,7.290566921E0
1.548067875E1,-6.589044094E0,9.433442950E-1,7.369577885E0
1.549067879E1,-6.466936111E0,1.017566800E0,7.369577885E0
1.550267718E1,-6.416656494E0,1.089395046E0,7.407886028E0
1.551467565E1,-6.538764477E0,1.082212210E0,7.173247337E0
1.552667411E1,-6.706363678E0,1.101366401E0,6.890722752E0
1.553867258E1,-6.802134514E0,1.087000728E0,6.730306625E0
1.555066958E1,-6.833260536E0,1.060663700E0,6.711152077E0
1.556266804E1,-6.900300026E0,9.768640995E-1,6.802134514E0
1.557466657E1,-6.871568680E0,8.451790214E-1,7.012830734E0
1.558666504E1,-6.826077461E0,6.751855016E-1,7.319298267E0
1.559866307E1,-6.699181080E0,6.177229285E-1,7.431828976E0
1.561066147E1,-6.591438770E0,4.381522834E-1,7.340846539E0
1.562265993E1,-6.581861496E0,3.519583941E-1,7.091842175E0
1.563465840E1,-6.711152077E0,3.280156553E-1,6.639324188E0
1.564665716E1,-7.055927753E0,4.309694767E-1,6.045543671E0
1.565865593E1,-6.984099388E0,5.171633363E-1,5.906675816E0
1.567065529E1,-6.818894863E0,5.243461728E-1,6.079063892E0
1.568265395E1,-6.706363678E0,4.573064744E-1,6.507638931E0
1.569465262E1,-6.706363678E0,4.716721475E-1,6.890722752E0
1.570665098E1,-6.905088425E0,5.195576549E-1,6.941002846E0
1.571864971E1,-7.180429935E0,4.980091453E-1,6.828471661E0
1.573064808E1,-7.498868465E0,4.740664065E-1,6.711152077E0
1.574264661E1,-7.656890869E0,4.716721475E-1,6.744672298E0
1.575464547E1,-7.597033978E0,5.004034638E-1,6.814105988E0
1.576664387E1,-7.486897469E0,5.674431324E-1,6.905088425E0
1.577864234E1,-7.350423813E0,5.147690773E-1,6.909877300E0
1.579064027E1,-7.125361919E0,5.171633363E-1,7.096630573E0
1.580263873E1,-7.005648136E0,5.195576549E-1,7.259441376E0
1.581463673E1,-6.936213970E0,4.860377908E-1,7.242681503E0
1.582663526E1,-6.938608170E0,5.818088055E-1,7.290566921E0
1.583863373E1,-6.976916790E0,6.895511150E-1,7.223526955E0
1.585063219E1,-7.077476501E0,6.799740195E-1,7.149304390E0
1.586263059E1,-7.264229774E0,6.919454336E-1,7.120573044E0
1.587462906E1,-7.422251701E0,7.637736797E-1,7.230710030E0
1.588662752E1,-7.398309231E0,8.882759809E-1,7.321692467E0
1.589862605E1,-7.304932594E0,9.481328130E-1,7.431828976E0
1.591062545E1,-7.015225410E0,1.103760719E0,7.352818012E0
1.592262392E1,-6.797346115E0,1.120520592E0,7.280989647E0
1.593462238E1,-6.756643295E0,1.154040456E0,7.283383846E0
1.594662085E1,-6.806923389E0,1.175588965E0,7.010436535E0
1.595861921E1,-6.799740314E0,1.144463301E0,6.864386082E0
1.597061778E1,-6.730306625E0,1.108549237E0,6.952973843E0
1.598261624E1,-6.651295185E0,1.055875182E0,7.228315830E0
1.599461554E1,-6.598621368E0,9.840469360E-1,7.522811413E0
1.600661400E1,-6.457359314E0,8.499675393E-1,7.671256542E0
1.601861250E1,-6.404685020E0,8.020820618E-1,7.630553722E0
1.603061177E1,-6.352011204E0,7.230709791E-1,7.472531796E0
1.604261023E1,-6.289760113E0,7.110996246E-1,7.364789486E0
1.605460816E1,-6.265817165E0,7.015225291E-1,7.331269264E0
1.606660682E1,-6.280182838E0,7.110996246E-1,7.204372883E0
1.607860529E1,-6.268211365E0,7.494080067E-1,7.127756119E0
1.609060302E1,-6.299336910E0,7.350423932E-1,7.036773682E0
1.610260168E1,-6.371165276E0,6.895511150E-1,6.952973843E0
1.611460064E1,-6.354405403E0,6.680026650E-1,7.060716629E0
1.612659904E1,-6.402290821E0,6.727912426E-1,7.170853138E0
1.613859847E1,-6.488484859E0,6.680026650E-1,7.151699066E0
1.615059604E1,-6.601015568E0,6.033572555E-1,7.122967720E0
1.616259457E1,-6.703969479E0,5.770202279E-1,7.173247337E0
1.617459244E1,-6.699181080E0,5.602602959E-1,7.228315830E0
1.618659090E1,-6.608198643E0,6.105400920E-1,7.269018173E0
1.619858860E1,-6.545947552E0,6.081457734E-1,7.221132755E0
1.621058823E1,-6.452570438E0,6.464542150E-1,7.127756119E0
1.622258663E1,-6.387925148E0,6.273000240E-1,7.005648136E0
1.623458509E1,-6.335251331E0,6.225114465E-1,7.051139355E0
1.624658362E1,-6.440599442E0,6.344828010E-1,6.964945316E0
1.625858196E1,-6.512427330E0,6.153286099E-1,7.003253937E0
1.627058019E1,-6.584255695E0,6.081457734E-1,7.144515991E0
1.628257878E1,-6.763826370E0,5.578660369E-1,7.180429935E0
1.629457758E1,-6.962551117E0,5.363175869E-1,7.000859737E0
1.630657658E1,-7.204372883E0,4.668835998E-1,6.826077461E0
1.631857604E1,-7.242681503E0,4.812492430E-1,6.893116951E0
1.633057438E1,-7.180429935E0,4.477293789E-1,7.221132755E0
1.634257351E1,-7.031985283E0,4.261809289E-1,7.580274105E0
1.635457267E1,-6.979310989E0,4.261809289E-1,7.599428177E0
1.636657141E1,-6.826077461E0,5.985686779E-1,7.436617374E0
1.637856980E1,-6.826077461E0,6.440598965E-1,7.099024773E0
1.639056914E1,-7.024802208E0,6.680026650E-1,6.699181080E0
1.640256760E1,-7.199584484E0,6.871568561E-1,6.514821529E0
1.641456590E1,-7.398309231E0,6.416656375E-1,6.589044094E0
1.642656436E1,-7.460560322E0,5.195576549E-1,6.907482624E0
1.643856276E1,-7.388731956E0,5.219519138E-1,7.158881664E0
1.645056096E1,-7.175641537E0,5.339232683E-1,7.316903591E0
1.646255942E1,-6.976916790E0,5.315290093E-1,7.292961121E0
1.647455729E1,-6.838048935E0,5.458946824E-1,7.055927753E0
1.648655569E1,-6.663266659E0,5.626545548E-1,6.682421207E0
1.649855392E1,-6.601015568E0,5.937801600E-1,6.601015568E0
1.651055332E1,-6.452570438E0,6.895511150E-1,6.759037971E0
1.652255178E1,-6.428627968E0,7.374366522E-1,6.859597206E0
1.653455145E1,-6.641718388E0,7.110996246E-1,6.845231533E0
1.654654991E1,-6.984099388E0,6.703969240E-1,6.672843933E0
1.655854911E1,-7.113390446E0,6.871568561E-1,6.668055534E0
1.657054681E1,-7.283383846E0,6.727912426E-1,6.644112587E0
1.658254527E1,-7.319298267E0,6.488484740E-1,6.751854897E0
1.659454337E1,-7.199584484E0,6.273000240E-1,6.984099388E0
1.660654184E1,-7.065505028E0,5.889915824E-1,7.316903591E0
1.661854034E1,-6.974522591E0,5.961744189E-1,7.439012051E0
1.663053850E1,-6.914665699E0,5.506832004E-1,7.273807049E0
1.664253690E1,-6.936213970E0,5.770202279E-1,7.039167881E0
1.665453506E1,-6.969734192E0,6.225114465E-1,6.852414608E0
1.666653360E1,-7.015225410E0,7.326480746E-1,6.785374641E0
1.667853293E1,-7.017619610E0,8.595446348E-1,6.703969479E0
1.669053199E1,-1.609910393E1,-8.042368889E0,1.252205729E0
1.670253065E1,-1.092028713E1,1.125309169E-1,5.933012962E0
1.671452885E1,-5.739076614E0,6.062304020E0,9.773429871E0
1.672652751E1,-1.005834866E1,-7.039167881E-1,5.849213123E0
1.673852484E1,-6.318490982E0,2.365543604E0,6.924242973E0
